xmin,ymin,xmax,ymax,Object,label
117,43,258,102,ZRA,1
153,143,241,164,TAX INVOICE,0
55,205,333,204,Inditex Trent Retail Indila Pvt Ltd,0
62,227,334,225,Amblerice Corporate Office Tower 2,2
62,249,332,247,"Level 8 on Plot No. 3, Unit No 1",2
172,267,225,274,office 1,2
39,294,349,291,"Ambience Island, NH-8, Gur gaon 122002,",2
141,313,253,319,"Haryana, India",2
92,334,303,339,CIN: U74900HR2009FIC043768,0
116,356,288,359,Tel: 91 124 497 3500,0
115,378,288,381,Fax: 191 124 497 3510,0
143,403,264,405,Www.zara.com/in,0
113,446,290,449,GSTIN 33AACC1156601Z9,0
80,470,328,469,Phoenix Marketcity Mall Chennal,0
72,493,339,491,"UG-17, Upper Ground Floor Plot in",0
55,514,356,512,Nor thern and Western part of old door,0
99,537,342,533,"66 New door no. 142, Velachery",0
75,560,336,554,Saidapet Taluk TAMIL NADU 600042,0
66,542,79,548,no,0
109,579,312,578,Tel: 044-66513700/701/702,0
53,651,142,655,Store: 9184,0
52,671,284,668,Date: 27-12-2019 Time: 17:23,6
55,696,309,688,Invoice number: 9184-04-S062625,4
55,718,152,722,Trans: 83691,0
57,763,165,765,TSP CODE Q1Y,0
199,751,238,760,PRICE,0
281,746,328,753,AMOUNT,0
57,808,125,814,RMC 6205,0
194,796,256,804,1.290.00,0
293,788,373,795,"1,290.00 P",0
60,831,308,822,10001250 0389431125004 SHIRT,8
70,851,268,848,"1,151.79 Central fax6.00",0
70,873,217,874,"1,151.79 State tax",0
326,831,365,840,69.11,0
236,862,269,869,6,0
328,853,368,862,69.1,0
63,944,105,955,TOTAL,9
300,926,365,933,"1,290.00",10
71,991,105,998,CASH,
64,1013,157,1018,CHANGE CASH,
268,974,366,977,"INR 2,000.00",
277,994,366,998,INR -710.00,
305,1035,368,1047,"1,151.79",
77,1060,148,1063,Total Net,
75,1083,210,1080,Central tax 6.00,
330,1057,367,1068,69.11,
308,1106,372,1115,1.161.79,
79,1130,150,1135,Tatal Nat,
83,1151,199,1152,State lax 6.00,
333,1126,373,1139,69.1,
150,1213,366,1206,THANKS FOR YOUR VISIT H,
74,1291,388,1279,"Nate: Unless otherwine stoted, tax on",
71,1315,354,1305,this Invoice is not payable under,
76,1344,194,1344,reverse charge,
77,1365,384,1352,This Is computer generated invoice,
78,1395,332,1379,and hence does not require any,
77,1414,155,1417,61gnature,
78,1463,200,1462,Employee 7468,
