xmin,ymin,xmax,ymax,Object,label
155,1488,206,1479,ZA,0
381,105,302,89,FOIOANI XUI,0
222,129,464,129,Inditex Trent Relail India Pvt Ltd,0
226,149,461,146,Ambience Carparate Office Tower 2,2
443,164,224,166,I ON 11un E UN 10ld uo 8 janaj,2
315,176,366,187,office 1,2
195,201,470,200,"fimblence Island, NH-8, Gurgaon 122002,",2
281,216,382,223,"Haryana, India",2
238,234,421,239,CIN: U74900HR2009F IC043768,0
257,251,406,259,Tel: 91 124 497 3500,0
252,272,403,280,Fax: 191 124 197 3510,0
369,305,273,293,ut/uOJ eJez MMM,0
387,344,249,338,6210999IIJJYU3009,0
213,351,430,358,Phaenix Marketcily MalI Chennai,0
206,367,436,375,"UG-17, LiPper Ground Flanr Plot in",0
329,394,430,404,142. Velachery,0
439,392,189,384,Jaap PIo jo Jed u.1a1san pue uJay.1ON,0
193,400,322,408,no. 66 New door no.,0
199,415,423,420,Saidapet faluk TAMIL NADU 600042,0
226,431,400,438,Tel: 044-66513700/701/702,0
171,484,441,491,Store: 9184 C.C.PHOENIX MARKET CITY CH,0
169,502,365,512,Date: 27-12-2019 Time: 15:08,6
169,520,381,529,Invoice number: 9184-06-S009217,4
166,538,237,552,Trans: 11244,0
159,569,241,585,TSP CODE OTY,0
275,568,315,582,PRICE,0
350,571,392,581,AMOUNT,0
277,605,326,617,250,0
153,622,378,637,10001068 0171621064914 T-SHIRT,8
156,640,325,656,238.10 Central tax 2.50,0
151,603,209,616,RCC 6109,0
415,622,358,614,d 00092,0
155,658,268,673,238.10 State tax,0
146,674,203,689,RCC 6203,0
380,642,412,657,5.95,0
380,661,410,675,5.95,0
349,678,417,691,"1,190.00 P",0
319,680,298,668,0SZ,0
261,678,319,693,"1,190.00",0
325,695,378,707,TROUSERS,8
139,703,306,706,10002098 0121377542814,0
309,725,151,710,"009xe, 1PuaJ os 290 L",0
320,738,287,725,x009,0
361,720,406,720,"63, 75",0
150,724,276,738,1.062.50 State tax.,0
368,726,406,737,63.75.,0
131,771,166,786,TOTAL,9
334,772,395,792,"1,440.00",10
140,806,190,822,CITIBANK,
304,810,392,824,"INR 1,440.00",
125,858,209,878,Card Number:,
371,865,399,881,6731,
242,880,277,894,VISA,
119,897,232,912,Exp. Date: XXXX,
117,930,259,946,MID: 444602422896401,
118,948,201,961,BATCH NUM: 3,
298,934,391,949,TID: 12896401,
305,953,387,969,"INV, NUM: 33",
177,977,112,963,:HNN 71IE,
109,979,237,996,APPR CODE: 069043,
257,983,384,1003,RRN: 936116108201,
284,1003,381,1018,Time: 16:08:12,
386,984,289,969,LI260090b8 l60,
109,997,221,1014,Date: 27-12-2019,
102,1054,165,1067,Total Net,
101,1070,224,1084,"Central tax 2,50:",
253,1093,203,1103,HAZ,
350,1094,322,1086,56S,
91,1101,155,1115,Total Net,
88,1118,182,1137,State tax 2.50,
326,1123,357,1138,5.95,
82,1154,144,1172,Total Net,
78,1175,199,1193,Central tax 6.00,
286,1160,348,1179,"1,062.50",
306,1182,350,1198,"63,75",
72,1212,139,1231,Total Net,
72,1236,177,1253,State tax 6.00,
287,1222,343,1243,"1,062.50",
301,1245,341,1262,63.75,
121,1296,289,1321,THANKS FOR YOUR VISIT,
50,1354,337,1390,"Note: Unless otherwise stated, tax on",
48,1377,302,1406,this invoice is not payable under,
145,1423,42,1397,arey asjanaJ,
42,1417,324,1452,This is a coMputer 9enerated invoice,
43,1458,108,1477,signature.,
262,1475,40,1438,hue ajtibad jou saop aouay pue,
130,1520,29,1498,LEEL :aahodu3,
