xmin,ymin,xmax,ymax,Object,label
95,28,204,62,ZNRA,1
148,90,191,111,INVOICE,0
49,136,260,149,Inditex Trent Retail India Pvi Ltd,2
54,153,261,166,Arbience CorPorate Cffice Tawer 2,2
52,170,261,182,"Leve 8 on Plut to 3, Uvit Na. 1",2
137,192,178,200,office 1,2
37,207,271,217,"Anbience island, NH 8. Gurgaon 122002,",2
113,228,203,236,Haryana. indla,2
76,242,238,254,CIN: U74900HR 2009FTC043768,0
134,261,226,270,91 124 497 3500,0
96,263,111,272,lel,0
94,277,227,287,Fox: 91 124 497 3510,0
115,300,208,305,Www zara Con/in,0
87,328,227,341,GSTIN: 33AALCI15660129,0
66,346,257,359,Phoenix Harkeicity Hall Chennel,0
61,364,266,375,"UG-17, Upper Ground Floor Piot in",0
49,378,279,393,Nor thern and Vestern part of ald door,0
52,397,266,410,no. 66 Ne doar no 142. Velachery,0
62,415,261,426,Sa:dapet Taluk TANIL NADU G00042,0
85,430,243,443,Tel. 044-66513700/701/702,0
46,482,113,490,Store 9184,0
44,496,221,508,Date: 28-11-2019 Time 19:55,6
48,516,239,522,Invsice number: 9184-05-S058768,4
47,533,127,541,Trans: 210429,0
48,566,127,573,TSP CODE DIY,0
154,566,183,572,PRICE,0
217,564,251,570,AHOLINT,0
49,598,98,607,SMC 6204,0
154,594,201,606,1.890. 00,0
50,615,255,621,10001851 0351353580032 TROUSERS,8
225,595,286,604,"1,890.00 P",0
58,632,206,639,1.687.50 Centra tax6 00,0
246,630,280,636,101 25,0
58,649,167,655,"1,687 50 Slate tax",0
183,647,205,656,6,0
247,647,281,654,101.25,0
51,666,99,673,SW: 6204,0
54,683,257,687,10002881 9764960750136 THOUSERS,8
60,696,210,705,1. 687 50 Central tax G0,0
57,715,208,722,1. 687 50 State tax 6.00,0
50,731,132,740,SVC 6206 1,0
124,664,134,674,1,0
152,665,200,672,1.890 00,0
228,664,288,670,1.890.00 P,0
247,698,282,705,101.25,0
245,712,283,721,101 25,0
222,729,290,738,"2, 290.00 P",0
154,732,203,740,"2,230 00",0
56,750,239,756,10003844 OR66302925001 SHIRT,8
62,766,209,772,"2,044.64 Centra la6 00",0
62,783,213,788,2.044.64 State lax 6 00,0
56,798,107,808,SuC 6204,0
250,765,283,772,122.68,0
249,781,284,788,122.68,0
156,798,204,805,"2,790.00",0
59,816,248,820,10004874 0764760750138 BLAZER,8
100,828,160,841,07 Central,0
228,796,291,803,"2, 790 00 P",0
172,830,211,836,lax6.00,0
252,827,286,835,149 46,0
61,849,173,853,2. 491.07 Stele tax,0
60,866,106,872,SWC 6204,0
189,846,216,851,6,0
252,845,287,851,145 47,0
152,860,189,870,"2, 790",0
62,883,251,885,10005837 078580680034 BLAZER,8
194,861,206,870,0,0
229,859,293,868,"2, 790.00 P",0
67,899,214,902,"2,491 07 Central taxi 00",0
254,894,289,901,149 46,0
60,913,215,919,"2, 491 07 State ta 6 00",0
255,911,290,918,149 47,0
63,932,109,938,SUC 6204,0
65,948,266,952,10006867 0478604180001 TROUSERS,8
70,961,218,969,"2,223 21 Central tax6.00",0
63,979,217,985,"2, 223.21 Stale tax 6.00",0
159,926,208,936,2. 490.00,0
236,927,296,934,"2,490.00 P",0
257,961,292,968,133 39,0
258,978,292,984,133 10,0
65,998,111,1004,SWC 6204,0
67,1014,269,1018,10007830 0478630250001 TROUSERS,8
160,992,213,1002,"1 2,790:00",0
239,994,299,1001,"2,790.00 P",0
70,1028,225,1036,2.491.07 Central tax6.00:,0
72,1046,219,1052,2. 491 07 State tax 6.00,0
261,1026,294,1035,1 49 46,0
257,1040,295,1050,149. 47,0
295,1061,335,1045,ZNA,0
68,1097,98,1105,TOTAL,9
237,1095,291,1102,16.930.00,10
76,1130,98,1137,CASH,
201,1133,292,1135,"INR 18, 000. 00",
213,1144,294,1151,"INR -1,070.00",
70,1146,138,1153,CHANGE CASH,
78,1180,130,1186,Jotal Net,
240,1176,294,1185,"15,116.06",
74,1195,180,1202,Lentral tax 6 00,
259,1193,294,1200,906.95,
80,1229,132,1236,Total Net,
242,1227,295,1234,15.116.06,
81,1244,165,1253,State tax 6.00,
261,1244,297,1250,906.99,
130,1294,167,1305,THANKS,
166,1296,193,1302,FOR,
201,1295,223,1302,YOUR,
77,1348,310,1353,Note: Unless otheruise stated. lax on,
79,1366,283,1371,thus Invoice is nat payable under,
78,1386,169,1392,reverse char ge.,
77,1398,305,1405,This is a EuMputer senerated Invoice,
80,1416,273,1424,and herice does not require any,
77,1431,143,1443,signalur.,
310,1388,351,1373,ZARA,
312,1437,355,1423,ZABA,
76,1480,169,1475,Enployee: 3840,
315,1485,357,1470,ZARA,
125,1533,168,1523,AR,
327,1542,368,1516,APA,
254,1576,305,1560,ZABA,
308,1342,346,1323,ZNA,
