xmin,ymin,xmax,ymax,Object,label
305,103,639,256,ZARA,1
34,225,169,182,ARA,0
361,337,570,392,TAX INVOICE,0
177,464,781,486,nditex Trent Retait India Pvt Ltd,2
153,521,782,535,Ambience Corporate Office Tower 2,2
138,570,777,584,"tevel an Plot No. 3, Unit No. 1",2
404,606,538,639,office 1,2
96,668,817,688,"Ambience Island, NH-8, Gursaon 122002,",2
322,707,594,739,"Haryana, India",2
213,761,709,783,CIN: U74900HR2009FTC043768,0
273,812,671,832,Tel: 91 124 497 3500,0
388,859,677,887,91 124 497 3510,0
330,915,616,933,www.zara.com/in,0
249,1005,676,1036,GSTIN: 33AACCI1566Q1Z9,0
180,1056,768,1077,Phoenix Marketcity Mall Chennai,0
147,1110,792,1126,"UG-17, Upper Ground Floor Plpt in",0
127,1154,829,1181,Northern and Western part of old door,0
136,1204,794,1227,"no. 66 New door no. 142, Velachery",0
148,1256,775,1280,Saidapet Taluk TAMIL- NADU 600042,0
242,1300,720,1329,Tel 044-66513700/7014702,0
99,1455,317,1485,Store: 9184,0
110,1508,645,1524,Date: 27-12-2019 Time: 20:30,6
92,1554,704,1575,Invoice nuber: 9184-04-S062664,4
99,1601,339,1631,Trans: 83733,0
199,1698,361,1729,CODE QTY,0
440,1697,531,1726,PRICE,0
632,1694,743,1729,AMOUNT,0
105,1795,265,1829,RHE 6203,0
423,1793,572,1826,"2,590.00",0
125,1846,745,1869,10001115 0557533380044 TROUSERS,8
653,1792,840,1816,"2,590.00 P",0
714,1890,823,1914,138.75,0
135,1901,593,1919,"2,312.50 Central tax6.00",0
125,1946,312,1977,"2,312.50.",0
316,1941,604,1973,"State tax 6,00",0
711,1937,824,1964,138.75,0
99,2094,214,2133,TOTAL,9
429,2092,438,2122,1,0
678,2088,818,2121,2590,10
132,2199,349,2228,Bnline card,
573,2190,808,2219,"INR 2,590.00",
110,2344,342,2377,Card Number:,
786,2334,849,2365,8355,
412,2386,561,2420,VISA-PIN,
112,2444,409,2468,Exp. Date XXXX,
75,2540,519,2566,MID: 444802423438401.,
126,2592,308,2617,BATCH NUM:,
188,2633,306,2682,L NUM:,
112,2688,469,2712,APPR. CODE: 374987,
606,2530,851,2558,TID: 13438401,
608,2582,851,2607,INV. NUM: 176,
606,2627,852,2660,9.18404E+11,
514,2679,853,2711,RRN: 936120238076,
128,2739,432,2766,Date: 27-12-2019,
589,2732,854,2758,Time: 20:29:53,
132,2932,317,2967,Total Net,
656,2924,817,2960,"2,312.50",
151,2986,453,3009,Central tax 6.00,
701,2978,817,3005,138.75,
656,3069,820,3106,"2,312.50",
135,3081,319,3115,Total Net,
152,3134,417,3159,State tax 6.00,
711,3126,819,3157,138.75,
308,3281,707,3307,THANKS FOR YOUR VISIT,
68,3357,179,3361,7N,
169,3428,842,3448,e: Unless otherwise statedtax on,
172,3479,766,3507,is invaie is not payable under,
81,3358,209,3320,ZARK,
138,3540,415,3556,reverse charge.,
135,3578,825,3605,This is a aaruter senerated invoice,
139,3625,711,3658,and hence does nof require any,
140,3679,322,3714,signature.,
129,3776,399,3805,Employee 7331,
90,4184,229,4138,ZAPA,
