xmin,ymin,xmax,ymax,Object,label
52,93,317,102,Shoppers Stop Ltd,1
112,138,270,138,SA PAL: ADIIM CENNAT,2
52,160,333,153,"PALLADTUM MAIL, ND.142, INDIRA GANDHI",2
71,177,304,174,"NAGAR, VEL ACHEPY CENNAI BOOD42",2
128,196,258,198,GO0042 CHEANAI IN,2
134,212,251,218,lel :0000000NU,0
91,238,297,238,CIN : 151900MI99PLC108798,0
106,260,282,260,GSTIN : 33AABCS4383A1ZS,0
32,307,153,314,Dato: 30/11/2019,6
33,329,177,334,Cash Memo NO: 13325,4
33,350,115,361,Register: 9,0
33,372,208,376,Cashier: 70G0164-Raja S,0
235,288,312,301,I me: 13:11,6
230,315,305,324,Store: 331,0
230,335,338,343,TIlI Mo: 60164,0
164,411,232,421,CASII MEMO,0
108,477,282,483,OT1131HP11E11PNI4ARMLJD,0
40,519,204,530,Customer: 331009000996,0
36,560,198,573,Mobile No: 999,0
33,581,213,596,Ena l1 ID: ss1gmall.com,0
104,607,304,613,RCM applicable Yes/No: No,0
44,647,72,660,Item,0
45,669,66,683,MRP,0
46,690,171,703,HSN/SAC Code GST,0
149,646,230,661,Description,7
149,666,182,683,Disc,0
218,667,342,677,Amount Oty Un/UO,0
48,732,232,740,8907757253654 UCB Tshirt,8
47,749,90,757,999,0
47,766,105,774,61091000,0
137,747,180,757,454.05,0
159,763,300,770,CGST 2.5 SGST 2.5,0
219,747,262,754,544.95,0
47,782,233,791,8907757259830 UCB 1shirt,8
48,798,97,807,1199,0
137,794,181,809,544.95,0
160,813,301,824,CGST 2.5 SGST 2.5,0
220,797,263,806,654.05,0
45,813,105,825,61091000,0
45,831,287,844,8907568813276 BLACK KNIT TSHIRT,8
45,850,67,862,999,0
160,850,181,863,500,0
161,870,303,884,CGST 2.5 SGST 2.5,0
244,850,264,863,499,0
46,870,105,883,62052000,0
56,912,113,927,TaxDesc.,0
172,913,198,925,able,0
238,913,266,926,Rate,0
321,913,341,927,Tax,0
57,954,116,968,SGST 2.5,0
57,975,116,988,CGST 2.5,0
149,955,199,967,1617.16,0
150,975,200,988,1617.16,0
239,955,259,968,2.5,0
239,976,259,988,2.5,0
306,955,342,967,40.42,0
306,976,342,988,40.42,0
58,1016,93,1029,Total,0
307,1016,342,1027,80.84,0
50,1057,157,1072,Total Discount,0
52,1078,142,1092,Total Amount,9
53,1100,155,1112,Round off Ant.,0
54,1120,82,1133,Cash,0
54,1141,142,1154,Total Tender,0
54,1162,166,1173,Change Returned,0
55,1182,248,1190,Total Number of Item / OTY,0
302,1057,351,1068,"1499,00",0
294,1077,344,1089,1698,10
316,1097,344,1109,0,
294,1118,345,1130,2000,
295,1138,345,1149,1698,
302,1155,346,1170,302,
318,1177,338,1189,3-Mar,
53,1219,347,1231,This document is tax invoice for supply,
78,1244,339,1251,of taxable goods and bill of Supply,
79,1259,287,1271,for supply of exenipted goods,
70,1283,325,1290,GST No. printed on Invoice wil1 be,
71,1302,331,1311,flnal and any correction of GST No.,
67,1320,361,1330,of customer will not be accepted later.,
71,1343,347,1352,Anount Inclusive of Applicable Taxes.,
70,1384,358,1393,Customer Copy / ORIGINAL FOR RECIPIENT,
83,1421,343,1436,You could have earned up to 50.94,
94,1444,337,1456,Points as a First Citizen Member,
57,1466,357,1476,Terms and conditions exclusSions apply.,
58,1507,329,1519,Thank You For Visiting Shoppers Stop,
60,1547,284,1559,Check out all latest offers on,
70,1567,290,1577,Shoppersstop.com Mobile App.,
310,1593,307,1583,:,
