xmin,ymin,xmax,ymax,Object,label
239,240,599,246,START SOMETHING,0
623,227,703,241,NEW,0
172,264,771,306,Shoppers Stop Ltd,1
299,372,669,392,SSL-PALLADIUM CHENNAI,2
158,419,811,433,"PALLADIUM MALL, NO.142, INDIRA GANDHI",2
212,462,742,478,"NAGAR, VELACHERY CHENNAI 600042",2
336,503,637,525,600042 CHENNAI TN,2
356,547,621,570,Tel :0000000000,0
251,593,728,611,CIN : L51900MH1997PLC108798,0
286,636,693,657,GSTIN : 33AABCS4383A1ZS,0
111,729,394,751,Date: 27/11/2019,6
111,773,430,796,Cash Memo NO: 6505,4
113,817,307,843,Register: 3,0
114,862,607,878,Cashier: 7063036-Nethaji Y S,0
572,717,763,742,Time: 21:14,6
573,761,741,787,Store: 331,0
574,805,820,831,Till No: 63036,0
416,942,576,970,CASH MEMO,0
282,1072,690,1093,OT1131HP11611EL94ARMIIO,0
119,1163,471,1185,Customer: 5007226643,0
120,1208,312,1233,VINOD KUMAR,0
111,1247,489,1273,Mobile No: 949444,0
112,1291,273,1322,Ema il ID:,0
263,1336,739,1358,RCM applicable Yes/No: No,0
123,1427,192,1455,Item,0
121,1493,175,1500,MRP,0
123,1514,422,1539,HSN/SAC Code GST,0
371,1420,563,1448,Description,7
371,1464,439,1493,Disc,0
530,1462,846,1486,Amount Qty Un/UQC,0
390,1597,741,1622,Parking refund Rs 50,0
568,1639,631,1669,0.01,0
391,1685,636,1712,SGST 0 CGST O,0
125,1603,246,1631,8411095,0
125,1647,188,1675,0.01,0
126,1691,265,1717,61091000,0
126,1735,583,1758,Sales Assoc. Steven Rengma,0
127,1779,848,1798,8903433098885 ENGRAVINGM/NOCOL/FRSIZ/NCL,8
127,1821,190,1852,0.01,0
127,1866,231,1894,998722,0
128,1911,585,1935,Sales Assoc. Steven Rengma,0
128,1953,337,1982,7.96483E+11,0
129,1997,216,2027,22995,0
128,2043,267,2070,85176290,0
128,2087,586,2112,Sales Assoc. Steven Rengma,0
130,2131,551,2156,8903751070778 MNMJ.7349,8
131,2175,198,2203,1399,0
129,2218,269,2245,62114200,0
130,2260,586,2286,Sales Assoc. Steven Rengma,0
130,2304,552,2331,8903751071775 MNMJ.7383,8
132,2348,199,2378,1049,0
130,2393,269,2421,62114900,0
130,2438,587,2464,Sales Assoc. Steven Rengma,0
131,2481,552,2507,8903751073113 MNMJ.7502,8
133,2525,198,2554,1049,0
129,2567,271,2596,62114900,0
132,2612,589,2639,Sales Assoc. Steven Rengma,0
130,2655,547,2684,"8903751071027 MNMJ,7411",8
133,2700,199,2729,1399,0
131,2743,270,2774,62114900,0
131,2787,588,2820,Sales Assoc. Steven Rengma,0
569,1816,850,1841,0.01 1 U,0
392,1862,638,1889,CGST 9 SGST 9,0
393,1950,744,1976,FOSSIL DISPLAY WATCH,0
524,1986,639,2022,0 22995,0
394,2038,639,2066,CGST 9 SGST 9,0
341,2172,640,2198,349.75 1049.25,0
394,2214,736,2246,CGST 2.5 SGST 2.5,0
341,2345,447,2376,262.25,0
396,2390,729,2419,CGST 2.5 SGST 2.5,0
537,2343,641,2374,786.75,0
343,2521,446,2551,262.25,0
395,2566,731,2592,CGST 2.5 SGST 2.5,0
538,2521,641,2549,786.75,0
344,2699,642,2726,349.75 1049.25,0
397,2742,730,2772,CGST 2.5 SGST 2.5,0
148,2874,283,2905,TaxDesc.,0
362,2875,482,2904,Taxable,0
573,2874,641,2904,Rate,0
768,2873,819,2902,Tax,0
149,2962,288,2992,"SGST 2,5",0
361,2963,482,2991,3497.16,0
148,3007,623,3036,CGST 2.5 3497.16 2.5,0
363,3049,500,3080,19487.28,0
364,3095,501,3124,19487.28,0
573,2961,624,2991,2.5,0
733,2962,819,2992,87.42,0
731,3008,818,3038,87.42,0
699,3051,818,3081,1753.86,0
700,3096,817,3126,1753.86,0
148,3051,252,3081,SGST 9,0
148,3095,252,3126,CGST 9,0
573,3051,589,3081,9,0
148,3182,230,3215,Total,0
696,3182,818,3216,3682.56,0
131,3271,374,3301,Total Discount,0
130,3315,341,3347,Total Amaunt,9
130,3359,369,3387,Round off Amt.,0
129,3402,198,3432,Cash,0
131,3446,338,3476,Total Tender,0
129,3490,391,3520,Change Returned,0
129,3535,586,3565,Total Number ot Item / QTY,0
729,3270,834,3302,1224,0
678,3314,819,3345,26667.02,10
748,3359,817,3389,0.02,
678,3402,818,3432,26700,
678,3446,816,3477,26657.02,
729,3490,816,3522,33,
749,3535,799,3564,7-Jul,
128,3623,815,3655,This dacument is tax invoice for supply,
180,3660,798,3698,of taxable goods and bill of Supply,
186,3705,673,3740,for supply of exempted goods,
162,3754,763,3785,GST No. printed on invoice will be,
164,3798,774,3828,final and any correction of GST No.,
155,3836,845,3873,of customer will not be accepted later.,
162,3886,810,3920,Amaunt Inclusive of Applicable Taxes.,
161,3973,832,4006,Customer Copy / ORIGINAL FOR RECIPIENT,
267,4057,704,4094,You have points worth Rs.,
390,4113,601,4139,as of /20/10,
125,4149,825,4183,Terms and conditions exclusions apply.,
123,4237,758,4274,Thank You For Visiting Shoppers Stop,
121,4325,650,4359,Check out all latest offers on,
140,4365,662,4400,Shoppersstop.com Mobile App.,
