xmin,ymin,xmax,ymax,Object,label
104,94,519,130,Fun City - Phoenix MarketCity,1
212,126,413,156,Mall - Chennai,1
152,166,474,189,"Citymax Hotels India Pvt. Ltd,",0
105,204,522,220,"Funcity, 3rd Floor, Phoenix Market Mall,",2
279,225,350,242,No. 142,2
141,262,485,274,"Volachery Main Road, Velachery",2
220,298,408,306,Chonnai - 600042,2
136,336,495,342,CIN U55101KA2005PTC037255,0
145,375,486,382,GSTN No: 33AACCC7765R1Z0,0
196,416,434,426,Ph No: 044-61153473,0
172,458,458,470,State Name: TAMILNADU,0
213,500,418,512,SAC Code: 999699,0
91,544,541,551,SAC Name : OTHER RECREATION AND,0
146,583,484,593,AMUSEMENT SERVICE. n.e.c.,0
235,620,413,642,Customer Name:,0
241,664,392,679,TAX INVOICE,0
144,708,489,719,"Date: Sat, 23-Nov-2019 5:31 PM",6
109,748,528,757,Bill No: TNCH1022370292 Trxld: 87480,4
225,774,408,788,Cashier: Sasikala,0
57,813,136,831,Product,7
335,807,362,825,Qt.,0
419,805,572,821,Price Amount,0
58,896,237,909,Card: 7DA54B53,8
60,936,223,952,Reload FC1000,0
399,929,568,943,"847.46 1,000.0",0
264,993,577,1005,"Transaction Total Rs 1,000.00",10
250,1034,313,1050,CGST,
379,1031,422,1047,9,
520,1028,574,1043,76.27,
252,1073,313,1088,SGST,
379,1070,427,1085,9,
518,1066,573,1081,76.27,
391,1106,571,1119,Non-Taxable 0.00,
401,1143,569,1157,Total Tax 152.54,
314,1182,568,1192,Grand Total: Rs 1.000.00,
509,1213,567,1229,Cash:,
409,1254,570,1269,"Credit: 1,000.00",
418,1294,573,1310,Tendered: 0.00,
489,1335,573,1357,Change:,
73,1378,380,1395,Ref: XXXX1003:AMERICAN,
66,1409,359,1428,"EXPRESS,831368/1,000.00",
234,1443,407,1463,Have a Nice Day,
148,1485,511,1496,The amount collected is inclusive of,
109,1525,530,1533,value redemption items provided against,
437,1554,489,1573,if any,
136,1560,427,1571,"tickots won by the customer,",
205,1591,435,1600,"Thenk You, Visit Agan",
