xmin,ymin,xmax,ymax,Object,label
157,231,808,275,Fun City - Phoenix MarketCity,1
327,286,640,322,Mall - Chennai,1
235,352,730,376,Citymax Hotels India Pvt. Ltd.,0
164,411,805,435,"Funcity , 3rd Floor, Phaenix Market Mall,",2
429,450,540,476,No:142,2
218,503,743,533,"Velachery Main Road, Velachery",2
342,562,625,587,Chennai - 600042,2
230,624,748,651,GSTN No: 33AACCC7765R1ZO,0
307,683,664,707,Ph No: 044-61153473,0
271,743,697,768,State Name: TAMILNADU,0
330,803,639,828,SAC Code: 999699,0
147,864,822,886,SAC Name : OTHER RECREATION AND,0
229,924,738,945,AMUSEMENT SERVICE. n.e.c.,0
344,983,632,1014,Customer Name :,0
371,1043,600,1069,TAX INVOICE,0
221,1104,748,1127,"Date: Sun, 10-Nov-2019 6:56 PM",6
171,1161,801,1183,Bill No: TNCH1022367186 Trxld: 84348,4
349,1200,622,1235,Cashier: Vignesh,0
94,1256,214,1284,Product,7
510,1250,554,1279,Qt.,0
637,1250,867,1276,Price Amount,0
94,1374,373,1399,Card: BEA8A87B,8
95,1434,308,1459,Load FC1000,0
610,1430,864,1451,"847.46 1,000.0",0
403,1521,880,1544,"Transaction Total Rs 1,000.00",10
381,1582,478,1608,CGST,
579,1580,644,1608,9,
792,1579,877,1606,76.27,
383,1642,480,1668,SGST,
579,1641,647,1669,9,
793,1639,878,1666,76.27,
600,1701,878,1725,Non-Taxable 0.00,
614,1760,878,1786,Total Tax 152.54,
479,1820,878,1845,"Grand Total: Rs 1,000.00",
789,1879,879,1905,Cash:,
628,1941,880,1966,"Credit: 1,000.00",
641,2000,879,2025,Tendered: 0.00,
747,2059,878,2085,Change:,
106,2121,488,2147,Ref: XXXX9971:HDFC,
95,2163,471,2188,"BANK,248261/1,000.00",
353,2213,621,2246,Have a Nice Day,
225,2275,778,2296,The amount collected is inclusive of,
160,2343,813,2355,value redemption items provided against,
200,2398,771,2424,"tickets won by the customer, if any.",
305,2452,668,2478,"Thank You, Visit Again",
