xmin,ymin,xmax,ymax,Object,label
47,155,527,145,Fun City - Phoenix MarketCity,1
174,191,400,196,Mall - Chennai,1
112,247,464,233,Citymax Hotels India Pvt. Ltd.,0
65,294,519,277,"Funcity , 3rd Floor, Phoenix Market Mall,",2
249,312,327,323,No:142,2
111,362,474,356,"Velachery Main Road, Velachery",2
194,399,388,402,Chennai - 600042,2
124,449,473,438,GSTN No: 33AACCC7765R1ZO,0
179,486,422,483,Ph No: 044-61153473,0
158,530,447,524,State Name: TAMILNADU,0
200,568,408,569,SAC Code: 999699,0
82,620,535,600,SAC Name : OTHER RECREATION AND,0
137,655,476,646,AMUSEMENT SERVICE. n.e.c.,0
157,693,463,689,Customer Name : Saravanan,0
237,726,386,735,TAX INVOICE,0
145,772,482,768,"Date: Sat, 16-Nov-2019 6:20 PM",6
114,810,521,804,Bill No: TNCH1022368374 Trxld: 85552,4
226,830,403,837,Cashier: Joshuva,0
70,871,144,884,Oroduct,7
331,856,359,872,Qt.,0
413,854,565,864,Price Amount,0
102,941,232,956,d: 9D370B51,8
66,980,158,996,SP 3000,0
369,967,564,980,"1 2,542.3 3,000.0",0
265,1035,576,1040,"Transaction Total Rs 3,000.00",10
252,1074,313,1088,CGST,
378,1069,421,1085,9,
505,1066,573,1079,228.81,
255,1111,312,1127,SGST,
379,1108,426,1123,9,
507,1104,573,1117,228.81,
392,1147,575,1154,Non-Taxable 0.00,
403,1183,575,1190,Total Tax 457.63,
318,1221,575,1223,"Grand Total: Rs 3,000.00",
516,1241,574,1256,Cash:,
414,1280,576,1294,"Credit: 3,000.00",
424,1315,575,1332,Tendered: 0.00,
491,1351,575,1368,Change:,
87,1415,330,1409,Ref: XXXX3409:HDFC,
83,1440,321,1432,"BANK,090295/3,000.00",
188,1458,468,1454,Have a Nice Day Saravanan,
158,1496,511,1488,The amount collected is inclusive of,
129,1537,531,1525,valua redemption items provided against,
218,1550,428,1552,on hv the nustamer,
437,1540,487,1551,if an,
