xmin,ymin,xmax,ymax,Object,label
171,234,820,282,Fun City - Phoenix MarketCity,1
339,291,650,329,Mall - Chennai,1
247,356,742,383,Citymax Hotels India Pvt. Ltd.,0
174,412,816,443,"Funcity , 3rd Floor, Phoenix Market Mall,",2
439,454,551,481,No:142,2
230,506,756,541,"Velachery Main Road, Velachery",2
353,565,636,593,Chennai - 600042,2
226,625,763,652,CIN : U55101KA2005PTC037255,0
238,685,750,712,GSTN No: 33AACCC7765R1ZO,0
315,743,674,771,Ph No: 044-61153473,0
279,804,707,831,State Name: TAMILNADU,0
338,864,648,892,SAC Code: 999699,0
156,924,831,951,SAC Name : OTHER RECREATION AND,0
236,985,746,1010,AMUSEMENT SERVICE. n.e.c.,0
302,1043,680,1070,Customer Name : shaw,0
379,1103,607,1131,TAX INVOICE,0
239,1162,744,1191,"Date: Fri, 06-Dec-2019 6:22 PM",6
177,1219,808,1246,Bill No: TNCH1022373664 Trxld: 90873,4
360,1261,624,1289,Cashier: Punitha,0
101,1313,220,1340,Product,7
527,1309,569,1344,Qt.,0
643,1313,872,1341,Price Arnount,0
98,1432,379,1460,Card: CEF98COA,8
100,1491,348,1518,Reload FC1000,0
614,1493,869,1516,"847.46 1,000.0",0
407,1581,885,1609,"Transaction Total Rs 1,000.00",10
384,1641,483,1668,CGST,
583,1642,650,1669,9,
796,1642,883,1669,76.27,
387,1701,483,1728,SGST,
583,1702,649,1729,9,
796,1702,882,1729,76.27,
602,1762,882,1789,Non-Taxable 0.00,
617,1821,882,1849,Total Tax 152.54,
482,1881,881,1908,"Grand Total: Rs 1,000.00",
790,1941,880,1968,Cash:,
628,2001,882,2028,"Credit: 1,000.00",
643,2061,882,2089,Tendered: 0.00,
747,2119,880,2147,Change:,
104,2175,487,2203,Ref: XXXX5069:HDFC,
96,2217,471,2245,"BANK,013001/1,000.00",
305,2268,667,2298,Have a Nice Day shaw,
221,2329,778,2357,The amount collected is inclusive of,
160,2398,812,2415,value redemption items provided against,
203,2453,773,2481,"tickets won by the customer, if any.",
309,2508,672,2532,"Thank You, Visit Again",
