xmin,ymin,xmax,ymax,Object,label
91,63,319,78,TAX INVOICE/BILL OF SUPPLY,0
69,89,331,103,BIG BAZAAR FUURE REIAIL LTD,1
86,114,320,129,"PHOENIX MARKET CITY,NO.142",2
70,140,338,154,"VELACHERY, VELACHERY MAIN ROAD",2
132,164,274,181,CHENNAI: - 600042,2
124,191,283,205,Tel No: 8088420084,0
96,217,301,231,HELPLINE: 1800 266 2255,0
13,241,381,256,ST TIN:33AADCB1093N1ZN W.E.F 01.07.2017,0
79,265,328,283,CIN NO:L51909MH12007PLC268269,0
252,302,300,302,------,0
11,311,56,335,M DESC,7
338,318,399,328,NET AMT,0
195,320,307,333,QTY DISC AMT,0
194,345,234,361,CGST,0
266,345,309,358,SGSTX,0
60,344,85,359,UOM,0
326,391,350,407,Rs.,0
11,415,130,437,fect iunch box,8
273,419,308,436,0,0
344,416,399,428,269,0
7,444,12,460,4,0
61,444,85,462,Pcs,0
15,470,84,488,SUBTOTAL,0
344,465,397,480,269,0
346,517,397,532,269,10
345,543,396,558,269,0
17,522,58,537,TOTAL,9
16,548,49,565,HDFC,0
82,620,384,634,Your Mobile Number,0
124,648,297,661,9003202683,0
55,672,384,687,Has Been Registered,0
72,701,330,710,with Big Bazaar,0
20,747,182,760,PIECES PURCHASED: 1,0
65,792,88,812,GST,0
64,819,175,833,CGST 227.96,0
64,844,174,858,SGST 227.96,0
232,792,296,808,TAX AMT,0
228,817,269,834,20.52,0
227,842,268,859,20.52,0
124,794,192,809,BASE AMT,0
38,974,365,981,Tax Invoice Number - 2541024000140880,0
343,1039,420,1053,Auth Sign,0
221,1089,324,1104,Dhilip Kumar,0
144,1118,351,1129,MEMO NO.0140880 Tr:98686,4
160,1142,299,1155,31-12-2019 21:28,6
47,1174,361,1179,Net Amount is inclusive of all taxes,
40,1198,370,1204,Total Savings add to discount over MRP,
92,1221,316,1232,and additional Promotions.,
82,1095,159,1108,CH:527264,
32,1124,116,1134,TILL NO.24,
65,1146,122,1160,St:2541,
75,1272,318,1287,BBPC DE C OFFER,
116,1300,300,1310,THIS WINTER,
60,1321,350,1337,ENROL/RENEW GET,
24,1344,373,1363,BENEFIT UP1O RS 1500,
155,1367,392,1388,-- 31 DEC 2019,
114,1393,302,1415,T C Apply,
23,1372,139,1384,OFFER 1,
20,1440,409,1465,Hownload Future Pay App,
20,1464,412,1488,set Cashback Rewards on,
54,1491,372,1511,your shopping Get,
25,1517,411,1536,clusive Offers Deals,
44,1539,407,1561,"o Insta11, Give A Call",
43,1575,376,1584,at 8010 35 0000 Now,
