xmin,ymin,xmax,ymax,Object,label
251,182,709,209,TAX INVOICE/BILL OF SUPPLY,0
216,226,729,254,BIG BAZAAR FUTURE RETAIL LID,1
252,270,710,299,"PHOENIX MARKET CITY,NO.142",2
217,316,745,339,"VELACHERY, VELACHERY MAIN RDAD",2
341,358,622,388,CHENNAI:- 600042,2
326,405,639,434,Tel No: 8088420084,0
272,450,677,480,HELPLINE: 1800 266 2255,0
112,499,836,520,"GST TIN:33AADCB1093N1ZN W.E.F 01,07.2017",0
239,540,730,569,CIN NO:L51909MH2007PLC268269,0
452,626,856,653,QTY DISC AMT NET AMT,0
452,670,680,701,CGSTX SGSTX,0
29,633,183,664,ITEM DESC,7
26,677,78,711,HSN,0
186,677,238,708,UOM,0
753,755,800,790,Rs.,0
755,801,859,835,699,0
15,809,310,844,"CHP, TSRT,XL, NAVY",8
30,858,98,891,6109,0
493,806,502,841,1,0
490,851,540,884,2.5,0
494,896,502,931,1,0
491,936,542,973,2.5,0
495,986,502,1020,1,0
491,1032,543,1064,2.5,0
613,804,682,837,0,0
613,849,665,882,2.5,0
614,895,683,928,0,0
615,939,666,973,2.5,0
615,983,683,1016,0,0
615,1031,668,1062,2.5,0
616,1075,686,1106,0,0
618,1119,668,1150,2.5,0
188,857,240,890,Pcs,0
30,902,311,938,"CHP, TSRT,XL,WINE",8
191,945,241,980,Pcs,0
756,891,860,923,699,0
31,948,100,981,6109,0
31,991,347,1022,CH-PR-BX-XL-02-349,8
757,981,861,1012,349,0
191,1037,242,1068,Pcs,0
32,1039,100,1072,6203,0
32,1082,295,1112,"BA-BO-DSG-22,XL",8
192,1125,244,1157,Pcs,0
758,1069,862,1105,498,0
492,1120,544,1152,2.5,0
32,1128,102,1158,6207,0
105,1171,243,1201,SUBTOTAL,0
777,1161,898,1194,2245,0
106,1259,192,1293,TOTAL,9
106,1305,174,1337,HDFC,0
778,1249,898,1283,2245,10
778,1295,899,1328,"2245,00",0
213,1421,844,1447,Your mobile number,0
320,1464,659,1493,9944998481,0
180,1509,847,1536,has been registered,0
214,1561,740,1579,with Big Bazaar,0
109,1644,445,1671,PIECES PURCHASED: 5,0
198,1731,250,1765,GST,0
201,1777,444,1809,CGST 2138.10,0
201,1823,446,1853,SGST 2138.10,0
554,1725,683,1767,TAX AMT,0
554,1771,639,1805,53.45,0
553,1817,640,1851,53.45,0
323,1730,461,1762,BASE AMT,0
171,2001,836,2028,Tax Invoice Number - 2541029000376204,0
795,2124,955,2170,Auth Sign,0
293,2222,446,2255,CH:371501,0
575,2217,714,2253,Kumari K,0
155,2269,805,2298,TILL NO.29 MEMO NO.0376204 Tr:29750,4
222,2315,341,2345,St:2541,0
189,2359,415,2391,Net Amount is,0
171,2406,841,2430,Total Savings add to discount over MRP,0
277,2456,730,2479,and additional Promotions.,0
418,2311,697,2343,30-11-2019 19:54,6
372,2419,823,2393,S o all taxes,
260,2538,749,2567,BBPC NOV OFFER,
296,2582,679,2611,THIS WINTER,
193,2627,786,2654,ENROL/RENEW GET,
154,2671,857,2698,BENEFIT UPTO RS 1500,
121,2717,857,2746,OFFER 1 - 30 NOV 2019,
269,2755,681,2797,T C Apply,
157,2849,858,2888,Avail 10X Future Pay,
121,2899,858,2926,Cashback Upto Rs.150,
129,2941,859,2970,on shopping of Rs 750,
192,2979,788,3015,Till 8th Dec. TnC,
87,3030,896,3060,To register give Missed,
210,3071,824,3104,Call to 8010350000,
