xmin,ymin,xmax,ymax,Object,label
264,172,719,204,TAX INVOICE/BILL OF SUPPLY,0
226,216,739,250,BIG BAZAAR FTURE RETAIL LTD,1
263,259,720,301,"PHOENIX MARKET CITY, NO.142",2
229,304,757,337,"VELACHERY, VELACHERY MAIN ROAD",2
353,342,634,382,CHNNAI:- 600042,2
335,392,652,427,Tel No: 8088420084,0
281,438,686,472,HELPLINE: 1800 266 2255,0
123,485,846,517,GST TIN:33AADCB1093N1ZN W.E.F 01.07.2017,0
246,523,740,561,CIN NO:L51909MH2007PLC268269,0
460,616,687,650,QTY DISC AMT,0
460,661,687,694,CGSTX SGSTX,0
36,617,193,651,ITEM DESC,7
745,616,864,650,NET AMT,0
34,661,85,698,HSN,0
194,662,245,695,UOM,0
760,750,807,785,Rs.,0
34,797,369,835,"VIP-VEST-RNS-P02,95",8
34,843,103,875,6109,0
602,795,865,829,56.51- 252.49,0
496,841,545,873,2.5,0
498,796,505,830,1,0
194,842,245,874,Pcs,0
34,885,316,919,CH-SOCKS-QTR-PO3,8
35,931,245,964,6115 Pcs,0
35,979,352,1014,"BF CVS349,36,0SG02",8
35,1019,103,1055,4203,0
619,840,669,875,2.5,0
603,885,865,918,54.68- 244.32,0
495,927,546,964,"2,5",0
621,929,671,963,2.5,0
585,975,704,998,234.93-,0
765,977,866,1009,114.07,0
194,1018,245,1054,Pcs,0
25,1064,176,1105,"CH,L, WHT",8
193,1108,244,1142,Pcs,0
587,1065,706,1087,109.34-,0
495,1065,510,1098,2,0
495,1107,547,1143,2.5,0
763,1065,866,1097,488.66,0
35,1109,103,1145,6107,0
35,1153,369,1190,"VIP-VEST-RNS-PO2,95",8
35,1198,244,1231,6109 Pcs,0
106,1243,244,1276,SUBTOTAL,0
620,1109,670,1144,2.5,0
603,1153,706,1174,53.94-,0
496,1197,547,1231,2.5,0
761,1153,867,1186,241.06,0
620,1197,671,1232,2.5,0
783,1241,900,1274,1340.6,0
106,1333,191,1366,TOTAL,9
106,1378,174,1414,CASH,0
106,1424,457,1457,ROUNDING ADJUSTMENTS,0
782,1330,901,1364,1340.6,10
779,1376,900,1411,2000,0
832,1422,902,1456,0.4,0
177,1494,352,1528,CHANGE DUE,0
799,1492,902,1527,659,0
213,1630,844,1665,Your mobile number,0
319,1674,668,1710,9940021656,0
177,1718,846,1755,has been registered,0
213,1772,739,1800,with Big Bazaar,0
107,1855,724,1889,PIECES PURCHASED: 6 DISC ITEMS: 2,0
180,1898,881,1931,TOTAL SAVING: 509.40,0
108,1943,601,1978,TOTAL COUPON SAVINGS: 300.00,0
108,1991,317,2024,4.49218E+11,0
478,1985,603,2022,: 300.00,0
194,2078,247,2112,GST,0
196,2122,441,2157,CGST 1264.78,0
196,2167,264,2200,SGST,0
319,2079,671,2112,BASE AMT - TAX AMT,0
551,2121,637,2157,37.9,0
551,2167,636,2202,37.9,0
323,2166,442,2200,1264.78,0
161,2345,830,2379,Tax Invoice Number - 2541031000001516,0
527,2360,529,2365,3D,0
798,2482,945,2522,Auth Sig,0
568,2566,702,2603,Vetrivel,0
144,2613,795,2648,TILL NO.31 MEMO NO.0001516 Tr:94072,4
408,2658,690,2692,30-11-2019 22:10,6
181,2702,814,2736,Net Amount is inclusive of all taxes,
161,2749,830,2782,Total Savings add to discount over MRP,
267,2792,720,2828,and additional Promotions.,
284,2568,441,2602,CH:482460,
212,2658,331,2691,St:2541,
249,2882,738,2918,BBPC NOV OFFER,
285,2926,668,2963,THIS WINTER,
181,2972,775,3008,ENROL/RENEW GET,
142,3018,845,3049,BENEFIT UPTO RS 1500,
108,3061,845,3095,OFFER 1 - 30 NOV 2019,
257,3098,667,3146,T C Apply,
498,3194,838,3240,Future Pay,
142,3197,419,3231,Avail 10,
128,3235,845,3285,Cashback Upto Rs.150,
115,3281,846,3317,on shopping of Rs 750,
179,3330,776,3364,Till 8th Dec. TnC,
70,3371,882,3409,To register give Missed,
189,3416,810,3453,Call to 8010350000,
