xmin,ymin,xmax,ymax,Object,label
317,148,545,170,ANNA VILAAS,1
234,195,626,216,VELACHERY - CHENNAI,2
310,243,555,265,PHOENIX MALL,2
213,290,654,311,GSTIN: 33ADTFS5376H1ZH,0
239,340,632,375,COUNTER SALE,0
235,412,638,458,TOKEN NO:4,0
2,498,354,529,Bill No :AC57142,4
4,551,303,586,Date 25/Sep/2019,6
6,601,199,619,Salesman: -,0
412,552,628,576,Time :11:14:04,6
9,698,77,728,Item,7
463,693,531,718,Rate,0
588,691,637,724,Qty,0
747,691,805,717,Amt,0
3,781,268,812,Mineral Water,8
21,839,532,869,Paneer Oothappam 143.00,8
430,781,531,809,38,0
618,780,629,809,1,0
700,780,801,809,38,0
619,836,803,864,1 143.00,0
7,945,470,978,No of item : 2 No Qty :2,0
4,1003,152,1043,K-0004,0
330,1060,477,1089,Subtotal,0
721,1059,847,1087,181,0
332,1116,443,1142,CGST,0
770,1112,847,1142,4.53,0
332,1170,441,1201,SGST,0
770,1167,848,1198,4.53,0
334,1226,517,1255,Round Off,0
758,1241,848,1252,-0.05,0
331,1339,567,1367,Total Amount,9
724,1335,851,1365,190,10
238,1450,618,1470,THANK YOU VISIT AGAIN,
13,1481,212,1506,Username : bill,
14,1518,503,1539,System Name : DESKTOP-801TB9U,
11,1565,868,1612,Amount To Pay : Rs 190.00,
