xmin,ymin,xmax,ymax,Object,label
321,129,537,155,ANNA VILAAS,1
241,171,614,196,VELACHERY - CHENNAI,2
311,216,544,239,PHOENIX MALL,2
215,258,639,285,GSTIN : 33ADTFS537611ZH,0
237,305,616,338,COUNTER SALE,0
213,374,636,418,TOKEN NO:40,0
17,456,345,487,Bill No :ACI76033,4
15,510,293,534,Date . 22/Nov/2019,6
15,555,189,571,Salesman : -,0
400,513,610,533,Time :15:14:28,6
16,646,70,669,Item,7
447,645,511,669,Rate,0
567,644,614,674,Qty,0
718,642,775,666,Amt,0
17,730,255,758,Mineral Water,8
412,730,508,757,38,0
669,727,766,754,38,0
18,784,306,811,Mushroom Dosai,8
390,781,507,809,143,0
647,780,762,805,143,0
18,836,507,860,Onion Oothappam 130.00,8
13,941,448,966,No of Item : 3 No Qty :3,0
15,995,130,1023,K-0041,0
311,1045,454,1072,Subtotal,0
690,1039,808,1066,311,0
311,1098,419,1123,CGST,0
733,1090,807,1116,7.78,0
310,1150,416,1175,SGST,0
731,1141,805,1168,7.78,0
312,1200,488,1224,Round Off,0
728,1193,801,1218,0.45,0
309,1301,533,1324,Total Amount,9
681,1294,800,1318,327,10
214,1401,582,1421,THANK YOU VISIT AGAIN,
2,1431,185,1452,Username bill,
141,1451,137,1437,:,
2,1463,472,1491,System Name : DESKTOP-8D1TB9U,
2,1512,850,1566,Amount To Pay : Rs 327.00,
