xmin,ymin,xmax,ymax,Object,label
365,150,590,184,ANNA VILAAS,1
280,193,671,231,VELACHERY - CHENNAI,2
354,243,597,276,PHOENIX MALL,2
253,286,695,327,GSTIN : 33ADTFS5376H1ZH,0
330,334,670,386,COUNTER SALE,0
270,408,671,469,TOKEN NO:4,0
45,488,384,530,Bill No :ACI57142,4
42,542,328,583,Date : 25/Sep/2019,6
40,588,223,611,Salesman : -,0
441,555,656,588,Time :11:14:04,6
28,677,97,711,Item,7
487,696,553,725,Rate,0
773,709,830,736,Amt,0
20,766,288,805,Mineral Water,8
39,815,548,879,Paneer Oothappam 143.00,8
722,793,824,827,38,0
638,844,821,883,1.143.00,0
19,928,482,977,No of Item : 2 No Qty :2,0
336,1053,484,1087,Subtotal,0
731,1069,849,1109,181,0
335,1109,448,1141,CGST,0
777,1126,847,1163,4.53,0
334,1164,444,1196,SGST,0
774,1180,845,1219,4.53,0
333,1218,518,1255,Round Off,0
758,1254,840,1272,-0.05,0
327,1329,562,1368,Total Amount,9
720,1346,836,1385,190,10
229,1437,608,1470,THANK YOU VISIT AGAIN,
4,1462,199,1491,Username : bill,
4,1496,495,1538,System Name : DESKTOP-8D1TB9U,
9,1547,849,1635,Amount To Pay : Rs 190.00,
