xmin,ymin,xmax,ymax,Object,label
325,148,551,173,ANNA VILAAS,1
242,196,633,218,VELACHERY - CHENNAI,2
317,243,560,267,PHOENIX MALL,2
218,290,637,319,GSTIN : 33ADTFS5376H1Z,0
244,342,635,377,COUNTER SALE,0
221,413,659,458,TOKEN NO:27,0
20,503,359,531,Bill No :AC176179,4
21,557,308,580,Date : 23/lov/2019,6
419,555,615,585,Time :11:55:0,6
20,604,196,621,Salesman:-,0
22,698,81,723,Item,7
468,695,536,720,Rate,0
592,695,642,728,Qty,0
751,693,809,718,Amt,0
626,778,807,811,1 143.00,0
409,838,808,869,238.00 1 238.00,0
23,787,536,813,Degree Curd R.ce W.1-3.00,8
22,840,283,868,Lunch Combo,8
23,953,475,980,No of Item : 2 No Qty :2,0
24,1008,154,1038,K-0026,0
334,1062,481,1090,Subtotal,0
725,1060,850,1089,381,0
364,1118,446,1144,GST,0
772,1115,850,1144,9.53,0
335,1173,445,1201,SGST,0
772,1172,851,1202,9.53,0
337,1228,519,1257,Round Off,0
760,1245,851,1257,-0.05,0
335,1341,569,1369,Total Amount,9
726,1340,852,1368,400,10
240,1451,619,1471,THANK YOU VISIT AGAIN,
27,1485,216,1507,Username : bill,
29,1520,505,1538,System Name : DESKTOP-8DITB9U,
30,1571,869,1615,Amount To Pay : Rs 400.00,
