xmin,ymin,xmax,ymax,Object,label
343,148,572,176,ANNA VILAAS,1
260,192,653,223,VELACHERY - CHENNAI,2
334,241,579,269,PHOENIX MALL,2
247,281,676,319,GSTIN : 33ADTFS5376H1ZH,0
257,336,650,380,COUNTER SALE,0
251,409,654,463,TOKEN NO:4,0
14,487,371,527,Bill No :ACI57142,4
14,539,314,582,Date 25/Sep/2019,6
13,586,207,611,Salesman : -,0
426,551,642,581,Time :11:14:04,6
24,684,83,711,Item,7
473,692,541,719,Rate,0
600,695,645,729,Qty,0
760,699,816,725,Amt,0
10,767,274,804,Mineral Water,8
435,779,539,811,38,0
709,784,811,815,38,0
27,822,811,869,Paneer Oothappam 143.00 1 143.00,8
7,931,473,974,No of Item : 2 No Qty :2,0
6,987,149,1029,K-0004,0
329,1052,469,1083,Subtota,0
725,1061,848,1095,181,0
328,1108,439,1140,CGST,0
770,1118,847,1150,4.53,0
326,1164,439,1194,SGST,0
768,1172,846,1203,4.53,0
327,1218,514,1250,Round Off,0
753,1244,844,1258,-0.05,0
323,1327,560,1363,Total Amount,9
720,1337,843,1371,190,10
225,1437,607,1465,THANK YOU VISIT AGAIN,
1,1462,198,1490,Username : bill,
16,1498,491,1530,System Name: DESKTOP-8D1TB9U,
0,1551,853,1615,Amount To Pay : Rs 190.00,
