xmin,ymin,xmax,ymax,Object,label
316,146,545,169,ANNA VILAAS,1
235,193,626,216,VELACHERY - CHENNAI,2
310,239,554,263,PHOENIX MALL,2
211,286,652,309,GSTIN : 33ADTFS5376H1ZH,0
238,337,630,375,COUNTER SALE,0
233,410,636,458,TOKEN NO:4,0
1,495,343,527,Bill No :AC157311,4
14,547,298,585,Date 26/Sep/2019,6
3,596,193,616,Salesman : -,0
408,552,624,576,Time :11:31:13,6
2,690,71,724,Item,7
460,692,527,716,Rate,0
583,691,633,723,Qty,0
743,691,800,715,Amt,0
2,774,369,808,Ghee Sambar Vada,8
424,778,525,808,67,0
695,778,798,806,67,0
4,885,458,920,No of Item : 1 No Qty :1,0
18,941,141,980,K-0003,0
323,998,469,1033,Subtotal,0
737,1000,839,1029,67,0
321,1056,435,1087,CGST,0
763,1056,839,1084,1.68,0
324,1112,433,1141,SGST,0
764,1111,839,1142,1.68,0
324,1168,509,1197,Round Off,0
748,1184,839,1197,-0.35,0
322,1279,558,1309,Total Amount,9
738,1279,841,1309,70,10
228,1390,607,1411,THANK YOU VISIT AGAIN,
5,1420,202,1446,Username bill,
5,1457,492,1478,System Name : DESKTOP-8D1TB9U,
33,1509,840,1555,Amount To Pay : Rs 70.00,
