xmin,ymin,xmax,ymax,Object,label
289,139,496,158,ANNA VILAAS,1
213,188,573,198,VELACHERY - CHENNAI,2
284,230,507,248,PHOENIX MALL,2
193,280,597,290,GSTIN : 33ADTFS5376H1ZH,0
218,328,578,352,COUNTER SALE,0
181,400,617,427,TOKEN NO:300,0
12,490,325,506,Bill No :ACI76453,4
13,542,280,556,Date : 23/Nov/2019,6
13,585,181,596,Salesrnan : -,0
380,529,580,544,Time :19:02:42,6
16,666,70,689,Item,7
431,658,492,678,Rate,0
545,653,589,682,Qty,0
689,649,741,669,Amt,0
15,748,268,775,Ghee Podi Idly,8
382,741,497,762,100,0
633,730,746,752,100,0
20,800,73,835,Idly,8
408,789,500,813,57,0
581,784,591,810,1,0
657,780,752,803,57,0
17,850,74,875,Tea,8
407,840,502,863,48,0
660,831,754,857,48,0
22,954,440,971,No of Item : 3 No Qty :3,0
23,1008,144,1032,K-0300,0
310,1053,445,1076,Subtotal,0
667,1042,781,1065,205,0
311,1106,412,1130,CGST,0
710,1092,779,1117,5.13,0
311,1159,411,1183,SGST,0
710,1145,779,1170,5.13,0
311,1213,481,1234,Round Off,0
697,1216,781,1223,-0.25,0
310,1318,525,1339,Total Amount,9
669,1306,783,1329,215,10
223,1428,570,1434,THANK YOU VISIT AGAIN,
27,1467,200,1482,Username : bill,
26,1499,467,1503,System Name : DESKTOP-8D1TB9U,
28,1550,800,1569,Amount To Pay : Rs 215.00,
