xmin,ymin,xmax,ymax,Object,label
51,338,881,425,TOYSAUS BABIESUS,0
126,518,799,540,Tablez Toyz Pvt. Ltd.,1
128,572,804,585,"G-A2, Ground Floor, PMC Chennai Old",2
108,610,825,630,"Door.No. 66 ,New Door No.142,Velachery",2
408,644,518,665,Ph No.,0
547,679,658,702,Email:,0
305,761,630,788,TAX INVOICE,0
48,874,621,889,Invoice No : RTNO1C1920009536,4
45,948,122,970,Name,0
45,986,163,1007,Mobile,0
298,981,503,1007,: 9940178148,0
46,1023,217,1042,Address :,0
289,1056,506,1078,: E. PAPPITHA,0
310,1094,503,1115,31-10-2019,6
49,1061,145,1081,Staff,0
47,1098,125,1119,Date,5
567,1093,803,1112,Time : 15:46,6
274,1102,278,1117,:,0
50,1141,369,1166,Sr Barcode/Name,0
556,1136,629,1166,Qty,0
705,1135,822,1155,Amount,0
129,1180,364,1199,8.87962E+11,0
407,1177,462,1199,Hot,0
608,1175,622,1197,1,0
688,1176,822,1196,1399,0
124,1220,463,1238,Wheels Mega Haule,8
128,1255,584,1273,HSN/SAC : 95030090 12.00,0
131,1331,486,1355,8901383991638 Gig,0
710,1325,831,1355,399,0
129,1376,466,1389,gles Magnetio S1,8
129,1405,564,1424,HSN/SAC : 96100000 0.00,0
129,1481,487,1505,5702016369564 Leg,0
172,1517,467,1539,o Sky Police Dron,8
130,1555,585,1575,HSN/SAC : 95030090 12.00,0
689,1478,824,1498,1999,0
130,1631,487,1657,5702016369526 Leg,0
169,1667,427,1688,o Garbage Truck,8
130,1705,586,1726,HSN/SAC : 95030090 12.00,0
690,1628,824,1648,1999,0
132,1781,487,1807,5702016395389 Leg,0
161,1816,466,1838,o Helicopter Adve,8
131,1854,586,1875,HSN/SAC : 95030090 12.00,0
127,1894,466,1913,Wow Was 999 Now 6,0
711,1777,825,1799,999,0
672,1901,805,1911,-300,0
132,1930,168,1952,99,0
133,1969,468,1992,92389166569 Wild,0
713,1966,826,1989,899,0
130,2008,468,2027,Republio-Nature T,8
131,2044,586,2064,HSN/SAC : 95030030 12.00,0
410,2119,466,2141,Hot,0
127,2157,467,2184,Wheels Hw Skybust,8
132,2193,587,2214,HSN/SAC : 95030090 12.00,0
133,2120,367,2141,7.46775E+11,0
711,2118,825,2140,199,0
47,2268,74,2298,8,0
132,2270,489,2291,5702016757620 Bri,0
753,2268,826,2290,0.01,0
131,2315,471,2329,oktober Winter GW,8
131,2344,586,2365,HSN/SAC : 95030090 12.00,0
193,2461,382,2482,Total Qty:,0
192,2499,409,2524,Total Diso:,0
192,2537,407,2556,CGST 6.00,0
194,2573,408,2593,SGST 6.00,0
693,2497,807,2518,300,0
692,2535,807,2556,380.04,0
692,2571,806,2594,380.04,0
193,2611,323,2632,Total :,9
673,2610,807,2632,7493.01,10
51,2654,130,2677,Amex,
673,2650,807,2673,7493.01,
92,2729,646,2748,Price Inolusive of all taxes,
52,2805,508,2823,GSTIN : 33AAFCT8925M1 ZU,
53,2843,589,2863,CIN : U52398KL2016PTC046078,
54,2882,410,2900,Conneot with us on,
53,2920,330,2945,www.toysrus.in,
310,2992,642,3019,RTN01C1920009536,
