xmin,ymin,xmax,ymax,Object,label
58,143,882,233,TOYSAUS BABIESAUS,0
129,323,802,347,Tablez Toyz Pvt. Ltd.,1
132,376,808,395,"G-A2, Ground Floor, PMC Chennai Old",2
112,415,827,437,"Door.No. 66,New Door No.142,Velachery",2
413,451,522,472,Ph No.,0
551,485,661,509,Email:,0
308,566,631,597,TAX INVOICE,0
51,679,623,697,Invoice No : RTNO1C1920011013,4
48,755,125,776,Name,0
48,793,166,816,Mobile,0
299,788,500,815,: 9894172485,0
48,830,219,849,Address :,0
298,864,528,891,: SANTHAKUMAR,0
311,902,504,923,30-11-2019,6
51,869,147,889,Staff,0
48,905,126,926,Date,5
275,909,280,924,:,0
568,901,645,923,Time,5
699,899,804,924,: 19:51,6
51,949,374,974,Sr Barcode/Name,0
130,987,486,1012,5702016369946 Leg,8
169,1023,466,1046,o Satellite Servi,8
131,1061,585,1081,HSN/SAC : 95030090 12.00,0
558,944,629,975,Qty,0
705,944,822,964,Amount,0
710,984,824,1006,999,0
190,1181,378,1208,Total Qty:,0
191,1219,405,1237,CGST 6.00,0
193,1257,406,1275,SGST 6.00,0
192,1293,321,1313,Total :,9
708,1215,804,1235,53.52,0
710,1253,805,1273,53.52,0
691,1289,805,1310,999,10
51,1337,128,1358,CASH,
671,1333,805,1353,1000,
50,1375,227,1394,GIFT CARD,
689,1369,804,1391,250,
50,1412,346,1433,CHANGE RETURNED,
671,1419,804,1430,-251,
91,1488,644,1506,Price Inolusive of all taxes,
51,1563,506,1581,GSTIN : 33AAFCT8925M1 ZU,
51,1601,585,1620,CIN : U52398KL2016PTC046078,
52,1640,408,1658,Conneot with us on,
50,1678,327,1702,www.toysrus.in,
309,1750,641,1773,RTN01C1920011013,
