xmin,ymin,xmax,ymax,Object,label
54,140,880,234,ToysuS BABIESUS,0
125,318,798,348,Tablez Toyz Pvt. Ltd.,1
128,374,804,395,"G-A2, Ground Floor,PMC Chennai Old",2
112,406,824,437,"Door.No.66 ,New Door No.142,Velachery",2
408,449,518,471,Ph No.,0
546,487,657,508,Email:,0
304,565,627,596,TAX INVOICE,0
46,676,619,696,Invoice No : RTNO1B1920016863,4
43,751,121,774,Name,0
270,756,274,771,:,0
43,789,161,811,Mobile,0
291,785,498,815,: 9092032221,0
43,826,215,847,Address :,0
293,862,503,886,: E. PAPPITHA,0
284,899,499,922,: 30-11-2019,6
46,865,142,887,Staff,0
42,901,121,923,Date,5
563,901,640,922,Time,5
691,900,799,924,: 17:58,6
46,944,360,970,Sr Barcode/Name,0
126,984,481,1007,084495825867 Disn,8
571,939,618,973,Qty,0
700,944,818,964,Amount,0
704,984,818,1005,199,0
122,1025,301,1046,ey Frozen,8
125,1060,580,1081,HSN/SAC : 95030090 12.00,0
343,1024,461,1050,Bly-Ti,8
185,1177,374,1203,Total Qty:,0
185,1214,400,1234,CGST 6.00,0
186,1252,401,1273,SGST 6.00,0
704,1213,798,1235,10.66,0
705,1251,799,1273,10.66,0
185,1289,315,1309,Total :,9
685,1288,799,1311,199,10
43,1332,163,1353,Master,
684,1330,799,1353,199,
84,1408,638,1429,Price Inolusive of all taxes,
44,1483,501,1504,GSTIN : 33AAFCT8925M1 ZU,
45,1519,579,1542,CIN : U52398KL2016PTC046078,
45,1559,402,1583,Connect with us on,
43,1597,322,1624,www.toysrus.in,
302,1672,633,1698,RTN01B1920016863,
