xmin,ymin,xmax,ymax,Object,label
48,143,876,233,ToysuS BABIESUS,0
121,321,794,347,Tablez Toyz Pvt. Ltd.,1
126,375,801,394,"G-A2, Ground Floor, PMC Chennai Old",2
108,409,821,437,"Door.No.66 ,New Door No.142,Velachery",2
406,451,516,470,Ph No.,0
545,485,654,510,Email:,0
302,566,625,596,TAX INVOICE,0
45,678,618,697,Invoice No : RTNO1B1920016856,4
42,753,120,776,Name,0
269,758,274,773,:,0
43,790,160,815,Mobile,0
291,786,503,813,: 9092032221,0
42,828,213,850,Address :,0
285,864,503,886,: E. PAPPITHA,0
288,899,499,926,: 30-11-2019,6
46,867,141,888,Staff,0
42,903,121,925,Date,5
562,901,640,923,Time,5
668,908,673,922,:,0
704,902,798,922,17:31,6
47,946,359,972,Sr Barcode/Name,0
126,985,361,1008,8.03517E+11,0
554,944,621,972,Qty,0
701,944,818,964,Amount,0
403,985,460,1009,You,8
684,984,818,1005,1699,0
162,1026,461,1047,Me Rooking Crad,8
125,1062,619,1081,HSN/SAC : 9503000000 12.00,0
126,1137,481,1157,084495825867 Disn,8
705,1136,818,1156,199,0
128,1176,302,1198,ey Frozen,8
126,1210,580,1232,HSN/SAC : 95030090 12.00,0
344,1175,462,1197,Bly-Ti,0
128,1286,362,1308,8.03517E+11,0
163,1325,461,1353,Me Doll Feeding,8
126,1362,620,1383,HSN/SAC 9503000000 12.00,0
404,1287,462,1309,You,8
705,1284,819,1306,599,0
129,1438,382,1460,8.90765E+12,0
446,1444,483,1459,ai,8
706,1437,820,1458,245,0
158,1475,464,1498,I Clip HC-3649-1X,8
127,1513,582,1534,HSN/SAC : 6151100 12.00,0
188,1633,376,1651,Total Qty:,0
188,1670,404,1689,CGST 6.00,0
191,1707,404,1726,SGST 6.00,0
787,1629,801,1651,4,0
686,1668,802,1689,146.89,0
688,1705,802,1725,146.89,0
189,1746,285,1765,Total,9
667,1743,802,1764,2742,10
47,1786,166,1809,Master,
667,1783,802,1805,2742,
88,1863,641,1883,Price Inolusive of all taxes,
49,1937,179,1958,GSTIN :,
212,1935,505,1956,38925M1 Zu,
49,1975,583,1996,CIN : U52398KL2016PTC046078,
49,2014,406,2036,Conneat with us on,
48,2052,325,2077,www.toysrus.in,
307,2124,637,2150,RTN01B1920016856,
