xmin,ymin,xmax,ymax,Object,label
379,266,1194,297,Amazeus Foods India LLP,0
388,324,1192,355,Smoke-The Sizzler house,1
314,380,1227,414,"FC-01.1St Floor,Food Court",2
422,442,1159,475,Phonix Palladium Mall,2
452,498,1124,533,Velachery Main Road,2
347,558,1229,598,Velachery-Chennail-600042,2
25,674,271,711,Bill No,3
343,674,559,710,Waiter,0
671,674,1015,708,TNo Date,5
1273,670,1409,708,Time,0
27,790,199,828,A1037,4
352,800,555,828,dashie,0
672,789,1337,824,FF 19/11/2019 17:09,6
33,906,172,944,Item,7
707,904,876,941,Price,0
1027,905,1441,945,Qty Total Rs,0
29,1022,164,1061,RICE,8
789,1018,876,1058,0.01,0
674,1078,877,1116,314.29,0
991,1019,1159,1057,2,0
993,1077,1162,1117,1,0
1359,1019,1446,1058,0.02,0
1243,1078,1447,1116,314.29,0
33,1080,592,1126,CHICKEN BARBEQUE,8
38,1194,526,1244,Total Quantity,0
40,1250,422,1287,Grand Total,0
255,1305,354,1342,2.5,0
51,1362,322,1395,CGST 2.5,0
53,1412,394,1445,Net Amount,9
996,1193,1161,1231,3,0
1242,1248,1444,1286,314.31,0
1313,1304,1442,1341,7.86,0
49,1306,180,1341,SGST,0
1311,1361,1440,1396,7.86,0
1239,1412,1436,1446,330,10
1236,1463,1433,1495,330,0
63,1464,401,1495,CreditCard,0
376,1510,1123,1548,"Thank You, Visit Again",0
506,1553,1001,1592,For GST Applied,0
