xmin,ymin,xmax,ymax,Object,label
433,257,1211,275,Amazeus Foods India LLP,0
440,311,1208,329,Smoke-The Sizzler house,1
369,364,1242,381,"FC-01.1St Floor,Food Court",2
472,419,1177,440,Phonix Palladium Mall,2
502,471,1143,492,Velachery Main Road,2
399,528,1248,552,Velachery-Chennail-600042,2
105,638,332,670,Bill No,3
399,636,602,669,Waiter,0
710,632,801,665,TNo,0
909,628,1040,660,Date,5
1289,617,1420,650,Time,0
102,742,230,778,A247,4
407,754,600,777,oashie,0
709,739,1352,759,FF 29/10/2019 20:30,6
99,844,233,878,Item,7
742,843,903,872,Price,0
1050,838,1459,859,Qty Total Rs,0
87,944,634,988,PASTA ARRABBIATA,8
80,999,461,1044,ADD CHICKEN,8
1019,937,1186,969,1,0
1020,989,1476,1017,1.000 56.19,0
1263,933,1471,963,284.76,0
703,945,904,977,284.76,0
738,997,905,1031,56.19,0
76,1107,556,1157,Total Quantity,0
71,1161,449,1201,Grand Total,0
1019,1097,1191,1132,2,0
1277,1151,1486,1186,340.95,0
1352,1207,1489,1242,8.52,0
1355,1266,1488,1302,8.52,0
1283,1327,1487,1360,358,10
1285,1386,1484,1417,358,0
69,1218,204,1258,SGST,0
288,1217,396,1266,"2,5",0
62,1277,339,1318,CGST 2.5,0
55,1330,405,1376,Net Amount,9
54,1391,189,1432,Cash,0
375,1454,1164,1500,"Thank You, Visit Again",0
478,1513,1015,1562,For GST Applied,0
