xmin,ymin,xmax,ymax,Object,label
336,223,1061,254,Amazeus Foods India LLP,0
342,273,1059,303,Smoke-The Sizzler house,1
277,321,1090,352,"FC-01.1St Floor, Food Court",2
371,373,1028,408,Phonix Palladium Mall,2
396,422,993,455,Velachery Main Road,2
302,472,1090,514,Velachery-Chennail--600042,2
16,566,235,603,Bi.ll No,3
298,570,489,607,Waiter,0
774,575,895,605,Date,5
1128,572,1248,608,Time,0
674,608,586,574,ONI,0
15,664,170,700,A2145,4
304,680,485,704,cashie,0
588,673,1183,704,FF 14/12/2019 21:16,6
18,766,143,801,Item,7
618,770,768,803,Price,0
901,774,1277,804,Qty Total Rs,0
586,868,766,902,314.29,0
688,920,765,955,0.01,0
585,971,764,1005,189.52,0
586,1021,765,1056,114.28,0
584,1069,764,1106,128.57,0
14,866,517,902,CHICKEN SHASHLIK,8
12,919,197,951,NOODLE,8
14,966,514,1002,VEG CHEESE GRILL,8
1021,905,907,872,0,0
1094,871,1277,905,314.29,0
1021,957,871,924,c00I,0
1199,921,1276,956,0.01,0
1019,1006,909,971,0,0
1095,976,1274,1007,189.52,0
15,1019,518,1054,FLAVOURED LEMONA,8
15,1068,417,1102,POTTED PARROT,8
871,1024,1275,1059,1.000 114.28,0
1093,1078,1273,1109,128.57,0
870,1074,1019,1107,1,0
15,1169,447,1215,Total Quantity,0
16,1218,353,1252,Grand Total,0
134,1300,17,1270,ISOS,0
202,1267,288,1301,2.5,0
1018,1211,868,1177,000 S,0
1091,1226,1270,1259,746.67,0
1123,1281,1271,1309,18.67,0
1122,1328,1269,1357,18.67,0
12,1315,255,1350,CGST 2.5,0
12,1365,319,1403,Net Amount,9
12,1414,319,1450,CreditCard,0
1089,1378,1269,1410,784,10
1087,1426,1269,1459,784,0
293,1468,982,1509,"Thank You, Visit Again",0
389,1520,854,1566,For GST Applied,0
