xmin,ymin,xmax,ymax,Object,label
289,287,962,342,Amazeus Foods India LLP,0
297,349,949,401,Smoke-The Sizzler house,1
236,406,974,455,"FC-01.1st Floor,Food Court",2
326,465,915,510,Phonix Palladium Mall,2
351,519,884,561,Velachery Main Road,2
268,574,962,623,Velachery-Chennail-600042,2
298,425,317,431,www,0
18,673,437,712,Bill No,3
525,681,600,713,TNo,0
685,682,789,714,Date,5
985,686,1086,719,Time,0
26,774,133,808,A275,4
278,787,435,812,oashie,0
524,781,1021,814,FF 31/10/2019 15:45,6
33,872,143,908,Item,7
549,877,675,906,Price,0
788,877,1098,905,Qty Total Rs,0
33,968,467,996,CHICKEN SCHEZWAN,8
30,1016,190,1044,NOODLE,8
524,965,677,996,284.76,0
578,1011,676,1042,0:01,0
611,1056,676,1088,0.01,0
525,1105,676,1136,128.57,0
764,966,889,997,1,0
766,1012,889,1042,1,0
765,1056,890,1087,1,0
765,1102,890,1135,1,0
950,964,1103,995,284.76,0
1038,1012,1103,1042,0.01,0
1039,1055,1103,1088,0.01,0
33,1062,462,1089,Complimentary Mo,8
32,1109,383,1136,POTTED PARROT,8
951,1104,1104,1134,128.57,0
32,1202,411,1239,Total Quantity,0
32,1250,329,1278,Grand Total,0
33,1296,272,1323,SGST 2.5,0
31,1342,299,1369,CGST 2.5 os,0
28,1388,298,1415,Net Amount,9
30,1434,135,1464,Cash,0
764,1196,889,1226,4,0
952,1242,1103,1272,413.35,0
979,1286,1106,1317,10.33,0
982,1332,1109,1362,10.33,0
958,1376,1111,1406,434,10
960,1424,1114,1453,434,0
277,1479,872,1510,"Thank You, Visit Again",0
369,1521,769,1561,For GST Applied,0
