Company,Tag
ALL INDIA SEED GROWERS MERCHANTS AND NURSARY MAN.ASSOCIATION,1
YEKEDIAR FARMS PRIVATE LIMITED,1
RAYALA FARMS AND ALLIED INDUSTRIES PVT L TD.,1
SRI AKILA AGRO INDUSTRIES PVT LTD.,1
INDO-SHIND AGRO INDUSTRIES PRIVATE LIMITED,1
OWNERS AGRO TECH CO PVT LTD,1
KALYAN AGRO ENTERPRISES PRIVATE LIMITED,1
GOPIKA AGRO PRODUCTS PVT LTD,1
TRISHUL ROLLER FLOUR MILLS PRIVATE LIMITED,1
NOOR FARM PRODUCTS PRIVATE LIMITED,1
RAMESH FLOWERS PRIVATE LIMITED,1
K G FARMS & DAIRY PRIVATE LIMITED.,1
RAMESH AGRO FARM PRODUCTS AND RESEARCH ORGANISATION PRIVATE LIMITED,1
GOODWILL OIL & CHEMICAL LIMITED,1
GOWRISHANKER FARMS PVT. LTD.,1
MADONA FARM HOLDINGS PRIVATE LIMITED,1
TRIDENT AGRO FARMS PRIVATE LIMITED,1
RANJOO SWETHA FARMS LTD,1
QUEEN ESTATES LTD,1
EVER GREEN TREES AND AGRO PRODUCTS INDIA  PRIVATE LIMITED,1
GOLDONELL AGRO INDUSTRIES PVT. LTD,1
PRASHANTHI PLANTATIONS PRIVATE LIMITED,1
BABA AGRO FARM PRIVATE LIMITED,1
PRIYADHARISHINI-MURALI AGRO PRIVATE LIMITED,1
THIRUMALAYAN AGRO PRIVATE LTD,1
RAVEENA FARMS PVT. LTD,1
POPULAR AGRO FARMS PRIVATE LIMITED,1
MADURA PLANTATIONS PRIVATE LIMITED,1
A.R.M.PLANTATIONS PRIVATE LIMITED,1
GAYATHRI RAVINDRANATH AGRO FARMS PVT. LT D,1
TECH-TONA PLANTATIONS INDIA PRIVATE LIMITED,1
RAMSAN AGRO INDIA LIMITED,1
NATURE FORMS (INDIA) LIMITED,1
SURAKSHA FARMS LIMITED,1
CAMPAIGN GENETEC (INDIA) LIMITED,1
CHOLA AGRO INDUSTRIES LIMITED,1
GALADA HOUSING LIMITED,1
MOTHERLAND PLANTATIONS & CATTLE RESORTS INDIA LIMITED,1
SNEHAAM AGRO INDUSTRY AND EXPORTS LIMITE D,1
SHRI BADRI ESTATES PRIVATE LIMITED,1
SRI VENKATESWARA BIO - TECH PRIVATE LIMI TED,1
FRAGRANT FARMS & EXPORTS PRIVATE LIMITED,1
PARANTHA AGRO FARM PRIVATE LIMITED,1
MAECO IRRIGATION PRIVATE LIMITED,1
SOUTHERN AGRO FOUNDATIONS PRIVATE LIMITE D,1
SDN FARM DEVELOPERS PRIVATE LIMITED,1
VINODH GREEN FARMS PRIVATE LIMITED,1
MAHABS GREEN GOLD FARMS PRIVATE LIMITED,1
MOGHUL FARMS PRIVATE LIMITED,1
A.J.AGROFARMS PRIVATE LIMITED,1
MAMATHA FARMS (INDIA) PRIVATE LIMITED,1
AHLAN AGRO FARMS PRIVATE LIMITED,1
ELEGANT AGRO FARMS PRIVATE LIMITED,1
VALLANAD ESTATES PRIVATE LIMITED,1
BLOSSOMS AGRO FARMS PRIVATE LIMITED,1
BREEZE ORCHARDS PRIVATE LIMITED,1
MOUNTAIN ESTATES PRIVATE LIMITED,1
MERTON FARMS PRIVATE LIMITED,1
PRINCE FARMS AND AGRO COMPANY PRIVATE LI MITED,1
RAPICUR REMEDIES PRIVATE LIMITED,1
SU-AN PHARMACEUTICALS P. LTD,1
EFFICIENT RURAL FARMING PRIVATE LIMITED,1
WELCOME AGRICULTURE & DAIRY FARMS PRIVATE LIMITED,1
PERFECT RURAL OPERATIONS PRIVATE LIMITED,1
RELIANT RURAL FARMING PRIVATE LIMITED,1
AGROTEC OPERATIONS PRIVATE LIMITED,1
TRACFARM AGRICULTURE PRIVATE LIMITED,1
GOLDEN AGRO FARMS PRIVATE LIMITED,1
A.D.J.AGRO EXPORTS PRIVATE LIMITED,1
HILL BREEZ FARMS & RESORTS PRIVATE LIMIT ED,1
GOODWILL AGRO FARMS PRIVATE LIMITED,1
PARACKAL BIOLOGICALS PRIVATE LIMITED,1
HESTER AGRHOTECH INTERNAATIONAL LIMITED,1
DEW DROP FARMS LIMITED,1
TEBMA GARDENS LIMITED,1
INDO HOLLAND AGRI-TECH LIMITED,1
SDN AGRO FARMS LIMITED,1
MAHESWARI FLORRITECH LIMITED,1
KOTHARI BIOTECH LIMITED,1
LAXMI AGRO EXPORTS LIMITED,1
JAI SRELAKSHME AGRO FARMS & INDUSTRIES L IMITED,1
D D FARMS LIMITED,1
COXSWAIN TECHNOLOGIES LIMITED,1
EURO AGRO FARMS PRIVATE LIMITED,1
N.K. RAJASHREE FARMS PRIVATE LIMITED,1
N.R. JAYALAKSHMI AMMAL FARMS PRIVATE LIM ITED,1
MEDICLONE BIOTECH PRIVATE LIMITED,1
BHAKTI FARMS PRIVATE LIMITED,1
BEE VEE GRAPHICS PRIVATE LIMITED,1
MAGNUM AGRO PRIVATE LIMITED,1
COPPER STREAM BIOTECH INDUSTRIES PRIVATE  LIMITED,1
DILIP JAIN AGRO FARM DEVELOPERS PRIVATE LIMITED,1
TIRUCHENDUR PLANTATIONS PRIVATE LIMITED,1
THIRUSOLA FARMS PRIVATE LIMITED,1
TOP POINT AGRO FARM PRIVATE LIMITED,1
CLARITY INDIA LEARNING SOLUTIONS PRIVATE  LIMITED,1
SRI VANCHINATHA AGRO FARMS PRIVATE LIMIT ED,1
SHRI GURU SHANTHI AGRO FARM PRODUCTS PRI VATE LIMITED,1
MAHALAKSHMI ESTATES PRIVATE LIMITED,1
BAVANA AGRO FARMS PRIVATE LIMITED,1
SERENE VALLEY AGRO FARMS PRIVATE LIMITED,1
POWERTEC AGRO MARKETING PRIVATE LIMITED,1
UNITED GREEN FARM LANDS PRIVATE LIMITED,1
NOVOTEC AGRO PRIVATE LIMITED,1
MADURA MEENAKSHI AGRO FARM PRIVATE LIMIT ED,1
PAZHAMUDHIR SOLAI AGRO-TECH PRIVATE LIMI TED,1
SOUTHERN AGRO FARMS PRIVATE LIMITED,1
JC WOODVILLE MANOR PRIVATE LIMITED,1
GNG HATCHERIES PRIVATE LIMITED,1
GREEN COUFNTRY SEEDSS FLTD,1
LEENADACK DEVELOPMENTS LTD,1
GREEEN COUNTRY AGRO SERVICES LIMITED,1
ENVIRON CARE BIOTECH LIMITED,1
GOLDEN SHOWER ORCHIDS P LTD,1
G V N FARMS P LTD,1
ZODIAC INTERGREATED AGRO FARMS P LTD,1
BLUEMOUNT AGRO FARMS PRIVATE LIMITED,1
MABEL FARMS PRIVATE LIMITED,1
SUMUKA FARMS PRIVATE LIMITED,1
SREE KAMALESH AGRI DEVELOPMENT PRIVATE L IMITED,1
MANASAROVER FARMS PRIVATE LIMITED,1
PABANAS AGROTECH PRIVATE LIMITED,1
SUNMAKE SALTS & FARMS PRIVATE LIMITED,1
PASUMPON AGRO PRIVATE LIMITED,1
MAXI WEALTH GREEN ORCHARDS PRIVATE LIMIT ED,1
UNIPRO PROCESSING PRIVATE LIMITED,1
SRI NITHYALAKSHMI FARMS PRIVATE LIMITED,1
KARUNGAR AGROFARMS PRIVATE LIMITED,1
ARUL AGRO INDUSTRIAL AND RURAL DEVELOPMENT FEDERATION,1
HOLLAND CONSULTING PRIVATE LIMITED,1
FARMEYES INNOVATIONS PRIVATE LIMITED,1
JASMINE AGROFORESTRY PRIVATE LIMITED,1
APARAJITHA ORCHARDS PRIVATE LIMITED,1
VOORA COMMODITIES INDIA PRIVATE LIMITED,1
TROPICAL CROPSCIENCES PRIVATE LIMITED,1
R R MICRO IRRIGATION FARMS PRIVATE LIMITED,1
POTHIGAI AGRO PRIVATE LIMITED,1
INDIAN FLOWER PRODUCTS PRIVATE LIMITED,1
GNANA BAKKIYAM AGRO FARMS PRIVATE LIMITE D,1
UNITED JATROPHA AND AGRO PLANTS PRIVATE LIMITED,1
FLOR AGRI-TECH(CHENNAI)PRIVATE LIMITED,1
SAVITHA MUSHROOMS PRIVATE LIMITED,1
PHYTO TECH ENDINEERING INDIA PRIVATE LIMITED,1
HEXAGON BIORESOURCES PRIVATE LIMITED,1
SHREE KUMAR AGRO RESINS PRIVATE LIMITED,1
NILGIRIS GARDEN & SERVICES PRIVATE LIMITED,1
CHIKARA ECO VENTURES LIMITED,1
BOUGANVILA HORTICULTURE PRIVATE LIMITED,1
SANJAY GREEN FARMS PRIVATE LIMITED,1
GOVARDHAN FARMS PRIVATE LIMITED,1
AMBA FARMS PRIVATE LIMITED,1
HAPPY DAIRIES AGRO AND ALLIED LIMITED,1
VEERAVANALLUR AGRO FARMS PRIVATE LIMITED,1
PALAYAKOTAI HORSE FARM PRIVATE LIMITED,1
WINLIFE GREEN PLANTATIONS PRIVATE LIMITED,1
ALLEY NINE AGRIBUSINESS PRIVATE LIMITED,1
MATRIX RURAL AND AGRI DEVELOPMENT INDIA LIMITED,1
JAYCEE AGRO PRODUCTS INDIA PRIVATE LIMITED,1
RUFINA FARMS PRIVATE LIMITED,1
DELTA INTEGRATED BIO FARMS PRIVATE LIMITED,1
BG CROP SCIENCE AND TECHNOLOGIES PRIVATE  LIMITED,1
SPHINAX ORGANIC RESEARCH AND DEVELOPMENT  PRIVATE LIMITED,1
RASI EMU INDIA PRIVATE LIMITED,1
YOGAM AGROTECH INDIA PRIVATE LIMITED,1
B3 INTERNATIONAL EXPORTS PRIVATE LIMITED,1
ARV AGRO & DAIRY PRIVATE LIMITED,1
EMPOWERS AGRO FARM INDIA LIMITED,1
JEEVANKRUSHI DAIRY FARMS AND ESTATES (I)  LIMITED,1
AKS DAIRY AND AGRO FARMS INDIA LIMITED,1
VRNA MILK PRODUCTIONS PRIVATE LIMITED,1
SAKHAMBARI NEO AGRO PRIVATE LIMITED,1
UNITED AGRO ENERGY FARMS PRIVATE LIMITED,1
SURYOTHAYAM REAL AND AGRI INDIA LIMITED,1
JOSHIKA AGRO EXPORTS PRIVATE LIMITED,1
VINAYAGA GLORY FARMS PRIVATE LIMITED,1
TRASSURE GREEN PRIVATE LIMITED,1
DRY LAND FARMERS PRODUCER COMPANY LIMITED,1
RAJARAJA CHOZHAN FARMERS PRODUCER COMPANY LIMITED,1
MANNAI FARMER PRODUCER COMPANY LIMITED,1
V5 ORGANIC BIOTECH PRIVATE LIMITED,1
SPOSA FARMS PRIVATE LIMITED,1
LE SANTIAGO FARMS PRIVATE LIMITED,1
LE SANTORINI FARMS PRIVATE LIMITED,1
LE WINDMILL FARMS PRIVATE LIMITED,1
SA-SAA MODERN RICE MILL PRIVATE LIMITED,1
AGRORYTHM RESEARCH CENTER PRIVATE LIMITED,1
ECO NATURAL AGRO FARMS PRIVATE LIMITED,1
AGRIFAM ORGANIC PRIVATE LIMITED,1
THANDARAMPATTU SUSTAINABLE AGRICULTURE PRODUCER COMPANY LIMITED,1
DR AGROW PRODUCTS PRIVATE LIMITED,1
THENDRAL FARMERS PRODUCER COMPANY LIMITED,1
VIRUTHAI MILLETS FARMER PRODUCER COMPANY LIMITED,1
TWEESPAN TRADING PRIVATE LIMITED,1
BLUE MOUNTAIN ORGANIC FARMER PRODUCER COMPANY LIMITED,1
PERUNTHALAIVAR VAZHAI FARMERS PRODUCER COMPANY LIMITED,1
SARANYA EXPORT AND IMPORT PRIVATE LIMITED,1
VALARCHI FARMERS PRODUCER COMPANY LIMITED,1
MAHADHAANIYAM ORGANICS INDIA PRIVATE LIMITED,1
TVD FARMPLUS AGRO PRODUCTS PRIVATE LIMITED,1
WOODAPPLE AGRILIFE FARM PRIVATE LIMITED,1
BANNARI AMMAN FLOUR MILL LIMITED,1
NELLAI AGRICULTURAL FOOD PRODUCTS PRIVATE LIMITED,1
ERODE TANNERY EFFLUENT TREATMENT COMPANY  LIMITED,1
SOUTHERN FARM DEVELOPERS PRIVATE LIMITED,1
SRI ANJENEYA ANUGRAHA AGRO PRODUCTS PRIV ATE LIMITED,1
ALGRAIN PRODUCTS PRIVATE LIMITED,1
JAYARAJ CHELLADURAI AGRO PRODUCTS PRIVATE LIMITED,1
SELVA SEEDS PRIVATE LIMITED,1
GRAND FLOUR MILLS LIMITED,1
TARGET AGRO PROMOTERS PRIVATE LIMITED,1
K.M. DAIRY INDUSTRIES PRIVATE LIMITED,1
R V S AGROTECH INDUSTRIES PRIVATE LIMITED,1
SKMP PRODUCTS PRIVATE LIMITED,1
INDRANI AGROFARMS PRIVATE LIMITED,1
HALANT VET PRODUCTS PRIVATE LIMITED,1
LAKSHMI GANAPATHY ENTERPRISES PRIVATE LI MITED,1
SALEM MICROBES PRIVATE LIMITED,1
DEVI INAGRO TECH PRIVATE LIMITED,1
ABC COIR PRIVATE LIMITED,1
INDUS COIR PRIVATE LIMITED,1
NAVARASAM AGROTECH INDIA PRIVATE LIMITED,1
MAARKH COCO PRODUCT PRIVATE LIMITED,1
GEM AGRO PRODUCTS (INDIA) PRIVATE LIMITED,1
BALAAKALA AGRO PRODUCTS PRIVATE LIMITED,1
REGENT ECOTECH PRIVATE LIMITED,1
SRI MEHADOODHAR AGRO FARMS PRIVATE LIMIT ED,1
CIGMA HERBO TECH PRIVATE LIMITED,1
VEL HI-TECH AGRICULTURE PRIVATE LIMITED,1
AANOOR FARMS PRIVATE LIMITED,1
ROYAL GARDEN AGRO PRODUCT EXPORTS SALEM PRIVATE LIMITED,1
SHREE PARAASAKTHI CARBON PRIVATE LIMITED,1
SRI AMMAN COCO PRODUCTS INDIA PRIVATE LIMITED,1
GENUINE SHELL CARB PRIVATE LIMITED,1
GREEN INDIA CARBON MITIGATION AND TRADING LIMITED,1
PALM PEAT INDIA PRIVATE LIMITED,1
NEW GEN AGRO TECH SERVICES INDIA PRIVATE  LIMITED,1
S R M BIO CONVERTIONS PRIVATE LIMITED,1
NASH AGRO BIOTECHNOLOGIES LIMITED,1
SRI MITHRA AGROTECH PRIVATE LIMITED,1
HAMPI ECO SOLUTIONS PRIVATE LIMITED,1
TAMILNADU PRECISION FARM PRODUCER COMPAN Y LIMITED,1
EASTMAN GREEN FARMS LIMITED,1
AGROCRATS AGRICLINICS LIMITED,1
CHITHRUBI AGRO PRIVATE LIMITED,1
GOLDPLUS AGRI FARMS INDIA PRIVATE LIMITED,1
BANYAN AGRO SPACE PRIVATE LIMITED,1
ANI AGROW TECH PRIVATE LIMITED,1
BIO BLOOMS ENTREPRENEUR PRIVATE LIMITED,1
BISON AGRO FARMS PRIVATE LIMITED,1
BG AGRI FARMS TAMILNADU LIMITED,1
SHRI SAAI BABA INTERNATIONAL PRIVATE LIMITED,1
AGRITECH FARMS RESEARCH PRIVATE LIMITED,1
FARMERS EMPOWERMENT AND DEVELOPMENT ASSOCIATION,1
ECROPS AGRO SERVICES PRIVATE LIMITED,1
SANSIBHA MANUFACTURERS PRIVATE LIMITED,1
PASUMAI COCONUT PRODUCER COMPANY LIMITED,1
POLLACHI AGRIBUSINESSCO PRIVATE LIMITED,1
AAMBAL AGROS PRIVATE LIMITED,1
SUBA SEMBA AGRO FARM PRIVATE LIMITED,1
MODAKURICHI COLLECTIVE FARM PRODUCER COMPANY LIMITED,1
TRADITIONAL SMALL MILLETS AND HERBAL PRODUCER COMPANY LIMITED,1
MAE MAHENDRA AGRI-ESTATES PRIVATE LIMITED,1
JARUGUMALAI FARMERS PRODUCER COMPANY LIMITED,1
KALLAMADAI ROCKS AND MINERALS PRIVATE LI MITED,1
ROCKS INDIA PULVARAIZERS PRIVATE LIMITED,1
UNITED QUARRIES KRISHNAGIRI PRIVATE LIMITED,1
MAHA GANAPATHY MINERALS PRIVATE LIMITED,1
STONEX ENTERPRISES (INDIA) LIMITED,1
NATHAN MINING WORKS PRIVATE LIMITED,1
BUNTY MINERAL INDUSTRIES PRIVATE LIMITED,1
SUTALIYA MINECHEM PRIVATE LIMITED,1
RMV BLUE METALS PRIVATE LIMITED,1
GARUDADHREE STONES AND MARBLES PRIVATE LIMITED,1
MOTHERLAND ENTERPRISES PRIVATE LIMITED,1
CITA FARMS PRIVATE LIMITED,1
KIRUBHA FARMS PRIVATE LIMITED,1
JAYANTHI FARMS PRIVATE LIMITED,1
SREE BHUVANESWARI PHARMACEUTICALS AND RE SEARCH LABORATORIES LIMITED,1
AJ SHEEP FARMING PRIVATE LIMITED,1
CITIZEN SUGARCANE FARM PRIVATE LIMITED,1
AJITABH ORCHARDES PRIVATE LIMITED,1
MITHIL AGRO FARMING PRIVATE LIMITED,1
GREENTECH ESTATES INDIA LIMITED,1
ALMAA HERBAL NATURE PRIVATE LIMITED,1
SANKARA AGRO FARMS PRIVATE LIMITED,1
POORANI ORGANIC PRODUCTS PRIVATE LIMITED,1
SHRI GODHAN BIOSOL PRIVATE LIMITED,1
PORKATHIR AGRI PRODUCER COMPANY LIMITED,1
CHELLAMARATHI DAIRY PRODUCTS PRIVATE LIMITED,1
UYIRMEI PANNAI PRIVATE LIMITED,1
KUMAR PLANTATIONS PRIVATE LIMITED,1
DONNINGTON TEA FACTORY PRIVATE LIMITED,1
SRI MADHUVANN FARMS PRODUCER COMPANY LIMITED,1
SELVAM BROILERS PRIVATE LIMITED,1
SELVAM CHICKS PRIVATE LIMITED,1
SANJAY RAJA FOODS LIMITED,1
GOLDEN GARDENS PROCESSED FOOD PRIVATE LIMITED,1
P.N.S. MEAT PRODUCTS PRIVATE LIMITED,1
THIRUCHENDURAN AQUA FARM PRIVATE LIMITED,1
THIRUCHENDURAN AQUA FARM PRIVATE LIMITED,1
CHELLA FARMS PRIVATE LIMITED,1
NANI AGROFOODS PRIVATE LIMITED,1
KUPPAM FRUIT PRODUCTS LIMITED,1
R.S.G ORGANIC PRODUCTS PRIVATE LIMITED,1
SREE MAHALAKSHMI FRUIT PRODUCTS PRIVATE LIMITED,1
PAIYUR FRUIT PRODUCTS PRIVATE LIMITED,1
INTERNATIONAL AGRICULTURAL PROCESSING PRIVATE LIMITED,1
RKN AGRO PRODUCTS PRIVATE LIMITED,1
SARVEER BIO-ZYME PRIVATE LIMITED,1
JAYAMAHALAKSHMI AGRO PRODUCTS PRIVATE LIMITED,1
PONNI AGRO INDUSTRIES PRIVATE LIMITED,1
SELVASURYA AGRO PRODUCTS INDIA LIMITED,1
VETRI AGRO FOOD PARK PRIVATE LIMITED,1
BALAWIN AGROPROCESSING AND EXPORTS PRIVA TE LIMITED,1
ANANDAM AGRO PRODUCTS PRIVATE LIMITED,1
JEEVAN FRUIT PROCESSING INDIA PRIVATE LIMITED,1
VISWAM FOOD PRODUCTS PRIVATE LIMITED,1
MAHA MAYA NUTRACEUTICALS PRIVATE LIMITED,1
IFCO PAZHAMUDIR INDIA PRIVATE LIMITED,1
LEO OIL MILL PRIVATE LIMTED,1
ISWARYA ESSENCE AND PRODUCTS PRIVATE LIM ITED,1
ALLWIN COCONUT PRODUCTS PRIVATE LIMITED,1
KANNA INDUSTRIES LIMITED,1
SURUCHI REFINERY PRIVATE LIMITED,1
GUHAN OIL MILLS PRIVATE LIMITED,1
AISWARYA VEG-OILS REFINERY PRIVATE LIMITED,1
ARUL MURUGAN EDIBLE OILS PRIVATE LIMITED,1
TSSR BRAN TECH PRIVATE LIMITED,1
GEM EDIBLE OILS PRIVATE LIMITED,1
M.B. FARMS PRIVATE LIMITED,1
PATHANI ENTERPRISES PRIVATE LIMITED,1
BLUE MOON DAIRY FOODS PRIVATE LIMITED,1
MERLIN DIARY LIMITED,1
SRI SELVALAKSHMI DAIRY PRODUCTS PRIVATE LIMITED,1
DWARAKA DAIRY SPECIALITIES PRIVATE LIMIT ED,1
SHREE ESWAR DAIRY PRODUCTS PRIVATE LIMIT ED,1
PULIYAMPATTY DAIRY FOODS LIMITED,1
SAPTAKIRI MILK PRODUCTS LIMITED,1
K.M.P. DAIRY INDUSTRIES PRIVATE LIMITED,1
WHITEFIELD DAIRY PRIVATE LIMITED,1
M.J.MILK PRIVATE LIMITED,1
ARUNEM DAIRY INDUSTRY PRIVATE LIMITED,1
RICH DAIRY PRODUCTS (INDIA) PRIVATE LIMITED,1
NIVETHA AGRO FOODS PRIVATE LIMITED,1
HARISH COCONUT PRODUCTS PRIVATE LIMITED,1
VARALAKSHMI STARCH INDUSTRIES PRIVATE LIMITED,1
A.S.STARCH PRODUCTS PRIVATE LIMITED,1
SIVAA STARCH INDIA PRIVATE LIMITED,1
POOJA SAGO AND STARCH PRODUCTS PRIVATE LIMITED,1
STARCH AND SAGO TRADNG CORPORATION (INDI A) PRIVATE LIMITED,1
CHOWDHARY SAGO AND STARCH PRODUCTS PRIVATE LIMITED,1
SEEMA SAGO AND STARCH PRODUCTS PRIVATE LIMITED,1
SUPREME SAGO INDUSTRIES ERODE PRIVATE LIMITED,1
SRI RAJALAKSHMI STARCH ASSOCIATTES PRIVATE LIMITED,1
WALFARS FEEDS PRIVATE LIMITED,1
RAJI FEEDS PRIVATE LIMITED,1
S K M ANIMAL FEEDS AND FOODS (INDIA) PRIVATE LIMITED,1
RAM FEEDS PRIVATE LIMITED,1
SAKTHI FEEDS PRIVATE LIMITED,1
PALANI ANDAVAR FEEDS PRIVATE LIMITED,1
ANNAM FEEDS PRIVATE LIMITED,1
KONGUNADU BIOCON FEEDS PRIVATE LIMITED,1
ANJANEYAA FEEDS PRIVATE LIMITED,1
SLT ANIMAL FEEDS PRIVATE LIMITED,1
SWAMI FEEDS PRIVATE LIMITED,1
CHANDRA SHRI FOODS AND FEEDS PRIVATE LIM ITED,1
PONNI CATTLE FEED PRIVATE LIMITED,1
SF FEEDS (UDUMALAI) PRIVATE LIMITED,1
V.P.KUHAN FEEDS AND POULTRIES PRIVATE LIMITED,1
KSN ANIMAL FEEDS PRIVATE LIMITED,1
SRI VANGALAMMAN FEEDS INDIA PRIVATE LIMITED,1
CRYSTAL CONFECTIONERIES PRIVATE LIMITED,1
SRE ESSAR FOOD PRIVATE LIMITED,1
SUVAI FOODS PRIVATE LIMITED,1
MILKA BAKERS PRIVATE LIMITED,1
CHAMUNDI FOODS PRIVATE LIMITED,1
OOTY BAKERS AND CONFECTIONERS PRIVATE LIMITED,1
V THREE FOODS PRIVATE LIMITED,1
RIA FOODS AND CONFECTIONERIES PRIVATE LI MITED,1
SANGEETH SUGARS & CHEMICALS LIMITED.,1
POONDI SUGARS LIMITED,1
SRI VALABOOMI SUGAR MILLS PRIVATE LIMITE D,1
SPITEK FLAVOUR PRIVATE LIMITED,1
SURIYALAKSHMI ELECTROSMELTERS PRIVATE LIMITED,1
LOVELY CHOCOLATE INDIA PRIVATE LIMITED,1
CC FOOD NETWORK PRIVATE LIMITED,1
NAMACHIVAYA TRADEX PRIVATE LIMITED,1
MONAVIE INDIA ENTERPRISES PRIVATE LIMITED,1
AGROPEL EXPORTS PRIVATE LIMITED,1
NISSAI EXPORTS PRIVATE LIMITED,1
GWM IMPEX PRIVATE LIMITED,1
ASOKA BETELNUT COMPANY PRIVATE LIMITED,1
DYNAMIC FOOD PROCESSORS PRIVATE LIMITED,1
SRI BHUVANESHWARI AGRO INDUSTRIES PRIVATE LIMITED,1
KALPATHARU NEEM EXTRACTS PRIVATE LIMITED,1
COONOOR RADIANCE HIGHFIELD EQUESTRIAN CENTER PRIVATE LIMITED,1
GDPA FOODS PRIVATE LIMITED,1
ERODE FOODS PRIVATE LIMITED,1
RAS FOODS PRIVATE LIMITED,1
GREEN ACRE FOODS PRIVATE LIMITED,1
BAYSHORE FOODS PRIVATE LIMITED,1
SENTHILKUMAR FOOD PRODUCTS PRIVATE LIMIT ED,1
JAYAM FOODS LIMITED,1
MISTER TASTE FOODS LIMITED,1
RICHY RICH FOODS PRIVATE LIMITED,1
DHAARANI FOODS AND BEVERAGES PRIVATE LIM ITED,1
T.T. FOODS PRIVATE LIMITED,1
ANBU CONSUMER PRODUCTS PRIVATE LIMITED,1
ESSEN NUTRITION PRIVATE LIMITED,1
SAKTHI MURUGAN AGRO FOODS PRIVATE LIMITED,1
PIONEER FEEDS AND POULTRY PRODUCTS PRIVATE LIMITED,1
ISWARIYALASHMI FOOD PRODUCT PRIVATE LIMI TED,1
DUINKOP ENTERPRISES PRIVATE LIMITED,1
SPA COCONUTS PRIVATE LIMITED,1
SONA COCONUT PROCESSORS PRIVATE LIMITED,1
GLOBAL SWEETNERS PRIVATE LIMITED,1
K.M.A.DESICO PRODUCTS PRIVATE LIMITED,1
PMG ENTERPRISES PRIVATE LIMITED,1
NATURE 1 AGRO PRODUCTS INDIA PRIVATE LIMITED,1
SREE DEVI TEA FACTORY PRIVATE LIMITED,1
NILGIRI DISTILLERIES AND AGRO PRODUCE LIMITED,1
KAMADHENU DRINKS AND DISTILLERIES LIMITED,1
COIMBATORE ALCOHOL AND CHEMICALS LIMITED,1
MADHURA DISTILLERIES PRIVATE LIMITED,1
SHIVA DISTILLERIES PRIVATE LIMITED,1
ABT FOODS AGROVET LIMITED,1
CHERAN DISTILLERIES PRIVATE LIMITED,1
KURINJI ORGANIC FOODS INDIA PRIVATE LIMITED,1
GRANDMARK DISTILLERIES PRIVATE LIMITED,1
BHAIRAVI FOODS AND BEVERAGES LIMITED,1
MILKA SOFTDRINKS PRIVATE LIMITED,1
THE WHITE HORSE DISTILLERIES PRIVATE LIMITED,1
MADURAI SOFT DRINKS PRIVATE LIMITED,1
COIMBATORE BOTTLING COMPANY PRIVATE LIMITED,1
BHAVANI BOTTLERS PRIVATE LIMITED,1
SALEM BOTTLING COMPANY PRIVATE LIMITED,1
SRI MOOKAMBIGAI SOFT DRINKS PRIVATE LIMITED,1
AQUA AVATAR PRIVATE LIMITED,1
ANNALAKSHMI AMRITAPAN PRIVATE LIMITED,1
PRINCE BOTTLERS INDIA PRIVATE LIMITED,1
AAYAAMMAN SPINTEX PRIVATE LIMITED,1
R K WEAVING PRIVATE LIMITED,1
KUMARAGIRI SPINNERSS PRIVATE LIMITED,1
SARU COLOUR AND ART HOUSE PRIVATE LIMITE D,1
CHENTHURAN DYERS PRIVATE LIMITED,1
MANOJ YARN PROCESSORS LIMITED,1
M S S PROCESSING MILLS PRIVATE LIMITED,1
WAGON WHEEL SPINNING MILLS INDIA PRIVATE  LIMITED,1
DIVYAR TEXTILE PROCESS PRIVATE LIMITED,1
RBR KNIT PROCESS PRIVATE LIMITED,1
GIRI YARN PROCESSING PRIVATE LIMITED,1
SALEM FILAMENT PRIVATE LIMITED,1
K P S K TEXTILE PROCESSING PRIVATE LIMITED,1
GOLDEN VALLEEY COATERS PRIVATE LIMITED,1
SALEM TEXCITY DYERS CONSORTIUM PRIVATE L IMITED,1
MODERN INDIA DYERS AND FINISHERS PRIVATE  LIMITED,1
AUGUSTAN TEXTILE COLOURS PRIVATE LIMITED,1
EASTCOAST PROCESSING PRIVATE LIMITED,1
SENTHUR KNIIT PROCESS (INDIA) PRIVATE LIMITED,1
HITANSH IMPEX LIMITED,1
SIMA TEXTILE PROCESSING CENTRE LIMITED,1
JANSONS TEXTILE PROCESSORS PRIVATE LIMIT ED,1
BEST COLOUR SOLUTIONS INDIA PRIVATE LIMITED,1
SAI COCOPEAT EXPORT PRIVATE LIMITED,1
SAHANA TEX PRIVATE LIMITED,1
LOTUS LAMINATION LIMITED,1
OMKAR COATING PRIVATE LIMITED,1
RASI TECHNITEX PRIVATE LIMITED,1
BLUMEN TEXTILES TRADING PRIVATE LIMITED,1
SRI BALAJI KNITTING MILLS PRIVATE LIMITED,1
MUTHU KNIT PROCESSING LIMITED,1
FORT KNITTERS PRIVATE LIMITED,1
EMVEE KNIT (INDIA) PRIVATE LIMITED,1
TEAM KNIT PRIVATE LIMITED,1
ALAMU KNIT FABS PRIVATE LIMITED,1
POPPYS KNITWEARS PRIVATE LIMITED,1
ALPINE KNITS INDIA PRIVATE LIMITED,1
PRABHAKAR DESIGNERS PRIVATE LIMITED,1
FAIRWAY CLOTHING PRIVATE LIMITED,1
