xmin,ymin,xmax,ymax,Object,label
54,274,419,283,RMKU si1ks Pvt. Ltd.,1
155,297,327,309,"S-55, S-56, S-57,5-58",2
89,323,356,337,"Phoenix Market City,Velachery",2
122,354,322,354,Chennal - 42 - 600042,2
150,367,298,385,Ph: 044-66513500,0
112,394,343,402,CIN: U52320TN2011PTC081680,0
125,415,333,418,GSTIN: 33AAFCR4024B1Z1,0
143,457,340,468,TAX INVOICE,0
32,517,237,523,Sr.No : S19Y05USO019633,4
70,554,37,541,ON,0
33,556,188,572,Date 26/10/2019,6
290,547,95,544,Z6-OS/SOA:,0
290,550,397,575,Time : 14:32,0
38,596,387,621,Place of Supply : Uhennai - 42 - 600042,0
31,623,224,643,Delivery : Ex Showroom,0
33,643,258,670,State/Code : Tamil Nadu/33,0
27,689,139,709,SNO HSN Code,0
158,699,175,716,RP,0
216,695,411,725,Oty Pcs SM Amount Rs.,0
112,748,236,762,4320.00 1.00O,0
282,746,336,767,1 20075,0
29,746,81,762,1.5208,0
45,762,246,792,CSJ80499/3/1 Silk Saree,8
25,784,320,815,Basic Value : 4114.29 - GST : 5,0
341,783,402,799,4320,0
25,833,88,858,Sold Pcs,0
267,890,399,920,Total : 4320.00,10
20,930,158,953,Taxable Summary,
19,977,49,996,GST,
86,979,323,1013,TAX.VALUE CGST SGST IGST,
87,1037,325,1056,4114.29 102.86 102.86 0,
56,1051,40,1036,0,
344,1038,419,1061,4320,
20,1074,64,1094,TOTAL,
86,1084,323,1105,4114.29 102.86 102.86 0,
344,1087,413,1110,4320,
149,1127,414,1157,Total 4320.00,
177,1292,388,1323,"For RMKU, SIIKS Pvt. Ltd.",
201,1341,388,1367,Authorized Signatory,
45,1361,367,1390,Goods ance sald cannot be taken back,
99,1395,297,1412,Thanks for your visit,
154,1411,257,1431,Visit again,
43,1435,366,1459,SAVE MORE WITH YOUR BONUS CAR ODAY,
29,1487,367,1512,"Www.rmkv.com, email: feedbackrmkv.com",
22,1516,377,1531,"R.O.:176F,Trivandram Road,Vannarpettai",
125,1531,282,1552,Tirunelveli-627003,
23,1590,136,1601,Customer Cony,
