xmin,ymin,xmax,ymax,Object,label
923,352,1160,320,RAKV,0
250,519,1012,538,RmKV Fabrics Pvt. Ltd.,1
437,584,829,610,"S-55,S-56,S-57,S-58",2
316,642,956,660,"Phoenix Market City,Velachery",2
414,688,860,706,Chennai - 42 - 600042,2
455,740,823,759,Ph: 044-66513500,0
321,795,961,804,CIN: U52300TN2011PTC081630,0
369,843,919,857,GSTIN: 33AAFCR4022H1ZR,0
437,911,853,938,TAX INVOICE,0
103,1026,624,1054,No : Y05/BC-22,0
968,1097,1204,1121,Time : 15:04,6
104,1131,463,1149,DATE : 25/12/2019,6
105,1194,594,1209,Sr.No : S19Y05VF0032650,4
108,1257,760,1259,Place of Supply : Chennai - 42 - 600042,0
110,1296,512,1311,Delivery : Ex Showroom,0
109,1338,587,1357,State/Code : Tamil Nadu/33,0
114,1443,185,1469,SNO,0
246,1439,316,1464,HSN,0
376,1433,443,1459,GST,0
563,1426,649,1451,RATE,0
740,1419,808,1449,QTY,0
861,1415,922,1440,PCS,0
975,1407,1230,1429,SM AMOUNT,0
234,1526,315,1551,5210,0
405,1519,476,1546,5,0
521,1515,643,1543,770,0
745,1507,814,1531,1,0
118,1584,662,1603,TKJ90094/7/9 ChuditerlaT,8
595,1568,658,1597,Tlat,0
1111,1549,1223,1574,770,0
239,1641,319,1667,5210,0
409,1635,471,1666,5,0
775,1616,826,1653,0,0
123,1699,501,1717,TKIC0035/2/22 ue,8
575,1680,624,1717,ate,0
1115,1664,1228,1689,690,0
126,1761,145,1788,3,0
242,1756,323,1781,6307,0
130,1816,542,1838,KKJ70118/1/62 Ch,8
537,1793,614,1831,Mat,0
1119,1780,1232,1805,900,0
134,1912,344,1947,TOTAL,9
423,1900,791,1936,Sold Pcs : 3,0
988,1880,1233,1913,2360,10
134,2020,367,2049,Tax Summary,
138,2109,558,2123,GST TAXABLE VALUE,
632,2091,719,2117,CGST,
803,2085,887,2110,SGST,
975,2078,1050,2105,IGST,
1133,2073,1246,2098,TOTAL,
142,2197,159,2224,5,
436,2186,568,2209,2247.61,
649,2178,739,2203,56.19,
820,2173,910,2198,56.19,
956,2168,1027,2193,0,
1119,2162,1251,2185,2360,
143,2284,255,2310,TOTAL,
439,2274,571,2297,2247.61,
652,2266,742,2291,56.19,
823,2261,1030,2281,56.19 0.00,
1122,2249,1254,2273,2360,
757,2376,1245,2417,Rs. 2360.00,
876,2482,1255,2499,RMKV Fabrics Pvt. Ltd.,
899,2587,1260,2612,Authorized Signatory,
383,2662,1037,2668,Goods once sold cannot be taken back,
538,2699,884,2720,Thanks for your visit,
623,2741,801,2778,Visit again,
321,2802,1108,2804,SAVE MORE WITH YOUR BONUS CARD TODAY,
330,2857,1102,2866,"www.rmkv.com, email: feedbackrmkv.com",
365,2902,1071,2907,"R.O.:176F,Trivandram Road,Vannarpettai",
560,2940,878,2960,Tirunelveli-627003,
169,3050,380,3073,Customer Copy,
652,1846,649,1578,Rmkv,
721,1802,699,1585,VELACHERY,
620,156,491,375,9645,
