xmin,ymin,xmax,ymax,Object,label
109,262,550,279,RmKV Fabrics Pvt. Ltd.,1
220,296,448,306,"S-55,S-56,S-57,5-58",2
154,311,522,334,"Phoenix Market Clty,Velachery",2
205,337,470,352,Chennal - 42 - 600042,2
230,365,449,383,Ph: 044-66513500,0
147,401,527,418,CIN: U52300TN2011PTC081630,0
176,435,499,452,GSTIN: 33AAFCR4022H1ZR,0
217,480,459,503,TAX INVOICE,0
14,551,368,573,No : Y04/AR-1001,0
16,618,227,631,DATE : 22/12/2019,6
17,658,301,669,Sr.No : S19Y04VF0000402,4
518,606,649,615,Time : 18:03,6
19,697,394,703,Place of Supply : Chennai - 42 - 600042,0
21,722,254,732,Delivery : Ex Showroom,0
21,749,295,756,State/Code : Tamil Nadu/33,0
25,811,65,824,SNO,0
100,808,140,823,HSN,0
176,806,212,820,GST,0
280,802,329,816,RATE,0
379,799,416,812,QTY,0
447,796,480,811,PCS,0
509,793,539,807,SM,0
564,791,658,801,AMOUNT,0
94,860,140,873,5208,0
191,856,230,869,5,0
257,854,318,866,743,0
380,848,419,861,1,0
512,844,570,857,26474,0
28,893,175,908,CAJ90009/9/10,0
202,887,378,896,COTTON BIT ICON,8
588,873,650,886,743,0
32,950,148,968,TOTAL,9
195,943,393,958,Sold Pcs : 1,0
533,929,650,950,743,10
31,1014,161,1028,Tax Summary,
33,1066,69,1080,GST,
112,1062,267,1073,TAXABLE VALUE,
310,1055,359,1068,CGST,
406,1050,455,1064,SGST,
504,1046,547,1061,IGST,
597,1044,659,1057,TOTAL,
35,1118,44,1133,5,
209,1108,275,1126,707.62,
319,1106,369,1119,17.69,
416,1102,466,1116,17.69,
492,1098,532,1112,0,
598,1097,663,1111,743,
323,1155,370,1173,17.69,
208,1137,314,1210,101.34ID,
36,1168,97,1181,TOTAL,
417,1153,467,1166,17.69,
493,1150,534,1163,0,
599,1147,663,1160,743,
187,1189,307,1287,RMKV,
240,1177,325,1245,IVERED,
183,1235,279,1299,VELACHERY,
407,1218,654,1242,Rs. 743.00,
445,1283,659,1290,RmKV Fabrics Pvt. Ltd.,
457,1341,662,1356,Authorized Signatory,
166,1386,533,1389,Goods once sold cannot be taken back,
253,1410,447,1419,Thanks for your visit,
301,1436,399,1449,Visit again,
129,1469,574,1472,SAVE MORE WITH YOUR BONUS CARD TODAY,
134,1509,571,1507,"www.rmkv.com, email: feedbackrmkv.com",
152,1531,553,1534,"R.O.:176F,Trivandram Road,Vannarpettai",
262,1556,441,1565,Tirunelveli-627003,
