xmin,ymin,xmax,ymax,Object,label
923,360,1176,330,RAKV,0
105,530,1172,546,RmKV Fashion Garment Pvt. Ltd,1
444,592,836,625,"S-55,S-56,S-57,S-58",2
323,645,962,668,"Phoenix Market City,Velachery",2
421,694,864,714,Chennal - 42 - 600042,2
462,744,827,765,Ph: 044-66513500,0
327,800,966,814,CIN: U52322TN2011PTC081566,0
375,849,920,867,GSTIN: 33AAFCR4023G1ZS,0
442,916,856,944,TAX INVOICE,0
107,1029,626,1067,No : YO5/RG-40,0
970,1104,1205,1127,Time : 18:49,6
106,1134,466,1153,DATE : 27/12/2019,6
107,1197,604,1212,Sr.No : S19Y05VG0009568,4
107,1260,761,1268,Place of Supply : Chennai - 42 - 600042,0
109,1303,513,1316,Delivery : Ex Showroom,0
110,1343,587,1364,State/Code : Tamil Nadu/33,0
561,1433,646,1460,RATE,0
738,1429,807,1459,QTY,0
860,1425,920,1450,PCS,0
982,1419,1228,1441,SM AMOUNT,0
112,1449,183,1476,SNO,0
243,1444,313,1470,HSN,0
374,1440,439,1467,GST,0
518,1523,629,1547,310,0
743,1511,811,1544,1,0
977,1509,1057,1534,8269,0
230,1531,312,1558,6404,0
1108,1562,1219,1587,310,0
116,1592,551,1608,CCICO068/1/150 SHOES,8
111,1687,337,1731,TOTAL,9
435,1676,779,1721,Sold Pcs :1,0
1003,1658,1227,1706,310,10
119,1760,353,1794,Tax Summary,
616,1835,703,1860,CGST,
787,1829,871,1856,SGST,
959,1824,1033,1851,IGST,
1117,1820,1230,1845,TOTAL,
122,1850,187,1878,GST,
266,1844,541,1866,TAXABLE VALUE,
671,1918,730,1952,38,
540,1900,677,2071,APAID,
824,1917,894,1943,7.38,
940,1914,1010,1939,0,
1123,1908,1234,1933,310,
471,1925,675,2147,thVERED,
125,1937,143,1964,5,
825,2004,1012,2027,7.38 0.00,
1125,1996,1236,2021,310,
502,2021,622,2185,ImKV,
439,2063,602,2220,VELACHERY,
125,2024,237,2050,TOTAL,
763,2091,1232,2157,Rs. 310.00,
681,2217,1235,2230,RMKV Fashion Garment Pvt. Ltd.,
878,2317,1239,2344,Authorized Signatory,
361,2390,1014,2400,Goods once sold cannot be taken back,
516,2428,862,2452,Thanks for your visit,
600,2469,777,2509,Visit again,
297,2528,1083,2536,SAVE MORE WITH YOUR BONUS CARD TODAY,
306,2586,1076,2599,"www.rmkv.com, email: feedbackrmkv.com",
339,2629,1045,2649,"R.O.:176F,Trivandram Road,Vannarpettai",
534,2671,850,2694,Tirunelvell-627003,
142,2776,352,2801,Customer Copy,
