xmin,ymin,xmax,ymax,Object,label
499,222,644,197,PHAKV,0
135,296,551,312,RMRY rabrits rvt. Ltd.,1
240,325,452,352,"S-55,S-56,S-57,S-58",2
173,352,519,373,"Phoenix Market City,Velachery",2
227,379,467,394,Chennai - 42 - 600042,2
247,403,447,416,Ph: 044-66513500,0
170,424,524,437,CIN: U523OOTN2011PTC081630,0
196,443,500,461,GSTIN: 33AAFCR4022H1ZR,0
235,484,464,505,TAX INVOICE,0
55,553,331,566,No : Y05/EP-55,0
58,614,253,624,DATE : 23/12/2019,6
527,599,652,620,Time : 20:28,6
61,651,321,653,Sr.No : S19Y05VF0032407,4
64,686,410,678,Place of Supply : Chennai - 42 - 600042,0
67,710,282,716,Delivery : Ex Showroom,0
70,735,321,736,State/Code : Tamil Nadu/33,0
69,789,106,801,SNO,0
141,786,177,799,HSN,0
211,784,246,797,GST,0
311,780,352,790,RATE,0
402,769,436,785,QTY,0
467,771,498,785,PCS,0
525,774,552,788,SM,0
579,776,660,793,AMOUNT,0
134,834,176,848,5407,0
226,832,263,846,5,0
289,831,355,838,1100,0
403,819,494,836,1.00 1,0
531,820,572,835,7797,0
71,868,292,876,CEJA0120/5/7 SAREES,8
592,851,659,870,"1100,00",0
72,900,82,915,2,0
135,899,178,912,5407,0
228,896,265,909,5,0
291,895,357,902,1545,0
406,884,442,898,1,0
525,881,575,899,7797,0
73,932,293,939,CEJCO163/9/6 SAREES,8
594,918,668,934,1545,0
79,985,190,1003,TOTAL,9
234,981,422,992,Sold Pcs : 2,0
534,969,660,992,2645,10
82,1044,204,1059,Tax Summary,
79,1091,112,1104,GST,
155,1088,308,1100,TAXABLE VALUE,
328,1084,390,1098,GST,
433,1080,476,1094,SGST,
524,1078,561,1093,IGST,
606,1077,662,1092,TOTAL,
77,1139,86,1154,5,
233,1131,327,1150,"2519,05",
339,1134,399,1148,52.97,
436,1129,491,1145,62.97,
517,1127,553,1140,0,
602,1125,668,1138,2645,
78,1188,137,1201,TOTAL,
235,1179,309,1205,2519.05,
340,1176,493,1192,"62,97 62.97",
519,1176,557,1189,0,
606,1172,673,1184,2645,
397,1241,671,1262,Rs. 2645.00,
476,1321,677,1324,RmKV Fabrics Pvt. Ltd.,
488,1375,676,1379,Authorized Signatory,
214,1418,558,1409,Goods once sold cannot be taken back,
295,1441,478,1440,Thanks for your visit,
342,1464,436,1470,Visit again,
185,1490,599,1481,SAVE MORE WITH YOUR BONUS CARD TODAY,
192,1520,597,1511,"www.rmkv.com, email: feedbackrmkv.com",
211,1541,581,1537,"R.O.:176F,Trivandram Road,Vannarpettai",
313,1564,480,1566,Tirunelveli-627003,
110,1605,221,1616,Customer Copy,
300,1140,302,1257,tAgIERY,
