xmin,ymin,xmax,ymax,Object,label
228,319,699,340,Burger King India Pvt. Ltd.,1
105,365,845,381,"Unit No. S-40, Second Floor, Phoenix Marke",2
256,402,681,425,"No.142, Velachery Chennai",2
352,447,600,471,RETAIL INVOICE,0
371,486,563,513,4466653840,0
266,578,671,598,GST NO. 33AAFCB7044K2ZN,0
107,664,618,684,Invoice No. 22040 003 0073669,4
322,748,600,773,Order380,0
109,837,336,865,Host: Akshaya,0
108,876,250,908,Order380,0
676,829,850,854,28-12-2019,6
729,871,851,897,3:52 PM,6
765,916,845,942,30181,0
110,966,461,991,Order Type: Dine In,0
766,1045,851,1071,69,0
110,1051,374,1076,2CrispyVegfor69,8
129,1093,214,1121,Items,0
129,1139,303,1164,CRISPY VEG,0
129,1181,303,1206,CRISPY VEG,0
110,1222,375,1252,2CrispyVegfor69,8
130,1266,215,1294,Items,0
767,1217,853,1243,69,0
130,1311,305,1337,CRISPY VEG,0
130,1352,306,1377,CRISPY VEG,0
112,1396,375,1421,2CrispyVegfor69,8
130,1438,216,1465,Items,0
131,1480,305,1507,CRISPY VEG,0
130,1523,305,1550,CRISPY VEG,0
768,1392,854,1418,69,0
113,1568,375,1593,2CrispyVegfor69,8
130,1610,217,1637,Items,0
131,1652,305,1678,CRISPY VEG,0
130,1694,305,1721,CRISPY VEG,0
769,1565,854,1590,69,0
125,1733,429,1765,2 KING FRY 89.00,8
113,1783,588,1809,4 Limey Fizz 300 ml 49.00,8
753,1737,854,1763,178,0
753,1781,854,1807,196,0
114,1868,247,1896,Subtotal,0
752,1867,855,1893,650,0
113,1955,340,1982,CGST 2.5 Tax,0
770,1954,854,1981,16.25,0
114,2040,340,2067,SGST 2.5 Tax,0
772,2039,855,2065,16.25,0
113,2126,269,2154,Total Tax,0
769,2126,855,2152,32.5,0
113,2256,556,2283,Dine In Tota1,9
645,2256,851,2283,682.5,10
113,2341,269,2368,Plutus CC,
698,2340,854,2367,Rs.682.50,
148,2382,340,2410,Auth:389133,
169,2512,799,2542,Service Category: Restaurant Service,
359,2557,587,2585,SAC Code 9963,
253,2597,711,2629,CIN: U55204MH2013FTC249986,
377,2686,586,2713,Check Closed,
181,2727,764,2756,Share your feedback get 10 off,
181,2770,764,2805,Visit: www.ind.tellburgerking.com,
340,2814,621,2843,Store ID : 22040,
234,2859,710,2887,Code :154-822-120-180-214-0,
127,2902,811,2931,Write Discount code after Survey below.,
306,2944,386,2973,Code:,
208,2987,746,3015,Handover the bill for Discount,
234,3034,705,3060,Discount vaild for 30 days.,
