xmin,ymin,xmax,ymax,Object,label
128,259,409,269,Burger King India Pyt. Ltd.,1
64,276,495,293,"Unit No. S-40, Second Floor, Phoenix Marke",2
152,301,400,326,"No.142,Velachery Chennai",2
200,328,339,357,RETAIL INVOICE,0
208,365,318,384,4466653840,0
151,409,390,435,GST NO. 33AAFCB7044K2ZN,0
69,464,347,492,Invoice No. 22040 001 0001012,4
176,528,336,546,Order175,0
60,572,222,596,Host: Vimalkumar,0
380,583,479,599,31-12-2019,6
402,609,480,627,11:19 PM,6
53,608,132,626,Order175,0
441,637,480,654,10076,0
63,653,273,683,Order Type: Take Away,0
59,706,285,731,2 King Egg Max 79.00,8
58,734,385,757,3 Crispy Chicken-Makhani 70.00,8
52,770,238,784,CRISPY VEG SUPREME,8
51,797,151,809,Reg Pepsi,8
423,717,480,734,158,0
421,743,479,761,210,0
430,762,490,783,55,0
478,816,460,799,0,0
50,851,126,868,Subtotal,0
418,854,477,871,496,0
56,893,180,922,CGST 2.5 Tax,0
435,896,490,919,12.4,0
61,948,179,976,SGST 2.5 Tax,0
428,952,487,975,12.4,0
58,1003,144,1026,Total Tax,0
427,1017,476,1035,24.8,0
47,1092,138,1110,Total,9
354,1096,474,1116,520.8,10
52,1135,148,1159,Plutus CC,
70,1163,182,1188,Auth:678371,
384,1151,475,1170,Rs.520.80,
86,1244,442,1277,Service Category: Restaurant Service,
193,1274,318,1302,SC Code 9963,
134,1298,399,1325,CIN: U55204MH2013FTC249986,
204,1351,326,1377,Check Closed,
93,1378,428,1408,Share your feedback get 10 off,
94,1404,420,1442,Visit: www.ind.tellburgerking.com,
186,1434,336,1463,Store ID : 22040,
126,1458,388,1492,Code :634-722-020-110-322-0,
58,1483,456,1517,Write Discount code after Survey below.,
155,1524,205,1543,Code:,
102,1550,407,1576,Handover the bill for Discount,
117,1567,384,1601,Discount vaild for 30 days.,
