xmin,ymin,xmax,ymax,Object,label
180,73,502,90,Burger King India Pvt. Ltd.,1
95,109,584,118,"Unit No. S-40, Second Floor, Phoenix Marke",2
205,126,473,157,"No.142, Velachery Chennai",2
260,156,426,182,RETAIL INVOICE,0
266,196,394,208,4466653840,0
202,240,460,272,6ST NO. 33AAFCB7044K2ZN,0
96,302,425,327,Invoice No. 22040 001 0000528,4
258,360,423,385,Orderl02,0
85,430,258,446,Host: Gayathri,0
457,427,576,444,28-12-2019,6
493,456,574,468,3:40 PM,6
517,484,575,499,10103,0
85,459,176,479,Order102,0
98,510,336,542,Order Type: Take Away,0
82,577,301,601,2CrispyVegWrapfor89,8
149,627,94,607,SWAI,0
94,638,263,659,Crispy Veg Wrap,0
94,666,264,688,Crispy Veg Wrap,0
91,686,392,708,2 CHOCO PIP SOFTIE 25.00,8
509,691,566,708,50,0
90,740,180,765,Subtotal,0
497,750,564,766,139,0
89,797,225,826,CGST 2.5 Tax,0
516,805,561,822,3.48,0
86,855,224,883,SGST 2.5 Tax,0
516,854,569,875,3.48,0
84,913,186,938,Total Tax,0
557,942,513,920,969,0
525,1000,564,1023,0.04,0
71,1009,127,1029,Round,0
72,1038,388,1055,Take Away Tota,9
72,1095,115,1112,Cash,
450,1097,555,1115,Rs.200.00,
67,1152,201,1172,Change,
99,1211,527,1227,Service Category: Restaurant Service,
233,1231,375,1259,SAC Code 9963,
163,1260,456,1290,CIN: U55204MH2013FTC249986,
233,1332,372,1350,Check Closed,
111,1351,490,1384,Share your feedback get 10 off,
113,1379,501,1411,Visit: www.ind.tellburgerking.com,
215,1412,392,1445,Store ID : 22040,
145,1444,452,1479,Code :354-022-120-180-212-0,
68,1474,522,1516,Write Discount code after Survey below.,
194,1508,245,1538,Code:.,
113,1550,475,1579,Handover the bill for Discount,
132,1572,454,1609,Discount vaild for 30 days.,
