xmin,ymin,xmax,ymax,Object,label
222,312,697,346,Burger King Indla Pvt. Ltd.,1
99,356,840,384,"Unit No. S-40, Second Floor, Phoenix Marke",2
259,399,675,428,"No.142,Velachery Chennai",2
346,442,592,470,RETAIL INVOICE,0
364,487,556,515,4466653840,0
259,572,664,600,GST NO. 33AAFCB7044K2ZN,0
99,658,609,686,Invoice No. 22040 002 0020177,4
309,745,591,772,Order278,0
99,830,379,857,Host: Vimalkumar,0
99,873,238,900,Order278,0
666,830,840,859,25-11-2019,6
718,874,842,907,5:17 PM,6
99,963,452,990,Order Type: Dine In,0
100,1049,380,1076,PANEER KING MELT,8
135,1092,345,1120,Cheese Slice,8
105,1133,410,1164,Fiery Chicken 4INI,8
118,1178,205,1205,Items,0
739,1049,841,1076,119,0
755,1092,840,1118,20,0
736,1137,840,1164,279,0
119,1220,346,1248,Fiery Chicken,0
154,1267,593,1295,Fiery Chicken Extra Patty,8
153,1310,363,1338,Cheese Slice,8
117,1353,398,1380,New Cheesy Fries,0
117,1396,268,1423,Reg Pepsi,0
755,1267,841,1293,70,0
755,1308,841,1336,20,0
135,1451,450,1467,K SUNDAE CHOCOLATE,0
100,1482,274,1511,Hash Brown,8
755,1482,841,1509,39,0
100,1582,233,1609,Subtotal,0
736,1582,840,1608,547,0
100,1671,327,1693,CGST 2.5 Tax,0
757,1666,840,1688,13.68,0
99,1760,326,1777,SGST 2.5 Tax,0
755,1754,839,1773,13.68,0
102,1834,257,1861,Total Tax,0
755,1830,840,1857,27.36,0
103,1956,546,1991,Dine In Total,9
633,1961,839,1989,574.36,10
103,2062,260,2080,Plutus CC,
686,2058,843,2077,Rs.574.36,
140,2097,331,2123,Auth:F55969,
157,2235,792,2252,service tategury: Restaurant service,
352,2267,579,2295,SAC Code 9963,
246,2309,703,2337,CIN: U55204MH2013FTC249986,
369,2400,579,2428,Check Closed,
174,2441,755,2472,Share your feedback get 10 off,
175,2483,756,2514,Visit: www.ind.tellburgerking.com,
322,2527,613,2555,Store ID : 22040,
227,2570,681,2605,Code :974-721-120-150-213-,
120,2612,802,2645,Write Discount code after Survey below.,
296,2657,377,2687,Code:,
208,2700,736,2733,Handover the bill for Discount,
225,2739,696,2776,Discount vaild for 30 days.,
