xmin,ymin,xmax,ymax,Object,label
215,25,358,47,Hax Invoice,0
167,45,241,77,Globus,1
321,43,414,56,Pvt Ltd,1
38,65,540,74,"Phcenix Market City F-31, Indira Gandhi Naga",2
29,100,183,140,"r, Velachery.",2
123,133,488,154,"Chenrai, Tamil Madu, 6100042, India.",2
171,176,402,216,Phone:IN-0446115304,0
179,208,413,244,GSTIN:33AABC0357901Z3,0
42,234,212,270,Duplicate No :0,0
44,271,358,317,Invoica No :19/047/05/001219,4
46,301,164,335,Cust.Name :,0
43,336,221,373,Cust.Contact No:,0
43,367,176,398,Cust.GSTIN:,0
44,403,301,436,Card Num :1111XXXX4586.,0
44,437,215,462,Counter No :-05,0
45,470,343,497,Date :-18/11/2019 22:05:33,6
46,503,274,530,Cashier No :-Emp4712,0
47,539,298,565,Ref :-04705181119/0023,0
174,296,497,383,tobus,0
52,675,596,698,Item Code/Taxes HSN Code Mrp Qty Disc Total,0
42,724,148,741,3369995,8
42,747,107,764,Sty le:,0
40,773,70,794,PR:,0
66,799,116,820,CGST,0
210,725,303,741,61091000,0
332,724,375,741,1699,0
403,725,603,743,1.0 649. 1049.50,0
221,774,303,794,1034.22,0
158,800,291,822,1.50 15.28,0
217,862,302,883,1049.5,0
49,925,133,960,2370258,0
56,964,87,991,le:,0
200,928,631,959,61091000 -1299 1.0 649. 649.50,0
279,1030,445,1046,2.5 2046.20,0
493,1012,561,1045,5t. 15,0
294,1097,550,1111,Tatal : 2046.20 5T.15,0
314,1195,377,1216,Round:,0
538,1181,582,1203,0,0
74,1213,257,1227,Items/Qty:4/4.00,0
76,1248,244,1259,Promo Discount:,0
80,1282,167,1299,Net Due:,9
507,1218,585,1236,2598,10
511,1252,589,1270,3198,
73,1348,312,1358,Amcunt: Paid by card,
87,1385,266,1396,Amaunt Returned:,
353,1327,567,1408,bus,
517,1317,597,1342,3198,
541,1349,601,1376,0,
227,1549,488,1559,Thank You. Visit Aain.,
221,1582,491,1589,Inclusive of all taxes.,
