xmin,ymin,xmax,ymax,Object,label
151,118,240,140,Tax Invoice,0
108,141,282,161,Globus Stores Pvt Ltd,1
6,162,375,185,"Phcenix Market City,F-31. Ind ra Gndhl Naga",2
3,188,108,208,"r, Velachery",2
71,214,334,234,"Chennai,lamil Nadu, G00042,India.",2
110,238,275,254,Phone:IN-04481153004,0
110,261,286,278,GSTIN:33A4BCG35790123,0
14,284,135,300,Duplicate No :0,0
12,308,244,329,Invoice No :19/0147/05/000025,4
11,331,169,353,Cust.ame :Maythily,0
11,356,233,378,Cust.Contact No:984 1624505,0
11,380,118,404,Cust.GSTIN :,0
16,408,194,424,card Num :5105xxx1151,0
17,434,139,449,Counter No :-05,0
137,313,362,448,Dus,0
17,459,230,473,Date :-01/11/2019 20:42:24,6
18,483,182,497,Cashier No :-Emp4712,0
19,507,199,522,Ref :04705011119/0025,0
22,603,405,611,Item Code/Taxes HSN Code Mrp Qty Disc Total,0
22,645,95,663,0033B1935,8
24,672,69,691,Style:,0
24,697,44,712,PR:,0
49,720,80,734,SGST,0
48,743,80,758,CGST,0
138,647,407,658,62063000 1299 1.0 500. 798.34,0
149,694,195,710,760.32,0
107,719,193,733,2.50 19.01,0
107,742,195,755,2.50 19.01,0
198,774,365,839,bus,0
158,785,205,798,798.34,0
20,874,129,890,Tax Summary :,0
133,898,164,914,CGST,0
192,898,223,913,Fate,0
178,919,214,939,2.5,0
251,898,314,915,Base Ant,0
259,921,307,935,760.32,0
345,896,398,915,TaxAmt,0
353,921,388,935,19.01,0
186,967,307,983,Total : 760.32,0
336,968,372,984,19.01,0
132,1017,396,1030,SGST Fate BaseAmt TaxLAmt,0
260,1040,307,1056,760.32,0
183,1041,207,1057,2.5,0
352,1039,388,1053,"19,01",0
343,1071,390,1072,--....,0
193,1088,307,1103,"Total : 760,32",0
336,1087,371,1101,19.01,0
368,1157,399,1171,"0,00",0
352,1180,399,1196,402.69,0
349,1202,398,1220,798,10
202,1159,248,1177,Found:,0
25,1164,158,1181,Items/Qty:1/1.00,0
40,1189,147,1203,rcmo Discount:,0
25,1212,88,1226,Net Dua:,9
359,1269,146,1197,Shqo,
80,1182,397,1278,alobust,
28,1253,192,1263,Amcunt Patd by card,
29,1273,156,1287,AmaLunt Returned:,
343,1246,398,1267,198,
361,1269,397,1286,0,
122,1385,303,1403,Thank You. Visit Again.,
121,1408,304,1428,"Inclusive of all taxes,",
28,1434,395,1446,No Exchange and No Refund on Discounted Items,
119,1453,304,1471,pIWA.globusfshions.com,
