xmin,ymin,xmax,ymax,Object,label
153,211,742,397,globus,0
352,509,546,543,Tax Invoice,0
265,560,634,592,Globus Stores Pvt Ltd,1
51,608,829,641,"Phoenix Market City,-31-Indira fiandhi Naga",2
45,658,264,696,"r, Velachery",2
176,708,745,745,"Chenna il, Tam Na lu, 00042,Idia.",2
255,755,625,794,Phpne:IN 044611S004,0
254,803,634,838,GSTIN:33AABCG357901Z3,0
38,852,319,898,Duplictte to :0,0
56,906,545,935,Invaice No :19/047/01/002225,4
53,954,370,988,Cust. Name :kishore,0
53,1001,516,1044,Cust.Contact No:9710070430,0
50,1050,268,1095,Cust.GTIN :,0
54,1102,448,1145,"Card Num :1111xXxx5030,",0
54,1155,318,1191,Counte NO T-01,0
41,1199,517,1243,Date :-15/12/2019 2 12:52,6
53,1248,405,1288,Cashier NoEmp4782,0
54,1302,447,1337,Ref :-4701151219/0013,0
310,1102,745,1246,obus,0
57,1500,879,1531,Item Cade/Taxes HSN Code MrpAty Dis Total,0
301,1590,558,1634,6206OSUO 129,0
56,1593,222,1636,003473/82,8
55,1646,153,1679,Style:,0
55,1695,100,1732,PR:,0
101,1740,428,1787,CGSF2.50 14.85,0
107,1795,424,1829,SGST 2.50 14.85,0
355,1597,451,1631,60000,0
514,1592,709,1632,"99,1.0 67",0
665,1593,884,1632,G75. 623.52,0
311,1692,423,1729,593.82,0
337,1894,442,1927,623.52,0
52,1987,211,2025,003367 75,8
54,2042,153,2074,Style:,0
53,2090,101,2127,PR:,0
106,2136,175,2176,CGST,0
301,1991,884,2031,"61091000, 999. 1.0 519, 479.52",0
83,2040,756,2138,alobus,0
308,2086,428,2129,466.69,0
220,2136,422,2172,30 11.42,0
106,2190,158,2222,SGS,0
218,2189,432,2222,2.5011.42,0
337,2287,439,2321,479.52,0
298,2381,882,2418,61091000 1049 10 545. 503.52,0
53,2385,229,2418,3370026,8
53,2428,163,2479,Style:,0
53,2484,98,2519,PR:,0
105,2531,175,2572,CGST,0
79,2472,765,2597,Eoobus,0
309,2482,423,2523,478.54,0
219,2529,429,2576,2.50 1.99,0
106,2584,167,2619,SGST,0
216,2582,422,2618,Z50 11.99,0
336,2682,439,2714,503.52,0
52,2877,274,2913,Tax Sumary :,0
272,2925,342,2964,CGST,0
171,2911,758,3074,grobus,0
517,2928,673,2966,"Be Amt,",0
529,2975,650,3017,1580.04,0
717,2930,844,2967,XLAmt,0
734,2976,827,3017,yal26,0
418,3073,812,3118,"etl1690.04 38,26",0
281,3176,666,3208,SGST Rate Base Amt,0
386,3225,437,3260,2.5,0
724,3175,842,3215,TaxAmt,0
740,3225,825,3260,38.26,0
532,3224,648,3261,1530.04,0
405,3323,813,3370,Total : 1530.04 3 26,0
163,3327,783,3496,lalobus,0
52,3464,330,3511,Items/ty:37300,0
37,3514,319,3555,Promo Discount:,0
37,3566,183,3603,Net Due:,9
410,3468,520,3506,Round:,0
774,3467,844,3506,0,0
714,3517,842,3555,138.8,0
725,3572,843,3604,1607,10
37,3665,400,3703,Amount Paid by card,
49,3719,324,3757,Amount Returned:,
724,3670,843,3704,1607,
757,3720,842,3756,0,
198,3806,738,3958,globus,
239,3959,643,4003,Thank You Visit Again.,
244,4014,640,4049,Inclusive of all taxes.,
39,4062,841,4097,No Exchange and No Refund on Discounted Items,
241,4112,629,4151,Www.globusfashions.com,
174,4245,775,4377,globus,
