xmin,ymin,xmax,ymax,Object,label
310,280,517,321,Tax Invoice-,0
220,327,590,366,Globus Stores Pvt i.td,1
5,379,785,421,"Phoenix Market City,F-31, Indira Gandhi Naga",2
5,429,225,474,"r, Velachery",2
130,479,693,517,"Chennai, Tamil Nadu,600042,Inndia.",2
220,527,571,562,Phone IN-0416 153004,0
206,571,592,615,GSTIN:33AABCG35T90173,0
9,621,277,666,Duplicate No :0,0
9,726,197,767,Cust.Name:,0
8,780,286,811,Cust.ContactNo:,0
203,867,83,827,: NIS9,0
181,918,46,871,: urN p,0
10,926,274,965,Counter No :-01,0
10,976,470,1010,Date :-11/12/2019 18:53:40,6
11,1023,368,1058,Cashier No :-Emp4712,0
12,1074,405,1127,Ref :-0470 11219 Q07,0
13,1276,840,1301,Item Code/Taxes HSM Cade Mrp Qty Disc Total,0
255,1372,857,1404,61091000 1299 1.0 0.0 1299.00,0
14,1375,172,1412,3446138,8
15,1419,115,1458,Style:,0
279,1465,418,1510,"1159,82-",0
406,1703,302,1669,667,0
18,1768,177,1809,3416248,8
20,1817,120,1854,Style:,0
267,1770,849,1794,61091000 1599 1.0 1299 300.00,0
288,1868,390,1903,285.72,0
73,1915,393,1961,"CGST 12,50 7.4",0
411,2101,309,2066,0,0
22,2164,182,2210,3430782,8
23,2217,125,2263,Style:,0
23,2272,74,2305,PR:,0
81,2321,148,2354,CGST,0
273,2166,607,2193,61091000 1699 1.0,0
663,2159,856,2191,0.0 1699.00,0
295,2266,415,2304,1516.96,0
149,2354,81,2320,IS90,0
204,2317,397,2354,6.00 91.02,0
28,2665,259,2699,Tax Summary :,0
513,2706,651,2746,BaseAmt,0
523,2751,647,2789,785.72,0
504,2838,637,2837,2676.78,0
388,2714,458,2744,Rate,0
708,2706,828,2737,TaxAmt,0
709,2792,813,2850,"160,61",0
376,2901,816,2943,Fotal6250 167.75,0
656,2941,525,2903,A7967,0
271,3013,833,3034,SGST Rate Base Amt Tax Amt,0
538,3058,642,3089,285.72,0
521,3106,644,3138,2676.78,0
751,3050,818,3084,7.14,0
720,3102,816,3134,160.61,0
427,3207,821,3235,otal : 2967.50 167.75,0
788,3207,696,3197,tat . ..,0
41,3360,329,3401,Items/Qty:3/3:00,0
41,3411,317,3443,Promo Discount:,0
40,3462,183,3498,Net Due:,9
410,3355,520,3390,ROind:,0
723,3450,845,3481,3298,10
724,3548,849,3580,3299,
45,3565,404,3591,Amount Paid by Cash,
41,3615,328,3641,Amount Returned:,
252,3848,658,3887,Thank You. Visit Again.,
256,3904,653,3929,Inclusive of all taxes.,
54,3962,856,3976,No Exchange and No Refund on Discounted Items,
257,4005,646,4036,WWW.globusfashions.com,
