xmin,ymin,xmax,ymax,Object,label
304,279,496,315,Tax Invoice,0
214,328,583,366,Globus Stores Pvt Ltd,1
4,370,778,426,"Phoenix Market City,F-31/ Indira Gandhi Naga",2
4,421,218,468,"r, Velachery,",2
114,470,690,519,"Chennai,Tamil Nastu, 600042,India.",2
214,522,564,561,Phone:IN-04161153004,0
212,572,583,611,GSTIN:33AABCG3579Q1Z3,0
6,615,264,655,Duplicate No :0,0
9,665,493,714,Invaice No :19/047/01/001298,4
10,715,189,754,Cust.Name :,0
7,764,281,813,Cust.ContactNo:,0
7,815,218,856,Cust.GSTIN :,0
8,865,408,905,"Card Num :1111xkx4381,",0
10,913,264,952,Counter No -01,0
8,965,461,1001,Date :-16/11/2019 22:03:12,6
9,1015,351,1057,Cashier No :-emp4756,0
8,1068,388,1105,Ref :-04701161119/0045,0
10,1259,827,1302,"Item Code/Taxes HSN Code, Mrp Oty Qisc-Total",0
241,1355,694,1392,61170000 399. 1.0 119.,0
11,1358,161,1397,3290393,8
12,1410,116,1457,Style:,0
12,1457,51,1498,PR:,0
57,1513,249,1545,CGST 2.50,0
58,1563,126,1592,SGST,0
270,1462,373,1494,266,0
304,1511,373,1544,6.65,0
182,1562,374,1591,2.50 6.65,0
287,1657,393,1690,279.3,0
16,1855,236,1891,Jax Summary :,0
239,1905,306,1939,CGST,0
362,1904,625,1944,Rate Base Amt,0
682,1903,800,1934,TaxAmt,0
716,1952,786,1982,6.65,0
346,1953,395,1987,2.5,0
504,1953,609,1983,266,0
358,2046,732,2081,Total 266.00 6.65,0
241,2147,311,2186,SGST,0
365,2150,804,2190,Rate Base Amt Tax-Ant,0
335,2201,411,2239,2.5,0
489,2193,619,2239,Z66 00,0
719,2196,787,2230,6.65,0
367,2297,612,2328,Total : 266.00,0
668,2296,734,2327,6.65,0
51,2447,308,2489,tems/Qty:1/1.00,0
20,2496,273,2532,Promo Discount:,0
21,2547,150,2582,Net Due:,9
739,2442,808,2475,0,0
708,2494,809,2524,119.7,0
706,2540,810,2576,279,10
385,2446,485,2478,Round:,
21,2645,374,2689,Amount Paid by card,
22,2695,294,2729,Amount Returned:,
707,2640,810,2674,279,
743,2689,812,2723,0,
215,2942,615,2975,Thank You. Visit Again.,
218,2990,615,3020,Inclusive of all taxes.,
25,3041,815,3067,No Exchange and No Refund on Discounted Items,
210,3090,612,3124,www.globusfashions.com,
