xmin,ymin,xmax,ymax,Object,label
288,275,507,316,Tax Invoice,0
222,326,593,364,Globus Stores Pvt Ltd,1
6,373,787,413,"Phoenix Market City,F-31, Indira Gandhi Naga",2
5,420,221,465,"r, Velachery",2
123,473,694,510,",Chennai,Tamil Nadu,600042,India.",2
223,523,574,559,Phoner IN-0446 153004,0
215,570,593,616,GSTIN 33AABCG35790123,0
7,620,275,663,Duplicate No :0,0
7,664,518,713,Invoice No :19/647/017002030,4
20,719,235,764,Cust.Name :-,0
9,770,289,814,Cust.ContactNo:,0
196,862,12,821,: NIIS91sng,0
11,871,188,912,Card Num :,0
11,916,272,957,Counter No :-01,0
11,965,473,1004,Date :-11/12/2019 18:53:40,6
11,1015,367,1060,Cashier No :-Emp4712,0
13,1058,652,1126,Ref :-0470112190QU7 U,0
14,1269,841,1296,Item Code/Taxes HSN Code Mrp Qty Disc Total,0
14,1363,174,1408,3446138,8
15,1418,117,1453,Style:,0
266,1368,859,1399,"61091000 1299 1,0 0.0 1299.00",0
288,1466,419,1502,1159.82-,0
400,1604,72,1565,00...9S9S,0
18,1761,179,1804,b03416248,8
19,1811,122,1851,Style:,0
271,1766,852,1791,61091000 1599 1.0 1299 300.00,0
291,1864,393,1900,285.72,0
77,1918,398,1953,"CGST 12,50 7.14",0
705,2013,218,1870,snaoe,0
382,2094,370,2085,...,0
22,2160,185,2204,3430782,8
24,2210,129,2249,Style:,0
25,2257,77,2302,PR:,0
84,2317,399,2350,CGST 6.00 91.02,0
277,2163,611,2188,61091000 1699 1.0,0
666,2156,861,2185,0.0 1699.00,0
297,2263,419,2300,"1516,96",0
809,2518,396,2331,snae,0
34,2663,272,2705,Tax Summary :,0
712,2700,832,2735,TaxAmt,0
268,2712,653,2739,CGST Rate BaseAmt,0
531,2747,642,2787,785.72,0
508,2805,640,2840,"2676,78",0
376,2803,433,2846,6,0
709,2795,814,2836,"160,61",0
388,2897,820,2932,Fotal2962.50- 167.75,0
513,2995,836,3033,Base Amt TaxAmt,0
753,3048,821,3079,7.14,0
724,3098,819,3128,160.61,0
274,3009,467,3038,SGST Rate,0
542,3049,646,3084,285.72,0
383,3106,646,3136,6.0 2676.78,0
407,3205,667,3233,Total : 2962.50,0
725,3197,825,3232,167.75,0
52,3353,334,3397,Items/Qty 3/3:00,0
43,3410,316,3439,Promo Disbount:,0
727,3443,850,3477,3298,10
213,3496,54,3459,:eng 1N,
48,3553,408,3586,Amount Paid by Cash,
49,3602,332,3636,Amount Returned:,
256,3845,665,3883,Thank You. Visit Again.,
260,3902,657,3926,Inclusive of all taxes.,
57,3951,858,3974,No Exchange and No Refund on Discounted Items,
260,3998,648,4031,WWW.globusfashions.com,
810,3847,251,3699,sncolo,
