xmin,ymin,xmax,ymax,Object,label
281,112,602,197,Bata,1
269,218,618,244,PHOENIX MARKET CITY,2
172,251,713,277,FIRST FLOOR UNIT NO-F-30 NO 142,2
283,286,601,310,VELACHERY MAIN RD,2
244,309,635,346,"CHENNAI, TAMIL NADU 33",2
655,378,256,342,XXXXXXXXXX 70000,0
548,450,363,411,1DIOANI XV,0
181,480,719,517,INVOICE NO CM1786190019812,4
206,526,675,554,INVOICE DATE 07/10/2019,6
207,443,703,483,GSTIN NO 33AABCB1043Q1ZT,0
279,574,515,612,QTY UOM M. R.P,0
432,613,507,644,R.P.,0
77,586,201,610,ARTICLE,0
602,589,774,614,SUB-TOTAL,0
80,622,162,645,NAME,7
333,647,265,624,EZIS,0
434,663,575,690,DISC/REF,0
401,710,578,747,Prs 1299.00,0
77,718,262,744,8399125070,0
78,745,196,778,POWER,8
634,727,753,749,1299,0
459,762,581,786,1100.85,0
78,796,225,820,64041920,0
73,851,360,888,TOT.QTYSALE:1,0
175,884,325,919,EX/CLM:0,0
359,926,554,947,MRP Value:,0
667,931,787,953,1299,0
666,969,785,992,1100.85,0
388,965,542,989,RP Value:,0
344,992,542,1027,Net Amount:,9
666,1007,785,1030,1299,10
337,1042,542,1065,Payment By:,
467,1066,557,1101,CASH:,
667,1083,786,1106,1299,
369,1137,589,1159,Change Due:,
112,1185,314,1220,GST DETAILS,
127,1227,290,1262,HSN CODE,
367,1240,539,1261,RP VALUE,
721,1232,790,1263,SGST,
654,1267,569,1243,ISD5,
131,1276,278,1302,64041920,
388,1282,505,1305,1100.85,
122,1315,290,1341,FOOTWEAR,
754,1307,619,1271,006 0,
80,1363,537,1399,You were served by : PRISEILA,
68,1405,561,1430,Customer mobile : 9840952426.,
69,1463,542,1505,1. M.R.P. Inclusive of All Taxes,
65,1499,609,1539,2. All Exchange/Complaints must be,
66,1548,385,1572,supported by Invoice,
63,1567,610,1607,3. Purchase of carry bags is optional,
78,1601,522,1640,and not necessary/mandatory,
57,1634,688,1683,4. Terms Conditions applySee averleaf,
96,1669,755,1713,"UOMUnit Of Measurement, QTY :Quantity",
98,1704,355,1743,RP Taxable Value,
98,1741,655,1777,"PrsPalrs, PcsPleces, Pkt Packet",
96,1819,351,1846,GB3DGST Discount,
181,1912,693,1937,Thank You For Shopplng With Us,
147,1947,707,1981,Please rate your shopping experience,
146,1983,706,2015,"through SMS, you would be receiving",
182,2006,683,2044,"shortly, It will help us to serve you",
191,2057,665,2073,"even better, on your next visit.",
656,2089,791,2108,E. O.E.,
466,2122,779,2153,Authorized Signatory,
279,2179,581,2213,BATA INDIA LIMITED,
190,2212,668,2249,CIN - L19201WB1931PLC007261,
117,2258,733,2284,"Regd Office:27B, Camac Street, 1st Floor",
145,2292,709,2320,"Kolkata-700016, West Bengal, INDIA",
280,2318,576,2353,Visit us: www.bata.in,
193,2361,651,2392,in-customer.servicebata.com,
