xmin,ymin,xmax,ymax,Object,label
187,156,336,211,Bata,1
143,220,353,234,PHOENIX MARKET CITY,2
84,240,413,253,FIRST FLOOR UNIT NO-F-30 NO 142,2
152,261,344,272,VELACIIERY MAIN RD,2
116,280,365,292,"CHENNAI, TAMIL NADU 33",2
115,297,378,315,PHONE NO 0XXXXXXXXXX,0
180,348,315,361,TAX INVOICE,0
94,371,401,384,GSTIN NO 33AABCB1043Q12T,0
85,390,412,407,INVOICE NO CM1786190018244,4
106,414,389,429,INVOICE DATE 22/09/2019,6
28,450,102,465,ARTICLE,0
141,450,293,464,QTY UOM M. R.P,0
142,474,183,489,SIZE,0
347,451,450,464,SUB-TOTAL,0
29,474,78,488,NAME,7
246,476,277,490,R.P.,0
29,499,124,512,HSN CODE,0
246,501,330,514,DISC/REF,0
28,536,140,551,5518200060,0
220,539,332,552,Prs 1499.00,0
366,539,437,552,1499,0
29,562,101,576,MADRID,8
186,563,206,577,6,0
262,564,331,578,1270.34,0
29,587,117,601,64041920,0
26,624,201,639,TOT.QTYSALE: 1,0
76,647,180,660,EX/CLM:0,0
202,670,311,682,MRP Value:,0
385,669,456,680,1499,0
219,695,310,707,RP Value:,0
385,693,455,705,1270.34,0
188,719,310,732,Net Amount:,9
384,718,454,730,1499,10
190,744,309,755,Payment By:,
253,768,310,779,CASH:,
382,767,451,778,1499,
211,804,331,813,Change Due:,
423,803,449,813,0,
49,842,176,854,GST DETAILS,
59,866,163,879,HSN CODE,
206,867,297,877,RP VALUE,
323,863,372,876,CGST,
399,862,447,875,SGST,
70,892,156,904,64041920,
217,891,285,901,1270.34,
319,886,432,898,9.00 9.00,
64,916,163,927,FOOTWEAR,
318,911,453,921,114.33 114.33,
38,951,338,958,You were served by : Rinmiwon PS,
35,973,312,981,Customer mobile : 9789136339,
35,1012,311,1023,1. M.R.P. Inlusive of All Taxes,
36,1037,350,1044,2. All Exchange/Complaints must be,
34,1062,218,1067,supported by Invoice,
28,1076,351,1090,3. Purchase of carry bags is optional,
34,1099,295,1114,and not necessary/mandatory,
34,1122,393,1133,4.Terms Cnditions applySee averleaf,
45,1143,436,1156,"UOMUnit Of Measurement, QTYQuantity",
46,1163,203,1175,RPTaxable Value,
46,1187,373,1196,"PrsPalrs, Pcs3Pieces, PktPacket",
43,1229,200,1241,GBGST Discount,
100,1286,402,1301,Thank You For Shopping With Us,
80,1308,415,1320,Please rate your shopping experience,
79,1332,414,1346,"through SMS, you would be receiving",
89,1351,403,1365,shorliy. It will help us to serve you,
106,1376,384,1384,"even better, on your next visit.",
387,1391,458,1404,E. O.E.,
271,1412,458,1427,Authorized Signatory,
152,1455,340,1466,BATA INDIA LIMITED,
105,1475,392,1487,CIN - L19201WB1931PLCO07261,
65,1496,432,1509,"Regd Office:27B, Camac Street, 1st Floor",
81,1517,412,1529,"Kolkata-700016, West Bengal, INDIA",
156,1539,336,1549,Visit us:www.bata.in,
111,1558,383,1572,in-customer.servicebata.com,
