xmin,ymin,xmax,ymax,Object,label
132,203,292,215,Bata,1
136,217,296,233,PHOENIX MARKET CITY,2
87,234,344,252,FIRST FLOOR UNIT NO-F-30 NO 142,2
142,254,290,268,VEI ACHERY MAIN RD,2
117,268,303,286,"CHENNAI, IAMIL NADU 33",2
304,305,112,285,XXXXXXXXXXO ON 3NOHd,0
159,321,263,334,TAX INVOICE,0
94,336,329,352,GSTIN NO 33AABCB1043Q1ZT,0
91,354,340,366,INVOICE NO CM178619002110G,4
107,370,321,382,INVOICE DATE 20/10/2019,6
130,395,249,409,QTY UOM M.R.P,0
207,414,235,431,R.P.,0
209,434,273,452,DISC/REF,0
36,396,98,411,ARTICLE,0
296,393,371,408,SUB-TOTAL,0
35,439,112,452,HSN CODE,0
150,431,126,416,3ZIS,0
165,467,237,482,1 Pcs 3.00,0
116,484,38,468,O660/00666,0
41,490,114,503,PAPER BAG,8
338,485,318,465,00 0,0
225,507,194,498,0,0
30,518,98,527,42022210,0
267,526,208,517,00001 N,0
29,537,114,548,9990070950,0
37,546,112,564,PAPER BAG,8
162,530,231,543,1 Pcs 3.00,0
146,548,165,563,95,0
223,567,194,557,0,0
202,567,275,584,CR 100.00,0
29,574,97,586,42022210,0
313,588,363,600,399,0
164,589,239,608,1 Prs 399.00,0
199,606,248,622,380,0
159,623,145,611,80,0
28,594,114,607,8714012080,0
28,631,95,645,64041920,0
170,645,249,660,Prs 799.00,0
111,665,25,652,608616128,0
160,679,143,667,G0,0
27,670,94,682,PEDRA TH,8
26,689,94,700,64041920,0
240,680,198,666,5609L,0
169,702,247,716,Prs 499.00,0
110,720,24,708,802916128,0
349,721,311,711,66,0
85,739,24,726,Aor MIN,0
91,756,23,744,OZGIFOD9,0
198,729,236,740,175.24,0
20,771,156,787,TOT.QTYSALE:5,0
147,795,61,778,0:W1/xa,0
172,812,249,828,RP Value:,0
150,832,250,848,Net Amount:,9
154,803,249,809,MRP Value:,0
310,793,368,808,1703,0
300,821,356,833,1616.19,0
305,830,367,846,1697,10
143,862,239,871,Payment By:,
210,870,250,885,CASH:,
355,885,306,870,00269T,
175,901,266,918,Change Due:,
351,921,332,909,0,
42,933,142,945,GST DETAILS,
52,953,130,965,HSN CODE,
55,973,123,987,64041920,
161,950,242,966,RP VALUE,
177,972,228,987,1616.19,
330,951,364,966,SGST,
292,971,264,961,1S9,
249,981,339,993,2.50 2.50,
254,991,351,1012,40.40 40.40,
43,999,121,1012,FOOTWEAR,
53,1012,122,1027,42022210,
338,1032,258,1009,006 006,
345,1051,316,1040,0,
52,1029,124,1050,CARRY BAGS,
268,1030,297,1045,0,
26,1059,259,1075,You were served by SEBESTHIN,
32,1076,246,1091,Customer mcblle : 8056383431,
25,1111,245,1127,1. M.R.P. Inclusive of All Taxes,
16,1137,274,1145,2. All Exchange/Complaints must be,
30,1147,171,1162,supported by Invoice,
21,1163,279,1177,3. Purchase of carry bags is optional,
23,1179,231,1197,and not necessary/mandatory,
18,1196,309,1212,1. Terms Conditions applySee overleaf,
39,1212,341,1230,"UOMUnit Of Measurement, QIYQuantity",
33,1231,156,1247,RPTaxable Value,
35,1248,292,1264,"PrsPairs, Pcs-Picces, Pkt-Packet",
36,1282,156,1300,GBGST Discount,
68,1340,313,1345,Thank You For Shopping With Us,
56,1348,320,1363,Pleasc rate your shopping experlence,
49,1375,321,1380,"through SMS, you would be recelving",
67,1382,315,1398,shortly. It will help us to serve you,
289,1414,71,1413,3SA Jxau Jnok uo Jaag uana,
299,1415,356,1431,E. O.E.,
207,1431,354,1450,Authorized Slgnatory,
119,1469,264,1481,BATA INDIA LIMITED,
65,1495,305,1497,CIN - L19201WB1931PLC00/261,
42,1503,333,1514,"Regd Office:278, Camac Street, 1st Floor",
60,1520,318,1531,"Kolkata-700016, West Bengal, INDIA",
117,1536,260,1546,isllIS: www.bata.in,
102,1559,287,1571,litlmpr.servicebata.com,
5,1532,150,1568,camera,
