xmin,ymin,xmax,ymax,Object,label
141,156,302,197,Bata,1
141,195,308,221,PHOENIX MARKET CITY,2
84,219,357,241,FIRST FLOOR UNIT NO-F-30 NO 142,2
152,231,299,256,VELACIIERY MAIN RD,2
124,246,322,274,"CHENNAI, 1AMIL NADU 33",2
324,294,119,263,XXXXXXXXXXO ON 3NOHd,0
168,301,281,321,TAX INVOICE,0
105,317,352,340,GSTIN NO 33AABCB1043Q1ZT,0
95,333,353,362,INVOICE NO CM1786190021449,4
114,353,335,377,INVOICE DATE 25/10/2019,6
141,382,264,400,QTY UOM M.R.P,0
219,402,248,417,R.P.,0
225,421,291,438,DISC/REF,0
47,377,105,396,ARTICLE,0
298,394,385,407,SUB-TOTAL,0
75,418,35,404,BWVN,7
161,422,128,409,azIs,0
112,440,35,424,000 NSH,0
195,450,284,472,Prs 1299.00,0
233,468,293,485,1100.85,0
322,454,386,470,1299,0
34,452,126,468,8612127110,0
34,471,84,485,SMASH,8
34,490,106,504,64041920,0
177,488,162,479,IT,0
30,518,181,531,TOT.QTYSALE: 1,0
85,527,164,548,EX/LM:0,0
333,553,400,571,1299,0
339,573,397,590,1100.85,0
173,557,273,566,MRP Value:,0
190,567,273,586,RP Value:,0
170,586,274,605,Net Amount:,9
167,606,273,625,Payment By:,0
230,627,273,644,CASH:,0
329,601,389,613,1299,10
336,631,400,648,1299,
177,662,289,674,Change Due:,
53,680,148,703,GST DETAILS,
60,700,145,719,HSN CODE,
180,707,263,724,RP VALUE,
319,732,288,721,ISD,
383,735,340,723,Isps,
60,729,130,742,64041920,
195,735,244,748,1100.85,
367,754,272,740,006 006,
319,765,284,751,8066,
349,752,389,766,99.08,
55,747,136,762,FOOTWEAR,
40,768,258,796,You were served by : PRISEILA,
45,784,262,813,Customer mobile 9500119549,
36,817,268,844,1. M.R.P. Inclusive of All Taxes,
32,833,294,866,2. All Exchange/Complaints must be,
37,853,185,874,supported by Invoice,
27,867,302,897,3. Purchase of carry bags Is optianal,
31,884,247,919,and not necessary/mandatory,
23,909,336,935,4.Terms Conditions applySee overleaf,
48,919,370,955,"UOMUnit Of Measurement, QTYQuantity",
49,937,173,959,RPTaxable Value,
44,953,318,985,"PrsPalrs, PcsPieces, PktPacket",
51,989,171,1010,GBGST Discount,
91,1035,337,1066,Thank You For Shopping With Us,
65,1053,348,1085,Please rate your shopping experience,
61,1078,349,1103,"through SM5, you would be receiving",
82,1087,341,1121,shortly. It will help us to serve you,
95,1110,325,1138,"aven better, on your next visit.",
321,1139,389,1159,E. O.E.,
221,1160,388,1179,Authorized Signatory,
126,1182,288,1207,BATA INDIA LIMITED,
73,1206,332,1227,CIN - L19201WB1931PLC007261,
40,1224,366,1250,"Regd Office:27B, Camac Street, 1st Floor",
64,1235,350,1269,"Kolkata-700016, West Bengal, INDIA",
131,1260,287,1282,Visit us: www.bata.in,
86,1277,327,1305,in-customer.servicebata.com,
