xmin,ymin,xmax,ymax,Object,label
253,330,575,405,Bata,1
239,434,588,452,PHOENIX MARKET CITY,2
145,471,685,487,FIRST FLOOR UNIT NO-F-30 NO 142,2
256,504,574,523,VELACHERY MAIN RD,2
199,541,608,558,"CHENNAI, TAMIL NADU 33",2
205,575,627,592,PHONE NO OXXXXXXXXXX,0
304,642,526,662,TAX INVOICE,0
163,678,670,702,GSTIN NO 33AABCB1043Q1ZT,0
148,714,688,731,INVOICE NO CM1786190022812,4
185,749,651,767,INVOICE DATE 09/11/2019,6
581,801,752,823,SUB-TOTAL,0
243,806,495,826,QTY UOM M.R.P,0
244,843,313,866,SIZE,0
58,810,182,831,ARTICLE,0
60,846,142,870,NAME,7
414,841,467,866,R.P.,0
60,885,217,906,HSN CODE,0
415,879,556,905,DISC/REF,0
330,939,469,965,1 Pcs 3.00,0
636,939,700,961,0,0
61,946,245,967,9990070950,0
62,985,226,1005,PAPER BAG,8
296,982,331,1004,95,0
406,981,469,1004,0,0
409,1017,560,1041,CR 100.00,0
338,1057,469,1083,1 Pcs 3.00,0
407,1098,470,1121,0,0
61,1022,209,1044,42022210,0
61,1065,245,1084,9990070950,0
637,1058,700,1080,0,0
297,1099,332,1122,95,0
63,1103,227,1124,PAPER BAG,8
62,1140,209,1162,42022210,0
407,1134,560,1161,CR 100.00,0
330,1177,472,1202,1 Pcs 3.00,0
298,1219,333,1241,95,0
638,1177,702,1200,0,0
62,1184,247,1204,9990070950,0
64,1222,228,1242,PAPER BAG,8
408,1218,471,1240,0,0
411,1255,595,1280,CR 100.00o,0
339,1294,509,1318,1 Pcs 149.00,0
64,1261,212,1282,42022210,0
63,1302,248,1322,9350211950,0
641,1296,741,1316,139.44,0
66,1338,209,1362,HP Shiner,8
65,1378,212,1401,34059090,0
298,1339,335,1361,95,0
411,1337,509,1359,118.17,0
411,1377,547,1401,CR 9.56R,0
64,1422,250,1442,9350211950,0
330,1417,511,1439,1 Pcs 149.00,0
641,1419,742,1437,139.44,0
67,1461,210,1481,HP Shiner,8
301,1459,335,1480,95,0
413,1458,511,1476,118.17,0
67,1499,213,1519,34059090,0
412,1496,549,1518,CR 9.56R,0
66,1541,250,1561,8746979110,0
351,1538,530,1558,Prs 2499.00,0
642,1536,761,1555,2338.7,0
413,1576,530,1598,1981.95,0
64,1578,227,1601,Track Thon,8
68,1617,214,1640,64035990,0
303,1576,335,1599,11,0
413,1615,588,1638,CR 160.30R,0
66,1661,250,1680,8746952110,0
341,1655,531,1677,1 Prs 2499.00,0
643,1655,761,1675,2338.7,0
68,1697,255,1719,CHARLES TO,8
69,1735,215,1757,64035990,0
305,1695,336,1718,11,0
415,1695,532,1716,1981.95,0
414,1735,589,1755,CR 160.30R,0
325,1770,533,1795,1 Prs 2499.00,0
307,1809,345,1840,8,0
68,1778,253,1799,8399745080,0
644,1772,763,1793,2338.7,0
69,1817,261,1836,N-WALK HUS,8
415,1813,532,1834,1981.95,0
70,1855,216,1879,64041920,0
415,1853,590,1876,CR 160.30R,0
65,1915,354,1950,TOT.QTYSALE:8,0
164,1944,320,1978,EX/LM:0,0
352,1985,535,2008,MRP Value:,0
381,2024,534,2044,RP Value:,0
329,2061,534,2083,Net Amount:,9
657,1982,776,2004,7804,0
657,2021,776,2042,6182.19,0
657,2059,777,2080,7294.98,10
331,2101,535,2121,Payment By:,
439,2139,536,2162,CASH:,
657,2137,776,2160,"7294,98",
359,2197,572,2217,Change Due:,
729,2195,774,2217,0,
94,2259,309,2282,GST DETAILS,
118,2302,284,2322,HSN CODE,
357,2300,515,2323,RP VALUE,
558,2299,644,2320,CGST,
688,2297,772,2321,SGST,
128,2342,273,2363,64041920,
379,2341,495,2363,1981.95,
553,2339,746,2360,9.00 9.00,
118,2381,284,2401,FOOTWEAR,
553,2378,780,2399,178.38 178.38,
130,2417,277,2441,34059090,
101,2457,302,2478,SHOE POLISH,
386,2418,488,2438,236.34,
553,2416,789,2434,9.00 9.00.,
561,2454,644,2477,21.28,
691,2453,772,2474,21.28,
129,2495,275,2516,42022210,
406,2495,468,2516,0,
553,2492,747,2514,9.00 9.00,
107,2535,297,2556,CARRY BAGS,
570,2532,635,2554,0,
699,2531,764,2552,0,
553,2572,747,2591,9.00 9.00,
553,2609,783,2629,356.76 356.76,
129,2575,275,2595,64035990,
378,2573,498,2593,3963.9,
120,2612,288,2634,FOOTWEAR,
59,2669,574,2690,You were served by : M SUVETHA,
72,2706,544,2723,Customer mobile : 9791215517,
76,2776,543,2794,1. M.R.P. Inclusive of All Taxes,
74,2811,610,2829,2. All Exchange/Complaints must be,
73,2846,384,2866,supported by Involce,
62,2875,611,2896,3. Purchase of carry bags is optional,
77,2911,518,2944,and not necessary/mandatory,
74,2950,681,2974,4.Terms Conditions applySee overleaf,
98,2982,752,3008,"UOMUnit Of Measurement, QTYQuantity",
94,3018,361,3038,RPTaxable Value,
94,3052,647,3073,"PrsPairs, Pcs3DPieces, PktDPacket",
93,3121,358,3142,GBGST DIscount,
192,3213,688,3240,Thank You For Shopping With Us,
159,3248,715,3260,Daaca rato vour ehonninn evnarience,
159,3312,713,3327,Piease TdtE your Sioppng exp2nence,
158,3338,271,3367,through,
176,3377,693,3391,shortly. It will help us to serve you,
205,3411,672,3434,"even better, on your next visit.",
367,3341,712,3362,you would be receiving,
667,3436,787,3460,E. O.E.,
478,3474,788,3502,Authorized Signatory,
280,3545,592,3566,BATA INDIA LIMITED,
189,3572,683,3605,CILL19201WB1931PLC007261,
