xmin,ymin,xmax,ymax,Object,label
375,183,775,247,PUT KADALAI,1
203,260,938,317,"Palladium, Indira Gandhi Nagar, Velachery,",2
442,315,718,355,Chennai 600042,2
342,358,815,404,GSTIN: 33AAOFC0310N1ZP,0
441,408,726,443,PH: 6379888177,0
131,491,248,522,Name:,0
126,607,538,640,Date: 05/12/19 13:33,6
126,656,387,688,Cashier: biller,0
124,705,403,737,Token No.: 3,0
597,612,762,643,Dine In: 1,0
592,654,803,688,BIII No.: 553,4
121,805,213,834,Item,7
543,798,613,833,Qty.,0
717,797,795,823,Price,0
906,789,1048,814,Amount,0
120,902,589,919,Chilly Caramel Take 1,8
117,956,227,995,Away,0
683,887,800,913,219.05,0
928,880,1053,905,219.05,0
409,1068,812,1083,Total Qty: 1 Sub Total,0
534,1114,636,1144,CGST,0
539,1164,637,1198,SGST,0
943,1049,1071,1077,219.05,0
721,1104,775,1137,"2,5",0
723,1156,778,1186,2.5,0
995,1099,1075,1129,5.48,0
998,1150,1078,1178,5.48,0
506,1279,714,1302,Round off,0
982,1272,1082,1286,-0.01,0
401,1349,712,1370,Grand Total,9
914,1316,1090,1351,230,10
517,1458,718,1477,Lets Put it,0
