xmin,ymin,xmax,ymax,Object,label
250,149,639,188,PUT KADALAI,1
93,234,796,263,"Palladium, Indira Gandhi Nagar, Velachery,",2
311,277,576,303,Chennai 600042,2
218,323,673,348,GSTIN: 33AAOFC0310N1ZP,0
308,368,584,391,PH: 6379888177,0
35,459,137,485,Name:,0
34,565,394,592,Date: 05/12/19 19:01,6
35,610,259,638,Cashier: biller,0
34,654,294,682,Token No.: 17,0
450,561,610,589,Dine In: 1,0
452,607,649,633,Bill No.: 567,4
36,745,110,773,Item,7
395,740,458,776,Qty.,0
558,740,635,767,Price,0
737,737,864,766,Amount,0
38,828,336,863,Choco Rock Take,8
38,874,125,911,Away,0
524,825,636,852,257.14,0
753,822,864,849,257.14,0
38,940,292,965,Cheesy Tomato,8
72,982,232,1020,Take Away,0
528,937,636,964,133.33,0
757,934,864,961,133.33,0
277,1089,639,1115,Total Qty: 2 Sub Total,0
385,1131,474,1163,CGST,0
385,1176,476,1207,SGST,0
553,1131,602,1160,2.5,0
553,1176,603,1205,2.5,0
754,1086,866,1113,390.47,0
796,1129,866,1158,9.76,0
796,1173,867,1202,9.76,0
360,1267,541,1299,Round off,0
272,1319,537,1355,Grand Total,9
790,1264,867,1298,0.01,0
710,1317,869,1351,410,10
366,1417,537,1446,Lets Put it,0
