xmin,ymin,xmax,ymax,Object,label
329,165,834,220,PUT. KADALAI,1
126,277,1037,319,"Palladium, Indira Gandhi Nagar, Velachery,",2
410,337,754,373,Chennai 600042,2
293,396,876,428,GSTIN: 33AAOFC0310N1ZP,0
410,454,762,487,PH: 6379888177,0
51,566,188,603,Name:,0
57,708,522,743,Date: 24/11/19 17:30,6
58,764,410,816,Cashier: iyappan,0
58,823,394,857,Token No.: 25,0
593,709,794,742,Dine In: 1,0
594,767,839,800,Bill No.: 211,4
62,935,158,970,Item,7
525,931,605,976,Qty.,0
732,932,826,966,Price,0
956,930,1116,964,Amount,0
63,1044,456,1083,Black Pepper Tak,8
57,1106,176,1145,Away,0
689,1040,826,1073,133.33,0
979,1040,1116,1072,133.33,0
372,1229,828,1266,Total Qty: 1 Sub Total,0
509,1288,622,1323,CGST,0
513,1344,623,1378,SGST,0
982,1234,1122,1266,133.33,0
723,1286,782,1323,2.5,0
1033,1287,1122,1324,3.33,0
723,1342,783,1379,2.5,0
1035,1345,1125,1381,3.33,0
475,1459,706,1497,Round off,0
361,1525,700,1569,Grand Total,9
1026,1458,1124,1499,0.01,0
929,1525,1126,1568,140,10
