xmin,ymin,xmax,ymax,Object,label
261,152,655,191,PUT KADALAI,1
104,241,809,265,"Palladium, Indira Gandhi Nagar, Velachery,",2
324,281,591,307,Chennai 600042,2
230,327,686,350,GSTIN: 33AAOFC0310N1ZP,0
321,371,596,394,PH: 6379888177,0
44,465,148,489,Name:,0
47,574,408,597,Date: 24/11/19 19:50,6
47,615,318,651,Cashier: iyappan,0
46,662,305,687,Token No.: 41,0
462,567,621,593,Dine In: 1,0
463,611,662,635,Bill No.: 227,4
41,744,123,784,Item,7
408,743,474,778,Qty.,0
570,742,649,770,Price,0
750,740,877,766,Amount,0
47,833,250,867,Peri Peri T/a,8
538,831,648,856,133.33,0
769,827,879,852,133.33,0
288,940,650,963,Total Qty: 1 Sub Total,0
396,983,486,1012,CGST,0
399,1027,486,1057,SGST,0
564,979,614,1010,2.5,0
565,1024,614,1054,2.5,0
770,933,878,959,133.33,0
808,977,880,1006,3.33,0
810,1022,879,1050,3.33,0
369,1118,552,1147,Round off,0
278,1164,549,1204,Grnd Total,9
801,1110,880,1144,0.01,0
728,1164,883,1198,140,10
376,1266,548,1293,Lets Put it,0
