xmin,ymin,xmax,ymax,Object,label
39,158,283,205,VB SIGNATURE,1
345,172,798,205,UNIT OF SAI ENTERPRISES,1
288,220,564,257,PALLADIUM MALL,2
110,266,762,309,"28,VELACHERY MAIN ROAD, VELACHERY",2
274,322,549,353,CHENNAI-600042,2
195,369,631,406,GSTIN: 33BIXPD4908G1Z5,0
239,419,573,458,State: TAMIL NADU,0
305,518,540,560,VB SIGNATURE,0
47,615,269,653,Bill No: 64,4
50,665,507,709,Bill Dt: 17/11/19 17:01,6
51,716,111,748,SAC,0
221,719,355,758,: 996331,0
59,815,138,849,Time,0
64,866,156,900,17:01,0
243,818,382,857,Steward,0
573,820,789,858,Table Cover,0
583,874,659,905,64,0
66,966,370,1007,Sno Description,7
511,968,854,1001,Qty Rate Amount,0
136,1062,281,1105,1 COFFEE,8
556,1067,863,1099,2 50.00 100.00,0
383,1167,475,1200,Total,0
405,1216,561,1249,SGST 2.5,0
406,1268,565,1299,CGST 2.5,0
757,1165,869,1196,100,0
797,1214,873,1244,2.5,0
802,1263,879,1295,2.5,0
561,1165,578,1197,2,0
306,1370,530,1439,Grand Total,9
756,1364,874,1433,105,10
84,1510,244,1550,Kot :712,0
