xmin,ymin,xmax,ymax,Object,label
36,111,659,133,VB SIGNATURE - UNIT OF SAI ENTERPRISES,1
234,150,462,177,PALLADIUM MALL,2
87,193,628,218,"28, VELACHERY MAIN ROAD, VELACHERY",2
219,235,445,262,CHENNAI-600042,2
153,277,511,305,GSTIN: 33BIXPD4908G1Z5,0
186,318,463,348,State: TAMIL NADU,0
237,402,431,431,VB SIGNATURE,0
23,485,203,514,Bill No: 22,4
24,526,399,556,Bill Dt: 18/11/19 17:44,6
25,567,71,597,SAC,0
161,568,271,601,: 996331,0
22,647,97,684,Time,0
30,693,107,720,17:44,0
440,646,626,678,Table Cover,0
451,692,512,720,22,0
583,692,589,720,1,0
174,652,287,680,Steward,0
28,775,270,802,Sno Description,7
386,774,674,800,Qty Rate Amount,0
72,853,238,884,1 PODI IDLY,8
59,899,368,924,2 STUFFED CEYLON PA,8
426,851,677,882,1 110.00 110.00,0
422,896,678,923,1 210.00 210.00,0
274,975,348,1009,Total,0
289,1021,417,1049,SGST 2.5,0
288,1063,417,1092,CGST 2.5,0
584,978,681,1006,320,0
617,1020,681,1049,8,0
618,1061,681,1091,8,0
205,1148,383,1208,Grand Total,9
571,1150,671,1206,336,10
23,1255,151,1288,Kot :809,0
172,1385,551,1412,ROUNDED OFF TO 50 PAISE,0
122,1425,585,1453,Thank You Please Visit Again,0
