xmin,ymin,xmax,ymax,Object,label
41,116,682,155,VB SIGNATURE - UNIT OF SAI ENTERPRISES,1
247,158,482,199,PALLADIUM MALL,2
92,196,649,246,"28,VELACHERY MAIN ROAD, VELACHERY",2
233,243,467,281,CHENNAI-600042,2
165,287,536,323,GSTIN: 33BIXPD4908G1Z5,0
201,329,488,364,State: TAMIL NADU,0
255,417,456,449,VB SIGNATURE,0
33,502,221,532,Bill No: 17,4
36,545,427,575,Bill Dt: 19/11/19 14:16,6
38,589,88,618,SAC,0
179,588,293,622,: 996331,0
43,675,109,703,Time,0
48,718,127,745,14:16,0
472,668,661,699,Table Cover,0
481,714,544,742,17,0
197,674,313,702,Steward,0
47,800,295,826,Sno Description,7
416,798,463,828,Qty,0
517,797,713,823,Rate Amount,0
90,881,296,911,1 SAMBAR RICE,8
458,878,717,907,1 120.00 120.00,0
300,967,377,994,Total,0
317,1010,450,1037,SGST 2.5,0
318,1053,450,1079,CGST 2.5,0
624,965,719,993,120,0
656,1007,720,1035,3,0
657,1048,720,1077,3,0
455,966,462,994,1,0
233,1137,416,1195,Grand Total,9
610,1136,708,1193,126,10
43,1256,180,1282,Kot :849,0
201,1384,593,1406,ROUNDED OFF TO 50 PAISE,0
150,1427,628,1450,Thank You Please Visit Again,0
