xmin,ymin,xmax,ymax,Object,label
18,74,615,112,VB SIGNATURE - UNIT OF SAI ENTERPRISES,2
214,116,429,145,PALLADIUM MALL,2
61,145,586,190,"28, VELACHERY MAIN ROAD, VELACHERY",2
199,193,437,234,CHENNAI-600042 .,2
136,233,479,273,GSTIN: 338IXPD4908G1Z5,0
170,277,433,313,State: TAMIL NADU,0
221,365,406,398,VB SIGNATURE,0
16,445,205,479,Bill Not 100,4
19,487,379,523,Bill Dt: 25/12/19 18:39,6
20,530,66,559,SAC,0
151,531,255,565,: 996331,0
17,610,87,648,Time,0
18,653,105,688,18:39,0
170,616,276,642,Steward,0
431,616,593,644,Table Cover,0
432,657,489,683,100,0
23,734,263,767,Sno Description,7
364,756,416,769,.Qty,0
464,737,639,763,Rate Amount,0
83,816,146,848,1 TEA,8
73,854,358,882,2 STUFFED CEYLON PA,8
428,812,523,842,1 45.00,0
571,816,643,840,45,0
414,852,678,884,"1 210.00 210.00,",0
287,929,348,966,Totl,0
288,976,407,1000,SGST 2.5,0
289,1014,406,1040,CGST 2.5,0
289,1055,421,1080,Round Off,0
559,934,647,958,255,0
585,973,648,998,6.37,0
592,1013,649,1038,6.37,0
593,1053,651,1078,0.26,0
213,1136,377,1191,Grand Total,9
549,1135,641,1189,268,10
35,1243,180,1270,Kot :3743,0
184,1366,536,1386,ROUNDED OFF TO 50 PAISE,0
138,1409,568,1427,Thank ou Please Visit Again,0
