xmin,ymin,xmax,ymax,Object,label
66,80,675,161,VB SIGNATURE - UNIT OF SAI ENTERPRISES,1
264,135,484,182,PALLADIUM MALL.,2
114,164,640,239,"28,VELACHERY MAIN ROAD, VELACHERY",2
245,217,470,262,CHENNAI-600042,2
177,253,534,311,GSTIN: 33BIXPD4908G1Z5,0
209,301,484,346,State: TAMIL NADU,0
258,391,450,431,VB SIGNATURE,0
29,461,217,504,Bill No: 61,4
38,510,415,557,Bill Dt: 24/11/19 16:19,6
32,552,97,590,SAC,0
174,557,285,599,: 996331,0
33,642,98,673,Time,0
35,687,114,719,16:19,0
462,652,642,685,Table Cover,0
465,699,611,734,0061 1,0
186,647,300,681,Steward,0
33,774,281,811,Sno Description,7
398,785,444,818,Qty,0
496,785,686,815,Rate Amount,0
78,859,685,902,1 CHILLY PANNER DOS 1 150.00 150.00,8
65,908,176,939,2 POORI,8
436,906,684,946,1 90.00 90.00,0
591,1001,683,1031,240,0
277,997,354,1028,Total,0
292,1042,423,1074,SGST 2.5,0
292,1086,423,1118,CGST 2.5,0
694,1082,636,1041,0,0
681,1117,619,1088,9,0
205,1172,385,1236,Grand Total,9
667,1231,567,1174,252,10
20,1286,168,1318,Kot :1240,0
173,1412,546,1437,ROUNDED OFF TO 50 PAISE,0
125,1453,576,1475,Thank You Please Visit Again,0
