xmin,ymin,xmax,ymax,Object,label
34,99,567,119,RETURNS EXCHANGE NOT ALLOWED,0
230,236,493,259,ARCHIES LIMITED,1
88,285,618,298,ARCHIES LTD PHOENIX MARKETCITY,2
38,327,775,342,"S-23,IIND FLOOR, 142, VELACHERY MAIN ROAD,",2
238,362,482,388,CHENNAI-600042,2
237,407,482,432,PH:72990 36438,0
147,452,572,478,GSTIN NO:33AAECA0726C1ZG,0
42,499,695,523,"REGD.OFFICE:PLOTNO 191-F,SECTOR-4,IMT",0
150,538,585,562,"MANESAR, GURUGRAM, HARYANA.",0
221,583,502,607,W.E.F.23-08-2010,0
49,624,555,652,CIN NO: L36999HR1990PLC041175,0
45,673,662,695,EMAIL ID: archiesarchiesonline.com,0
44,717,593,738,WEBSITE : Www.archiesonline.com,0
276,757,468,785,TAX INVOICE,0
436,844,718,868,Date :30-11-2019,6
437,888,630,915,Time :12:07,6
47,849,292,877,No.PMC19010958,0
37,975,311,1006,HSN Description,7
46,1024,117,1053,CODE,0
385,975,434,1009,Qty,0
509,974,577,1004,Rate,0
652,972,753,1000,Amount,0
506,1018,579,1051,Rs P,0
686,1015,754,1049,RsP,0
47,1111,188,1144,BRACELET,8
48,1156,188,1185,BRACELET,8
49,1201,366,1224,PRINTED PAPER SHEE,8
462,1103,580,1136,1 99.00,0
425,1151,432,1179,1,0
492,1150,580,1178,99,0
422,1194,439,1223,4,0
493,1193,579,1222,30,0
670,1102,757,1133,99,0
671,1148,756,1176,99,0
655,1190,757,1220,120,0
51,1331,133,1359,Total,9
654,1321,758,1351,318,10
54,1464,209,1492,Net Value,
655,1456,759,1485,318,
53,1597,442,1621,HSN TAXABLE AMT RATE,
533,1589,600,1617,CGST,
693,1588,760,1617,SGST,
55,1683,123,1712,7117,
55,1726,123,1757,4802,
253,1680,390,1709,192.24 3,
254,1724,407,1752,107.14 12,
533,1676,603,1706,2.88,
534,1721,603,1750,6.43,
692,1675,762,1703,2.88,
693,1718,763,1748,6.43,
55,1815,142,1843,TOTAL,
250,1811,355,1841,299.38,
534,1809,600,1836,9.31,
692,1806,758,1835,9.31,
55,1903,658,1931,Rupees Three Hundred Eighteen Only,
73,1945,463,1973,Credit Card -Rs.318.00,
48,1987,604,2014,SUBJECT TO CHENNAI JURISDICTION,
59,2035,408,2061,TIN NO : 33280461027,
59,2079,570,2104,CST NO : 637381 DT 11-10-2000,
59,2166,427,2193,Bill ID: 201911301207,4
