xmin,ymin,xmax,ymax,Object,label
27,25,368,34,RETURNS EXCHANGE NOT ALL.OWED,0
147,107,322,119,ARCHIES LIMITED,1
53,136,407,141,ARCHIES LTD PHOENIX MARKETCITY,2
18,163,515,167,"S-23,IIND FLOOR, 142, VELACHERY MAIN ROAD,",2
146,185,311,198,CHENNAI-600042,2
145,213,312,225,PH:72990 36438,0
86,242,373,251,GSTIN NO:33AAECA0726C1ZG,0
15,274,460,277,"REGD.OFFICE:PLOTNO 191-F,SECTOR-4, IMT",0
79,297,390,313,"MANESAR, GURUGRAM, HARYANA.",0
134,327,326,339,W.E.F.23-08-2010,0
18,357,363,368,CIN NO: L36999HR1990PLC041175,0
17,390,439,396,EMAIL ID: archiesarchiesonline.com,0
16,419,389,427,WEBSITE : WWw.archiesonline.com,0
170,442,303,458,TAX INVOICE,0
7,501,178,526,No. PMC19012360,0
281,499,479,516,Date :23-12-2019,6
282,529,418,548,Time :18:12,6
245,591,281,615,Qty,0
14,595,194,612,HSN Description,7
13,626,60,645,CODE,0
333,590,381,611,Rate,0
434,590,506,611,Amount,0
334,621,382,646,RsP,0
460,622,508,647,Rs P,0
13,686,232,705,QUOTATION BOOK WIT,8
14,716,83,736,H WIRO,8
13,747,233,767,PRINTED PAPER MATT,8
15,778,34,798,ER,8
14,809,234,831,365 DAYS QUOTATION,8
25,840,71,861,BOOK,8
14,871,236,895,CRAFT PAPER BAG-20,8
14,903,123,925,20 SMALL,8
276,682,383,705,1 250.00,0
436,685,509,707,250,0
304,745,385,769,1 35.00,0
449,748,510,770,35,0
289,808,385,832,1 399.00,0
435,811,510,834,399,0
283,870,387,896,1 8.00,0
464,876,511,897,8,0
15,965,69,988,Total,9
439,970,510,990,692,10
17,1028,111,1051,DISCOUNT,
17,1060,162,1084,ROUNDING OFF,
465,1032,511,1052,7.99,
452,1073,508,1083,-0.01,
20,1122,125,1147,Net Value,
440,1124,510,1143,684,
18,1217,54,1239,HSN,
92,1220,292,1238,TAXABLE AMT RATE,
355,1217,402,1238,CGST,
464,1215,510,1234,SGST,
21,1278,67,1301,4902,
21,1309,68,1331,4802,
23,1339,69,1361,4819,
157,1282,254,1299,649.00 0,
170,1311,268,1329,31.24 12,
184,1341,268,1359,0.01 12,
356,1277,402,1296,0,
358,1307,403,1326,1.88,
356,1337,402,1356,0,
464,1275,510,1293,0,
466,1305,510,1323,1.88,
464,1334,511,1352,0,
24,1400,83,1421,TOTAL,
160,1403,232,1421,680.25,
359,1397,403,1416,1.88,
467,1393,510,1410,1.88,
25,1459,449,1478,Rupees Six Hundred Eighty Four Only,
39,1490,307,1507,Credit Card -Rs.684.00,
28,1518,403,1533,SUBJECT TO CHENNAI JURISDICTION,
27,1545,271,1565,TIN NO : 33280461027,
30,1573,380,1591,CST NO : 637381 DT 11-10-2000,
