xmin,ymin,xmax,ymax,Object,label
33,5,563,34,RETURNS EXCRANGE NUT ALLOWED,0
229,179,492,209,ARCHIES LIMITED,1
86,222,616,254,ARCHIES LTD PHOENIX MARKETCITY,2
35,266,770,301,"S-23,IIND FLOOR, 142, VELACHERY MAIN ROAD,",2
229,311,474,340,CHENNAI-600042,2
229,354,474,387,PH:72990 36438,0
141,400,564,430,GSTIN NO:33AAECA0726C1ZG,0
35,444,684,476,"REGD.OFFICE:PLOTNO 191-F,SECTOR-4, IMT",0
128,482,576,516,"MANESAR, GURUGRAM, HARYANA.",0
212,530,493,563,W.E.F.23-08-2010,0
36,574,547,606,CIN NO: L36999HR1990PLC041175,0
38,618,653,649,EMAIL ID: archiesarchiesonline.com,0
36,662,581,692,WEBSITE : WWw.archiesonline.com,0
265,707,457,737,TAX INVOICE,0
36,794,281,826,No. PMC19010953,0
426,795,705,825,Date :29-11-2019,6
426,839,617,869,Time :21:13,6
37,928,300,957,HSN Description,7
36,971,104,1001,CODE,0
373,925,423,962,Qty,0
496,926,565,958,Rate,0
496,971,564,1005,RsP,0
639,926,740,957,Amount,0
673,970,742,1005,RsP,0
35,1056,352,1089,PRINTED SHEET ZAR,8
411,1058,418,1088,1,0
479,1059,564,1088,60,0
655,1058,742,1089,60,0
36,1145,264,1176,GREETING CARD,8
36,1188,335,1220,PRINTED BOOK MARK,8
479,1145,565,1176,75,0
480,1191,565,1220,20,0
655,1145,742,1176,75,0
656,1190,743,1221,20,0
38,1277,119,1307,Total,9
408,1277,424,1308,3,0
642,1278,743,1307,155,10
38,1410,193,1441,Net Value,
642,1410,743,1440,155,
37,1542,88,1571,HSN,
145,1542,424,1572,TAXABLE AMT RATE,
515,1543,584,1572,CGST,
675,1542,742,1570,SGST,
37,1630,106,1661,4802,
38,1674,106,1704,4909,
37,1718,106,1748,9608,
250,1630,388,1660,53.58 12,
250,1674,388,1703,66.96 12,
255,1718,388,1748,17.86 12,
517,1631,580,1659,3.21,
515,1674,583,1704,4.02,
519,1717,584,1747,1.07,
675,1630,738,1659,3.21,
675,1673,743,1703,4.02,
679,1718,742,1746,1.07,
38,1806,125,1838,TOTAL,
236,1806,337,1835,138.4,
518,1805,585,1837,8.3,
676,1804,745,1836,8.3,
38,1894,637,1927,Rupees One Hundred Fifty Five Only,
56,1938,443,1968,Credit Card -Rs.155.00,
38,1982,585,2012,SUBJECT TO CHENNAI JURISDICTION,
38,2026,389,2056,TIN NO : 33280461027,
38,2066,549,2099,CST NO : 637381 DT 11-10-2000,
29,2152,408,2190,Bill ID: 201911292113,4
