xmin,ymin,xmax,ymax,Object,label
45,19,579,49,RETURNS EXCHANGE NUI ALLUWED,0
245,239,507,268,ARCHIES LIMITED,1
105,284,631,311,ARCHIES LTD PHOENIX MARKETCITY,2
52,328,787,359,"S-23,IIND FLOOR, 142, VELACHERY MAIN ROAD,",2
246,367,491,404,CHENNAI-600042,2
246,413,492,446,PH:72990 36438,0
159,460,582,490,GSTIN NO:33AAECA0726C1ZG,0
53,504,704,531,"REGD.OFFICE:PLOTNO 191-F,SECTOR-4,IMT",0
148,542,599,584,"MANESAR, GURUGRAM,HARYANA.",0
229,592,510,620,W.E.F.23-08-2010,0
53,636,564,666,CIN NO: L36999HR1990PLC041175,0
53,680,670,710,EMAIL ID: archiesarchiesonline.com,0
53,725,599,753,WEBSITE : WWw.archiesonline.com,0
283,767,474,797,TAX INVOICE,0
443,855,723,883,Date :29-11-2019,6
438,895,635,929,Tme :16:22,6
55,856,299,886,No. PMC19010926,0
54,987,316,1017,HSN Description,7
53,1032,121,1062,CODE,0
390,987,439,1022,Qty,0
514,987,581,1018,Rate,0
514,1031,581,1065,RsP,0
656,985,757,1018,Amount,0
692,1030,759,1065,RsP,0
43,1115,369,1149,YOU ARE THE GREATE,8
48,1156,281,1194,ST MUG-FATHER,8
54,1208,369,1236,PRINTED PAPER MATT,8
54,1252,87,1283,ER,8
53,1296,582,1325,CRAFT PAPER BAG- H 1 12.00,8
54,1340,210,1369,ORIZONTAL,8
430,1114,582,1149,1 399.00,0
655,1119,758,1148,399,0
428,1207,435,1237,1,0
496,1207,582,1237,35,0
673,1207,758,1237,35,0
676,1295,760,1325,12,0
55,1427,135,1458,Total,9
656,1428,759,1457,446,10
54,1516,192,1545,DISCOUNT,
55,1560,262,1588,ROUNDING OFF,
677,1516,759,1545,11.99,
675,1574,754,1589,-0.01,
55,1648,210,1679,Net Value,
655,1647,760,1677,434,
54,1780,105,1809,HSN,
162,1778,441,1809,TAXABLE AMT RATE,
532,1779,599,1810,CGST,
691,1779,759,1809,SGST,
54,1866,123,1898,4802,
54,1910,123,1943,4819,
53,1956,122,1986,6912,
266,1867,405,1897,31.24 12,
284,1911,405,1941,0.01 12,
248,1955,405,1985,356.24 12,
536,1869,601,1897,1.88,
532,1911,601,1943,0,
514,1955,600,1986,21.38,
694,1866,759,1897,1.88,
692,1910,759,1941,0,
673,1956,759,1985,21.38,
54,2042,139,2075,TOTAL,
248,2043,353,2074,387.49,
514,2043,599,2074,23.26,
673,2045,758,2074,23.26,
52,2132,687,2168,Rupees Four Hundred Thirty Four Only,
52,2174,317,2206,Cash -Rs.434.00,
54,2220,600,2250,SUBJECT TO CHENNAI JURISDICTION,
55,2265,404,2294,TIN NO : 33280461027,
53,2308,564,2339,CST NO : 637381 DT 11-10-2000,
53,2396,422,2426,Bill ID: 201911291623,4
195,2441,564,2470,Cash Received: 504.00,
180,2478,274,2520,Bill,
196,2528,547,2558,Balance Retd: 70.00,
321,2483,564,2514,Amount: 434.00,
