xmin,ymin,xmax,ymax,Object,label
48,88,576,113,RETURNS EXCHANGE NOT ALLOWED,0
245,219,508,251,ARCHIES LIMITED,1
102,267,630,291,ARCHIES LTD PHOENIX MARKETCITY,2
49,312,786,338,"S-23,IIND FLOOR, 142, VELACHERY MAIN ROAD,",2
244,353,489,382,CHENNAI-600042,2
245,397,490,426,PH:72990 36438,0
156,442,578,468,GSTIN NO:33AAECA0726C1ZG,0
50,488,702,511,"REGD.OFFICE:PLOTNO 191-F,SECTOR-4,IMT",0
156,529,592,556,"MANESAR, GURUGRAM, HARYANA.",0
229,573,510,601,W.E.F.23-08-2010,0
52,619,562,644,CIN NO: L36999HR1990PLC041175,0
54,663,669,688,EMAIL ID: archiesarchiesonline.com,0
53,708,598,731,WEBSITE : Www.archiesonline.com,0
283,749,475,777,TAX INVOICE,0
444,834,724,862,Date :29-11-2019,6
444,878,637,910,Time :14:28,6
56,838,299,867,No.PMC19010912,0
56,970,318,997,HSN Description,7
57,1014,124,1044,CODE,0
656,963,759,996,Amount,0
693,1009,762,1042,RsP,0
392,966,442,1000,Qty,0
516,966,584,995,Rate,0
517,1010,584,1043,RsP,0
56,1101,371,1128,CERAMIC PIGGY BANK,8
73,1146,354,1174,RETIREMENT FUND,8
57,1189,353,1205,CRAFT PAPER BAG -,8
58,1234,107,1262,MED,8
431,1097,584,1126,1 799.00,0
657,1097,760,1126,799,0
503,1186,585,1214,10,0
679,1185,763,1214,10,0
58,1322,140,1351,Total,9
430,1318,444,1347,2,0
660,1316,763,1345,809,10
59,1410,198,1438,DISCOUNT,
60,1453,269,1480,ROUNDING OFF,
662,1403,765,1433,409.49,
697,1447,765,1476,0.49,
61,1540,216,1569,Net Value,
661,1535,766,1566,400,
62,1672,112,1702,HSN,
168,1671,448,1698,TAXABLE AMT RATE,
540,1669,607,1697,CGST,
699,1667,766,1696,SGST,
60,1760,129,1790,4819,
60,1804,130,1833,6912,
290,1759,411,1787,0.01 12,
256,1801,413,1830,356.70 12,
539,1757,606,1785,0,
521,1800,607,1828,21.4,
698,1755,765,1786,0,
680,1797,767,1831,21.4,
62,1891,147,1921,TOTAL,
257,1889,355,1918,356.71,
522,1888,607,1916,21.4,
681,1885,765,1918,21.4,
62,1978,483,2009,Rupees Four Hundred Only,
79,2022,467,2049,Credit Card -Rs.400.00,
62,2066,609,2094,SUBJECT TO CHENNAI JURISDICTION,
63,2110,413,2136,TIN NO : 33280461027,
62,2154,573,2183,CST NO : 637381 DT 11-10-2000,
62,2242,432,2271,Bill ID: 201911291428,4
