xmin,ymin,xmax,ymax,Object,label
241,47,681,27,to Belgian WaCEle,1
55,70,206,73,Nelco me,1
45,148,407,142,Type : TAKE AWAY,0
33,252,344,251,Bill No. :287,4
34,314,361,312,Delivery Boy:,0
34,374,678,358,Date:2019-10-29 21: 43:16,6
40,438,190,455,Kots:0,0
60,562,169,585,Item,7
425,538,510,575,Qty,0
689,524,781,553,Amt,0
64,679,340,687,ALMOND COCO,8
91,729,272,750,A BUTTER,8
629,710,786,732,133.33,0
80,845,313,861,Total Qty:,0
76,902,285,916,SubTotal:,9
633,880,791,901,133.33,10
66,1012,184,1034,GSTC5,
689,997,795,1024,6.67,
156,1063,363,1090,CGST 2.5,
529,1059,629,1086,3.33,
141,1127,365,1150,SGST 2.5,
530,1122,631,1147,3.33,
75,1236,311,1262,Round Of:,
726,1233,794,1257,0,
80,1293,555,1317,Total Invoice Value,
721,1291,794,1316,140,
85,1407,442,1438,Payment Detail:,
78,1523,300,1553,Debitcard,
672,1533,832,1563,140,
